fragmanetAndSide,fragment,class,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
PX303Fg006_4X3_0X0_2_PX303Fg006_4X3_2X2_2,PX303Fg006_4X3_0X0_PX303Fg006_4X3_2X2,0,68,4,2,2,1,"[[False, 0, 0], [False, 0, 0], [False, 4, 0], [False, 4, 4]]","[[500, 50, 500, 50], [500, 50, 500, 50], [500, 1178, 500, 50], [500, 1178, 500, 1101]]",[]
PX303Fg006_6X3_2X2_0_PX303Fg006_6X3_4X1_2,PX303Fg006_6X3_2X2_PX303Fg006_6X3_4X1,0,40,2,2,2,1,"[[False, 0, 0], [False, 0, 0]]","[[0, 50, 500, 50], [0, 50, 500, 50]]",[]
PX303Fg006_4X4_1X1_2_PX303Fg006_4X4_3X0_2,PX303Fg006_4X4_1X1_PX303Fg006_4X4_3X0,0,19,1,0,0,0,"[[False, 5, 4]]","[[500, 1276, 500, 1139]]",[]
PX303Fg006_5X4_0X2_2_PX303Fg006_5X4_4X0_2,PX303Fg006_5X4_0X2_PX303Fg006_5X4_4X0,0,33,4,3,2,1,"[[False, 0, 0], [False, 0, 0], [False, 2, 0], [False, 2, 0]]","[[500, 50, 500, 50], [500, 50, 500, 50], [500, 583, 500, 50], [500, 583, 500, 50]]",[]
PX303Fg006_5X4_0X3_3_PX303Fg006_5X4_2X2_2,PX303Fg006_5X4_0X3_PX303Fg006_5X4_2X2,0,14,1,1,0,0,"[[False, 0, 0]]","[[750, 50, 500, 50]]",[]
PX303Fg006_6X4_2X3_3_PX303Fg006_6X4_5X2_0,PX303Fg006_6X4_2X3_PX303Fg006_6X4_5X2,0,27,3,2,2,1,"[[False, 0, 0], [False, 5, 0], [False, 5, 0]]","[[750, 50, 0, 50], [750, 1499, 0, 50], [750, 1499, 0, 50]]",[]
PX303Fg006_6X4_1X0_1_PX303Fg006_6X4_5X0_2,PX303Fg006_6X4_1X0_PX303Fg006_6X4_5X0,0,60,3,1,4,2,"[[False, 4, 0], [False, 4, 0], [False, 4, 2]]","[[250, 1026, 500, 50], [250, 1026, 500, 50], [250, 1026, 500, 709]]",[]
PX303Fg006_5X4_1X3_2_PX303Fg006_5X4_3X3_0,PX303Fg006_5X4_1X3_PX303Fg006_5X4_3X3,0,20,1,0,0,0,"[[False, 6, 0]]","[[500, 1681, 0, 50]]",[]
PX303Fg006_6X3_1X1_2_PX303Fg006_6X3_2X0_2,PX303Fg006_6X3_1X1_PX303Fg006_6X3_2X0,0,9,1,0,0,0,"[[False, 2, 0]]","[[500, 617, 500, 50]]",[]
PX303Fg006_6X3_2X1_3_PX303Fg006_6X3_5X0_2,PX303Fg006_6X3_2X1_PX303Fg006_6X3_5X0,0,57,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[750, 1432, 500, 50], [750, 1432, 500, 50]]",[]
PX303Fg006_4X3_1X1_5_PX303Fg006_4X3_3X0_1,PX303Fg006_4X3_1X1_PX303Fg006_4X3_3X0,0,34,4,2,4,2,"[[False, 0, 0], [False, 4, 0], [False, 4, 0], [False, 4, 5]]","[[1250, 50, 250, 50], [1250, 1143, 250, 50], [1250, 1143, 250, 50], [1250, 1143, 250, 1419]]",[]
PX303Fg006_6X4_2X1_3_PX303Fg006_6X4_5X1_3,PX303Fg006_6X4_2X1_PX303Fg006_6X4_5X1,0,21,1,0,0,0,"[[False, 4, 2]]","[[750, 1099, 750, 695]]",[]
PX303Fg006_5X3_2X1_0_PX303Fg006_5X3_4X0_4,PX303Fg006_5X3_2X1_PX303Fg006_5X3_4X0,0,37,3,1,4,2,"[[False, 3, 0], [False, 3, 0], [False, 3, 3]]","[[0, 876, 1000, 50], [0, 876, 1000, 50], [0, 876, 1000, 873]]",[]
PX303Fg006_4X4_1X0_0_PX303Fg006_4X4_3X2_0,PX303Fg006_4X4_1X0_PX303Fg006_4X4_3X2,0,7,3,1,4,2,"[[False, 4, 0], [False, 4, 5], [False, 4, 5]]","[[0, 1230, 0, 50], [0, 1230, 0, 1263], [0, 1230, 0, 1263]]",[]
PX303Fg006_4X3_0X2_4_PX303Fg006_4X3_3X0_4,PX303Fg006_4X3_0X2_PX303Fg006_4X3_3X0,0,75,7,4,6,3,"[[False, 0, 0], [False, 0, 5], [False, 0, 5], [False, 3, 0], [False, 3, 0], [False, 3, 5], [False, 3, 5]]","[[1000, 50, 1000, 50], [1000, 50, 1000, 1419], [1000, 50, 1000, 1419], [1000, 968, 1000, 50], [1000, 968, 1000, 50], [1000, 968, 1000, 1419], [1000, 968, 1000, 1419]]",[]
PX303Fg006_5X4_2X1_1_PX303Fg006_5X4_3X0_0,PX303Fg006_5X4_2X1_PX303Fg006_5X4_3X0,0,43,4,2,6,3,"[[False, 0, 0], [False, 4, 0], [False, 4, 0], [False, 4, 3]]","[[250, 50, 0, 50], [250, 1106, 0, 50], [250, 1106, 0, 50], [250, 1106, 0, 903]]",[]
PX303Fg006_5X4_0X1_3_PX303Fg006_5X4_1X2_2,PX303Fg006_5X4_0X1_PX303Fg006_5X4_1X2,0,4,1,0,0,0,"[[False, 3, 5]]","[[750, 790, 500, 1352]]",[]
PX303Fg006_4X4_0X0_2_PX303Fg006_4X4_3X2_1,PX303Fg006_4X4_0X0_PX303Fg006_4X4_3X2,0,11,1,0,0,0,"[[False, 4, 5]]","[[500, 1210, 250, 1263]]",[]
PX303Fg006_5X4_0X0_3_PX303Fg006_5X4_4X2_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X2,0,20,2,1,2,1,"[[False, 3, 0], [False, 3, 0]]","[[750, 942, 0, 50], [750, 942, 0, 50]]",[]
PX303Fg006_6X4_1X0_0_PX303Fg006_6X4_3X2_0,PX303Fg006_6X4_1X0_PX303Fg006_6X4_3X2,0,31,1,0,0,0,"[[False, 4, 0]]","[[0, 1026, 0, 50]]",[]
PX303Fg006_4X3_0X1_1_PX303Fg006_4X3_3X1_1,PX303Fg006_4X3_0X1_PX303Fg006_4X3_3X1,0,34,3,1,4,2,"[[False, 4, 0], [False, 4, 5], [False, 4, 5]]","[[250, 1099, 250, 50], [250, 1099, 250, 1484], [250, 1099, 250, 1484]]",[]
PX303Fg006_5X4_1X2_3_PX303Fg006_5X4_4X2_2,PX303Fg006_5X4_1X2_PX303Fg006_5X4_4X2,0,14,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[750, 1352, 500, 50], [750, 1352, 500, 50]]",[]
PX303Fg006_5X4_1X1_2_PX303Fg006_5X4_4X3_3,PX303Fg006_5X4_1X1_PX303Fg006_5X4_4X3,0,38,4,2,6,3,"[[False, 3, 0], [False, 3, 0], [False, 3, 3], [False, 3, 3]]","[[500, 997, 750, 50], [500, 997, 750, 50], [500, 997, 750, 791], [500, 997, 750, 791]]",[]
PX303Fg006_5X4_0X0_3_PX303Fg006_5X4_1X2_1,PX303Fg006_5X4_0X0_PX303Fg006_5X4_1X2,0,5,1,0,0,0,"[[False, 3, 5]]","[[750, 942, 250, 1352]]",[]
PX303Fg006_6X4_1X0_3_PX303Fg006_6X4_4X1_2,PX303Fg006_6X4_1X0_PX303Fg006_6X4_4X1,0,49,5,3,4,2,"[[False, 0, 0], [False, 0, 0], [False, 4, 0], [False, 4, 0], [False, 4, 3]]","[[750, 50, 500, 50], [750, 50, 500, 50], [750, 1026, 500, 50], [750, 1026, 500, 50], [750, 1026, 500, 796]]",[]
PX303Fg006_5X4_1X0_0_PX303Fg006_5X4_2X2_3,PX303Fg006_5X4_1X0_PX303Fg006_5X4_2X2,0,11,4,3,6,3,"[[False, 0, 0], [False, 0, 0], [False, 3, 0], [False, 3, 0]]","[[0, 50, 750, 50], [0, 50, 750, 50], [0, 904, 750, 50], [0, 904, 750, 50]]",[]
PX303Fg006_5X3_3X2_5_PX303Fg006_5X3_4X2_1,PX303Fg006_5X3_3X2_PX303Fg006_5X3_4X2,1,98,4,2,6,3,"[[False, 7, 0], [False, 7, 0], [False, 7, 2], [False, 7, 2]]","[[1250, 1996, 250, 50], [1250, 1996, 250, 50], [1250, 1996, 250, 586], [1250, 1996, 250, 586]]",[]
PX303Fg006_5X4_1X0_3_PX303Fg006_5X4_4X0_3,PX303Fg006_5X4_1X0_PX303Fg006_5X4_4X0,0,25,2,2,0,0,"[[False, 0, 0], [False, 0, 0]]","[[750, 50, 750, 50], [750, 50, 750, 50]]",[]
PX303Fg006_4X4_1X0_0_PX303Fg006_4X4_2X1_3,PX303Fg006_4X4_1X0_PX303Fg006_4X4_2X1,0,20,2,1,2,1,"[[False, 4, 0], [False, 4, 0]]","[[0, 1230, 750, 50], [0, 1230, 750, 50]]",[]
PX303Fg006_4X4_2X2_2_PX303Fg006_4X4_3X3_0,PX303Fg006_4X4_2X2_PX303Fg006_4X4_3X3,0,8,2,1,2,1,"[[False, 4, 0], [False, 4, 0]]","[[500, 1234, 0, 50], [500, 1234, 0, 50]]",[]
PX303Fg006_6X4_0X1_1_PX303Fg006_6X4_5X1_1,PX303Fg006_6X4_0X1_PX303Fg006_6X4_5X1,0,26,5,3,8,4,"[[False, 0, 0], [False, 0, 0], [False, 2, 0], [False, 2, 0], [False, 2, 2]]","[[250, 50, 250, 50], [250, 50, 250, 50], [250, 527, 250, 50], [250, 527, 250, 50], [250, 527, 250, 695]]",[]
PX303Fg006_6X3_2X2_3_PX303Fg006_6X3_3X1_0,PX303Fg006_6X3_2X2_PX303Fg006_6X3_3X1,0,6,1,0,0,0,"[[False, 5, 0]]","[[750, 1337, 0, 50]]",[]
PX303Fg006_4X4_0X1_2_PX303Fg006_4X4_2X0_0,PX303Fg006_4X4_0X1_PX303Fg006_4X4_2X0,0,40,2,1,2,1,"[[False, 4, 0], [False, 4, 0]]","[[500, 1233, 0, 50], [500, 1233, 0, 50]]",[]
PX303Fg006_6X3_0X2_2_PX303Fg006_6X3_2X1_1,PX303Fg006_6X3_0X2_PX303Fg006_6X3_2X1,0,34,2,1,2,1,"[[False, 2, 0], [False, 2, 0]]","[[500, 630, 250, 50], [500, 630, 250, 50]]",[]
PX303Fg006_6X4_3X1_1_PX303Fg006_6X4_4X3_0,PX303Fg006_6X4_3X1_PX303Fg006_6X4_4X3,0,13,1,0,0,0,"[[False, 2, 0]]","[[250, 721, 0, 50]]",[]
PX303Fg006_4X4_1X0_0_PX303Fg006_4X4_2X3_2,PX303Fg006_4X4_1X0_PX303Fg006_4X4_2X3,0,30,2,1,2,1,"[[False, 4, 0], [False, 4, 0]]","[[0, 1230, 500, 50], [0, 1230, 500, 50]]",[]
PX303Fg006_6X4_1X1_2_PX303Fg006_6X4_3X1_2,PX303Fg006_6X4_1X1_PX303Fg006_6X4_3X1,0,32,2,1,2,1,"[[False, 3, 0], [False, 3, 0]]","[[500, 868, 500, 50], [500, 868, 500, 50]]",[]
PX303Fg006_6X4_0X0_1_PX303Fg006_6X4_2X3_2,PX303Fg006_6X4_0X0_PX303Fg006_6X4_2X3,0,24,3,2,4,2,"[[False, 0, 0], [False, 2, 0], [False, 2, 0]]","[[250, 50, 500, 50], [250, 654, 500, 50], [250, 654, 500, 50]]",[]
PX303Fg006_5X3_0X0_2_PX303Fg006_5X3_4X1_2,PX303Fg006_5X3_0X0_PX303Fg006_5X3_4X1,0,54,2,1,0,0,"[[False, 0, 0], [False, 0, 2]]","[[500, 50, 500, 50], [500, 50, 500, 743]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_3X0_2,PX303Fg006_5X4_0X0_PX303Fg006_5X4_3X0,0,45,3,2,4,2,"[[False, 0, 0], [False, 0, 0], [False, 3, 0]]","[[250, 50, 500, 50], [250, 50, 500, 50], [250, 942, 500, 50]]",[]
PX303Fg006_5X3_0X2_1_PX303Fg006_5X3_2X0_3,PX303Fg006_5X3_0X2_PX303Fg006_5X3_2X0,0,70,5,3,8,4,"[[False, 0, 0], [False, 0, 0], [False, 2, 0], [False, 2, 0], [False, 2, 3]]","[[250, 50, 750, 50], [250, 50, 750, 50], [250, 656, 750, 50], [250, 656, 750, 50], [250, 656, 750, 957]]",[]
PX303Fg006_4X4_0X1_2_PX303Fg006_4X4_3X0_3,PX303Fg006_4X4_0X1_PX303Fg006_4X4_3X0,0,17,1,0,0,0,"[[False, 4, 4]]","[[500, 1233, 750, 1139]]",[]
PX303Fg006_5X3_1X2_4_PX303Fg006_5X3_3X2_2,PX303Fg006_5X3_1X2_PX303Fg006_5X3_3X2,0,21,2,1,2,1,"[[False, 4, 0], [False, 4, 0]]","[[1000, 1091, 500, 50], [1000, 1091, 500, 50]]",[]
PX303Fg006_5X4_0X1_3_PX303Fg006_5X4_3X0_1,PX303Fg006_5X4_0X1_PX303Fg006_5X4_3X0,0,35,3,2,2,1,"[[False, 0, 0], [False, 3, 0], [False, 3, 0]]","[[750, 50, 250, 50], [750, 790, 250, 50], [750, 790, 250, 50]]",[]
PX303Fg006_6X4_2X2_2_PX303Fg006_6X4_3X1_1,PX303Fg006_6X4_2X2_PX303Fg006_6X4_3X1,0,10,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[500, 1339, 250, 50], [500, 1339, 250, 50]]",[]
PX303Fg006_6X4_1X2_3_PX303Fg006_6X4_2X0_1,PX303Fg006_6X4_1X2_PX303Fg006_6X4_2X0,0,17,1,0,0,0,"[[False, 2, 0]]","[[750, 728, 250, 50]]",[]
PX303Fg006_6X4_3X2_2_PX303Fg006_6X4_4X0_1,PX303Fg006_6X4_3X2_PX303Fg006_6X4_4X0,0,15,3,2,2,1,"[[False, 0, 0], [False, 2, 0], [False, 2, 0]]","[[500, 50, 250, 50], [500, 691, 250, 50], [500, 691, 250, 50]]",[]
PX303Fg006_5X3_1X1_4_PX303Fg006_5X3_2X1_0,PX303Fg006_5X3_1X1_PX303Fg006_5X3_2X1,1,127,9,8,16,8,"[[False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0]]","[[1080, 1296, 80, 50], [1080, 1296, 80, 50], [1120, 1296, 120, 50], [1130, 1296, 130, 50], [1130, 1296, 130, 50], [1170, 1296, 170, 50], [1170, 1296, 170, 50], [1210, 1296, 210, 50], [1210, 1296, 210, 50]]",[]
PX303Fg006_6X4_1X0_1_PX303Fg006_6X4_4X3_1,PX303Fg006_6X4_1X0_PX303Fg006_6X4_4X3,0,15,2,1,2,1,"[[False, 4, 0], [False, 4, 0]]","[[250, 1026, 250, 50], [250, 1026, 250, 50]]",[]
PX303Fg006_6X4_4X0_0_PX303Fg006_6X4_5X0_1,PX303Fg006_6X4_4X0_PX303Fg006_6X4_5X0,1,94,15,14,28,14,"[[False, 0, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0]]","[[0, 50, 250, 50], [0, 751, 250, 50], [0, 751, 250, 50], [40, 751, 290, 50], [40, 751, 290, 50], [80, 751, 330, 50], [80, 751, 330, 50], [120, 751, 370, 50], [120, 751, 370, 50], [130, 751, 380, 50], [130, 751, 380, 50], [170, 751, 420, 50], [170, 751, 420, 50], [210, 751, 460, 50], [210, 751, 460, 50]]",[]
PX303Fg006_5X4_1X1_1_PX303Fg006_5X4_2X0_1,PX303Fg006_5X4_1X1_PX303Fg006_5X4_2X0,0,24,4,3,6,3,"[[False, 0, 0], [False, 0, 0], [False, 3, 0], [False, 3, 0]]","[[250, 50, 250, 50], [250, 50, 250, 50], [250, 997, 250, 50], [250, 997, 250, 50]]",[]
PX303Fg006_5X3_0X1_0_PX303Fg006_5X3_3X0_1,PX303Fg006_5X3_0X1_PX303Fg006_5X3_3X0,0,22,3,2,4,2,"[[False, 0, 0], [False, 2, 0], [False, 2, 0]]","[[0, 50, 250, 50], [0, 733, 250, 50], [0, 733, 250, 50]]",[]
PX303Fg006_6X3_2X2_1_PX303Fg006_6X3_5X0_3,PX303Fg006_6X3_2X2_PX303Fg006_6X3_5X0,0,59,1,0,0,0,"[[False, 5, 2]]","[[250, 1337, 750, 708]]",[]
PX303Fg006_6X3_0X1_2_PX303Fg006_6X3_2X0_1,PX303Fg006_6X3_0X1_PX303Fg006_6X3_2X0,0,18,4,3,2,1,"[[False, 0, 0], [False, 0, 0], [False, 3, 0], [False, 3, 0]]","[[500, 50, 250, 50], [500, 50, 250, 50], [500, 796, 250, 50], [500, 796, 250, 50]]",[]
PX303Fg006_6X3_2X2_4_PX303Fg006_6X3_5X1_1,PX303Fg006_6X3_2X2_PX303Fg006_6X3_5X1,0,56,2,1,2,1,"[[False, 5, 2], [False, 5, 2]]","[[1000, 1337, 250, 636], [1000, 1337, 250, 636]]",[]
PX303Fg006_4X4_0X0_2_PX303Fg006_4X4_1X0_0,PX303Fg006_4X4_0X0_PX303Fg006_4X4_1X0,1,151,16,15,26,13,"[[False, 0, 0], [False, 0, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0]]","[[500, 50, 0, 50], [500, 50, 0, 50], [500, 1210, 0, 50], [500, 1210, 0, 50], [540, 1210, 40, 50], [540, 1210, 40, 50], [580, 1210, 80, 50], [580, 1210, 80, 50], [620, 1210, 120, 50], [620, 1210, 120, 50], [630, 1210, 130, 50], [630, 1210, 130, 50], [670, 1210, 170, 50], [670, 1210, 170, 50], [710, 1210, 210, 50], [710, 1210, 210, 50]]",[]
PX303Fg006_6X3_0X2_3_PX303Fg006_6X3_4X1_2,PX303Fg006_6X3_0X2_PX303Fg006_6X3_4X1,0,47,3,2,2,1,"[[False, 0, 0], [False, 2, 0], [False, 2, 0]]","[[750, 50, 500, 50], [750, 630, 500, 50], [750, 630, 500, 50]]",[]
PX303Fg006_4X3_0X0_0_PX303Fg006_4X3_3X0_2,PX303Fg006_4X3_0X0_PX303Fg006_4X3_3X0,0,57,3,1,4,2,"[[False, 4, 0], [False, 4, 0], [False, 4, 5]]","[[0, 1178, 500, 50], [0, 1178, 500, 50], [0, 1178, 500, 1419]]",[]
PX303Fg006_6X4_1X1_0_PX303Fg006_6X4_4X1_2,PX303Fg006_6X4_1X1_PX303Fg006_6X4_4X1,0,46,2,1,2,1,"[[False, 3, 0], [False, 3, 0]]","[[0, 868, 500, 50], [0, 868, 500, 50]]",[]
PX303Fg006_6X3_4X2_3_PX303Fg006_6X3_5X2_4,PX303Fg006_6X3_4X2_PX303Fg006_6X3_5X2,0,21,2,1,2,1,"[[False, 5, 1], [False, 5, 1]]","[[750, 1347, 1000, 437], [750, 1347, 1000, 437]]",[]
PX303Fg006_6X3_3X1_0_PX303Fg006_6X3_4X1_2,PX303Fg006_6X3_3X1_PX303Fg006_6X3_4X1,1,210,12,11,22,11,"[[False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0]]","[[0, 611, 500, 50], [0, 611, 500, 50], [40, 611, 540, 50], [40, 611, 540, 50], [80, 611, 580, 50], [80, 611, 580, 50], [120, 611, 620, 50], [120, 611, 620, 50], [130, 611, 630, 50], [130, 611, 630, 50], [170, 611, 670, 50], [170, 611, 670, 50]]",[]
PX303Fg006_4X4_0X0_1_PX303Fg006_4X4_3X1_1,PX303Fg006_4X4_0X0_PX303Fg006_4X4_3X1,0,55,4,2,6,3,"[[False, 0, 0], [False, 0, 0], [False, 0, 5], [False, 4, 0]]","[[250, 50, 250, 50], [250, 50, 250, 50], [250, 50, 250, 1271], [250, 1210, 250, 50]]",[]
PX303Fg006_6X3_3X1_1_PX303Fg006_6X3_5X2_1,PX303Fg006_6X3_3X1_PX303Fg006_6X3_5X2,0,53,2,1,2,1,"[[False, 2, 1], [False, 2, 1]]","[[250, 611, 250, 437], [250, 611, 250, 437]]",[]
PX303Fg006_6X3_2X0_2_PX303Fg006_6X3_5X0_4,PX303Fg006_6X3_2X0_PX303Fg006_6X3_5X0,0,35,2,0,2,1,"[[False, 4, 0], [False, 4, 2]]","[[500, 1107, 1000, 50], [500, 1107, 1000, 708]]",[]
PX303Fg006_6X3_1X2_2_PX303Fg006_6X3_4X1_2,PX303Fg006_6X3_1X2_PX303Fg006_6X3_4X1,0,38,2,1,2,1,"[[False, 3, 0], [False, 3, 0]]","[[500, 925, 500, 50], [500, 925, 500, 50]]",[]
PX303Fg006_5X3_2X2_3_PX303Fg006_5X3_3X2_1,PX303Fg006_5X3_2X2_PX303Fg006_5X3_3X2,1,100,12,11,14,7,"[[False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0]]","[[790, 638, 290, 50], [790, 638, 290, 50], [830, 638, 330, 50], [830, 638, 330, 50], [870, 638, 370, 50], [870, 638, 370, 50], [880, 638, 380, 50], [880, 638, 380, 50], [920, 638, 420, 50], [920, 638, 420, 50], [960, 638, 460, 50], [960, 638, 460, 50]]",[]
PX303Fg006_5X3_0X0_3_PX303Fg006_5X3_1X1_5,PX303Fg006_5X3_0X0_PX303Fg006_5X3_1X1,0,22,1,1,0,0,"[[False, 0, 0]]","[[750, 50, 1250, 50]]",[]
PX303Fg006_6X3_1X0_2_PX303Fg006_6X3_3X2_3,PX303Fg006_6X3_1X0_PX303Fg006_6X3_3X2,0,27,1,0,0,0,"[[False, 2, 1]]","[[500, 560, 750, 449]]",[]
PX303Fg006_6X3_1X0_1_PX303Fg006_6X3_2X1_1,PX303Fg006_6X3_1X0_PX303Fg006_6X3_2X1,0,34,3,1,4,2,"[[False, 2, 0], [False, 2, 0], [False, 2, 5]]","[[250, 560, 250, 50], [250, 560, 250, 50], [250, 560, 250, 1432]]",[]
PX303Fg006_6X4_3X1_1_PX303Fg006_6X4_4X0_2,PX303Fg006_6X4_3X1_PX303Fg006_6X4_4X0,0,32,1,0,0,0,"[[False, 2, 0]]","[[250, 721, 500, 50]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_4X1_3,PX303Fg006_6X4_0X0_PX303Fg006_6X4_4X1,0,37,3,1,4,2,"[[False, 2, 0], [False, 2, 0], [False, 2, 3]]","[[0, 654, 750, 50], [0, 654, 750, 50], [0, 654, 750, 796]]",[]
PX303Fg006_5X4_1X2_1_PX303Fg006_5X4_4X0_0,PX303Fg006_5X4_1X2_PX303Fg006_5X4_4X0,0,39,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[250, 1352, 0, 50], [250, 1352, 0, 50]]",[]
PX303Fg006_6X4_1X2_2_PX303Fg006_6X4_5X1_2,PX303Fg006_6X4_1X2_PX303Fg006_6X4_5X1,0,15,1,0,0,0,"[[False, 2, 2]]","[[500, 728, 500, 695]]",[]
PX303Fg006_5X3_1X1_1_PX303Fg006_5X3_2X0_2,PX303Fg006_5X3_1X1_PX303Fg006_5X3_2X0,0,32,1,0,0,0,"[[False, 5, 0]]","[[250, 1296, 500, 50]]",[]
PX303Fg006_4X3_0X0_4_PX303Fg006_4X3_2X1_2,PX303Fg006_4X3_0X0_PX303Fg006_4X3_2X1,0,30,2,2,0,0,"[[False, 0, 0], [False, 0, 0]]","[[1000, 50, 500, 50], [1000, 50, 500, 50]]",[]
PX303Fg006_6X4_2X3_3_PX303Fg006_6X4_4X1_3,PX303Fg006_6X4_2X3_PX303Fg006_6X4_4X1,0,25,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[750, 1499, 750, 50], [750, 1499, 750, 50]]",[]
PX303Fg006_6X4_2X3_1_PX303Fg006_6X4_5X1_1,PX303Fg006_6X4_2X3_PX303Fg006_6X4_5X1,0,26,3,1,4,2,"[[False, 5, 0], [False, 5, 0], [False, 5, 2]]","[[250, 1499, 250, 50], [250, 1499, 250, 50], [250, 1499, 250, 695]]",[]
PX303Fg006_6X4_1X2_3_PX303Fg006_6X4_4X2_0,PX303Fg006_6X4_1X2_PX303Fg006_6X4_4X2,0,8,2,1,0,0,"[[False, 0, 0], [False, 2, 0]]","[[750, 50, 0, 50], [750, 728, 0, 50]]",[]
PX303Fg006_5X4_3X2_3_PX303Fg006_5X4_4X2_2,PX303Fg006_5X4_3X2_PX303Fg006_5X4_4X2,1,7,2,1,2,1,"[[False, 3, 0], [False, 3, 0]]","[[750, 995, 500, 50], [750, 995, 500, 50]]",[]
PX303Fg006_6X4_2X2_0_PX303Fg006_6X4_4X1_1,PX303Fg006_6X4_2X2_PX303Fg006_6X4_4X1,0,19,1,1,0,0,"[[False, 0, 0]]","[[0, 50, 250, 50]]",[]
PX303Fg006_6X4_2X3_1_PX303Fg006_6X4_3X1_0,PX303Fg006_6X4_2X3_PX303Fg006_6X4_3X1,0,15,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[250, 1499, 0, 50], [250, 1499, 0, 50]]",[]
PX303Fg006_6X3_0X1_2_PX303Fg006_6X3_4X2_2,PX303Fg006_6X3_0X1_PX303Fg006_6X3_4X2,0,12,1,1,0,0,"[[False, 0, 0]]","[[500, 50, 500, 50]]",[]
PX303Fg006_5X3_0X0_0_PX303Fg006_5X3_4X1_3,PX303Fg006_5X3_0X0_PX303Fg006_5X3_4X1,0,54,4,2,6,3,"[[False, 3, 0], [False, 3, 0], [False, 3, 2], [False, 3, 2]]","[[0, 868, 750, 50], [0, 868, 750, 50], [0, 868, 750, 743], [0, 868, 750, 743]]",[]
PX303Fg006_6X3_3X0_0_PX303Fg006_6X3_4X1_2,PX303Fg006_6X3_3X0_PX303Fg006_6X3_4X1,0,44,2,1,2,1,"[[False, 3, 0], [False, 3, 0]]","[[0, 794, 500, 50], [0, 794, 500, 50]]",[]
PX303Fg006_5X4_2X3_0_PX303Fg006_5X4_3X0_0,PX303Fg006_5X4_2X3_PX303Fg006_5X4_3X0,0,27,1,1,0,0,"[[False, 0, 0]]","[[0, 50, 0, 50]]",[]
PX303Fg006_5X4_2X3_1_PX303Fg006_5X4_4X3_2,PX303Fg006_5X4_2X3_PX303Fg006_5X4_4X3,0,24,1,0,0,0,"[[False, 4, 3]]","[[250, 1022, 500, 791]]",[]
PX303Fg006_6X3_3X1_3_PX303Fg006_6X3_4X0_4,PX303Fg006_6X3_3X1_PX303Fg006_6X3_4X0,0,72,3,1,4,2,"[[False, 2, 0], [False, 2, 0], [False, 2, 3]]","[[750, 611, 1000, 50], [750, 611, 1000, 50], [750, 611, 1000, 783]]",[]
PX303Fg006_6X4_3X0_1_PX303Fg006_6X4_5X3_1,PX303Fg006_6X4_3X0_PX303Fg006_6X4_5X3,0,32,4,2,6,3,"[[False, 4, 0], [False, 4, 0], [False, 4, 3], [False, 4, 3]]","[[250, 1049, 250, 50], [250, 1049, 250, 50], [250, 1049, 250, 866], [250, 1049, 250, 866]]",[]
PX303Fg006_6X4_0X1_0_PX303Fg006_6X4_4X3_1,PX303Fg006_6X4_0X1_PX303Fg006_6X4_4X3,0,4,3,2,4,2,"[[False, 0, 0], [False, 2, 0], [False, 2, 0]]","[[0, 50, 250, 50], [0, 527, 250, 50], [0, 527, 250, 50]]",[]
