fragmanetAndSide,fragment,class,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
PX303Fg006_5X3_1X2_4_PX303Fg006_5X3_4X2_0,PX303Fg006_5X3_1X2_PX303Fg006_5X3_4X2,0,38,4,2,6,3,"[[False, 4, 0], [False, 4, 0], [False, 4, 2], [False, 4, 2]]","[[1000, 1091, 0, 50], [1000, 1091, 0, 50], [1000, 1091, 0, 586], [1000, 1091, 0, 586]]",[]
PX303Fg006_5X3_0X2_0_PX303Fg006_5X3_4X2_4,PX303Fg006_5X3_0X2_PX303Fg006_5X3_4X2,0,70,2,1,2,1,"[[False, 2, 2], [False, 2, 2]]","[[0, 656, 1000, 586], [0, 656, 1000, 586]]",[]
PX303Fg006_6X4_4X2_3_PX303Fg006_6X4_5X2_3,PX303Fg006_6X4_4X2_PX303Fg006_6X4_5X2,0,133,4,2,6,3,"[[False, 3, 0], [False, 3, 0], [False, 3, 2], [False, 3, 2]]","[[750, 819, 750, 50], [750, 819, 750, 50], [750, 819, 750, 672], [750, 819, 750, 672]]",[]
PX303Fg006_4X3_0X2_2_PX303Fg006_4X3_1X0_0,PX303Fg006_4X3_0X2_PX303Fg006_4X3_1X0,0,73,1,0,0,0,"[[False, 3, 0]]","[[500, 968, 0, 50]]",[]
PX303Fg006_4X4_0X0_2_PX303Fg006_4X4_3X3_2,PX303Fg006_4X4_0X0_PX303Fg006_4X4_3X3,0,24,1,0,0,0,"[[False, 4, 4]]","[[500, 1210, 500, 1083]]",[]
PX303Fg006_5X4_0X2_2_PX303Fg006_5X4_3X3_1,PX303Fg006_5X4_0X2_PX303Fg006_5X4_3X3,0,19,4,2,2,1,"[[False, 0, 0], [False, 0, 4], [False, 2, 0], [False, 2, 0]]","[[500, 50, 250, 50], [500, 50, 250, 1066], [500, 583, 250, 50], [500, 583, 250, 50]]",[]
PX303Fg006_5X4_1X3_3_PX303Fg006_5X4_3X1_3,PX303Fg006_5X4_1X3_PX303Fg006_5X4_3X1,0,39,3,2,2,1,"[[False, 0, 0], [False, 6, 0], [False, 6, 0]]","[[750, 50, 750, 50], [750, 1681, 750, 50], [750, 1681, 750, 50]]",[]
PX303Fg006_6X3_2X2_4_PX303Fg006_6X3_5X2_4,PX303Fg006_6X3_2X2_PX303Fg006_6X3_5X2,0,27,2,1,2,1,"[[False, 5, 1], [False, 5, 1]]","[[1000, 1337, 1000, 437], [1000, 1337, 1000, 437]]",[]
PX303Fg006_5X4_3X1_3_PX303Fg006_5X4_4X2_1,PX303Fg006_5X4_3X1_PX303Fg006_5X4_4X2,0,16,1,0,0,0,"[[False, 3, 0]]","[[750, 937, 250, 50]]",[]
PX303Fg006_6X4_0X0_2_PX303Fg006_6X4_2X2_2,PX303Fg006_6X4_0X0_PX303Fg006_6X4_2X2,0,24,2,2,0,0,"[[False, 0, 0], [False, 0, 0]]","[[500, 50, 500, 50], [500, 50, 500, 50]]",[]
PX303Fg006_6X3_1X0_1_PX303Fg006_6X3_2X0_1,PX303Fg006_6X3_1X0_PX303Fg006_6X3_2X0,0,67,16,15,30,15,"[[False, 0, 0], [False, 0, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0]]","[[250, 50, 250, 50], [250, 50, 250, 50], [250, 560, 250, 50], [250, 560, 250, 50], [290, 560, 290, 50], [290, 560, 290, 50], [330, 560, 330, 50], [330, 560, 330, 50], [370, 560, 370, 50], [370, 560, 370, 50], [380, 560, 380, 50], [380, 560, 380, 50], [420, 560, 420, 50], [420, 560, 420, 50], [460, 560, 460, 50], [460, 560, 460, 50]]",[]
PX303Fg006_5X3_0X1_2_PX303Fg006_5X3_2X0_3,PX303Fg006_5X3_0X1_PX303Fg006_5X3_2X0,0,13,2,1,0,0,"[[False, 0, 0], [False, 2, 0]]","[[500, 50, 750, 50], [500, 733, 750, 50]]",[]
PX303Fg006_6X3_0X0_2_PX303Fg006_6X3_1X1_3,PX303Fg006_6X3_0X0_PX303Fg006_6X3_1X1,0,23,2,1,2,1,"[[False, 3, 2], [False, 3, 2]]","[[500, 904, 750, 617], [500, 904, 750, 617]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_4X1_2,PX303Fg006_6X4_0X0_PX303Fg006_6X4_4X1,0,37,4,2,6,3,"[[False, 2, 0], [False, 2, 0], [False, 2, 3], [False, 2, 3]]","[[0, 654, 500, 50], [0, 654, 500, 50], [0, 654, 500, 796], [0, 654, 500, 796]]",[]
PX303Fg006_6X3_1X2_1_PX303Fg006_6X3_3X2_1,PX303Fg006_6X3_1X2_PX303Fg006_6X3_3X2,0,25,4,3,6,3,"[[False, 3, 0], [False, 3, 0], [False, 3, 1], [False, 3, 1]]","[[250, 925, 250, 50], [250, 925, 250, 50], [250, 925, 250, 449], [250, 925, 250, 449]]",[]
PX303Fg006_6X3_4X1_4_PX303Fg006_6X3_5X2_3,PX303Fg006_6X3_4X1_PX303Fg006_6X3_5X2,0,7,2,1,2,1,"[[False, 3, 1], [False, 3, 1]]","[[1000, 904, 750, 437], [1000, 904, 750, 437]]",[]
PX303Fg006_5X4_1X3_3_PX303Fg006_5X4_4X2_2,PX303Fg006_5X4_1X3_PX303Fg006_5X4_4X2,0,19,1,0,0,0,"[[False, 6, 0]]","[[750, 1681, 500, 50]]",[]
PX303Fg006_4X4_1X0_3_PX303Fg006_4X4_2X2_2,PX303Fg006_4X4_1X0_PX303Fg006_4X4_2X2,0,17,3,2,2,1,"[[False, 0, 0], [False, 4, 0], [False, 4, 0]]","[[750, 50, 500, 50], [750, 1230, 500, 50], [750, 1230, 500, 50]]",[]
PX303Fg006_5X3_0X0_1_PX303Fg006_5X3_2X2_3,PX303Fg006_5X3_0X0_PX303Fg006_5X3_2X2,0,55,4,3,6,3,"[[False, 0, 0], [False, 0, 0], [False, 3, 0], [False, 3, 0]]","[[250, 50, 750, 50], [250, 50, 750, 50], [250, 868, 750, 50], [250, 868, 750, 50]]",[]
PX303Fg006_4X4_2X1_2_PX303Fg006_4X4_3X1_0,PX303Fg006_4X4_2X1_PX303Fg006_4X4_3X1,1,22,4,2,4,2,"[[False, 0, 0], [False, 5, 0], [False, 5, 0], [False, 5, 5]]","[[500, 50, 0, 50], [500, 1260, 0, 50], [500, 1260, 0, 50], [500, 1260, 0, 1271]]",[]
PX303Fg006_6X3_1X1_0_PX303Fg006_6X3_4X1_2,PX303Fg006_6X3_1X1_PX303Fg006_6X3_4X1,0,11,1,0,0,0,"[[False, 2, 0]]","[[0, 617, 500, 50]]",[]
PX303Fg006_6X3_2X1_5_PX303Fg006_6X3_3X2_2,PX303Fg006_6X3_2X1_PX303Fg006_6X3_3X2,0,18,2,1,2,1,"[[False, 5, 0], [False, 5, 1]]","[[1250, 1432, 500, 50], [1250, 1432, 500, 449]]",[]
PX303Fg006_4X4_1X1_2_PX303Fg006_4X4_2X3_1,PX303Fg006_4X4_1X1_PX303Fg006_4X4_2X3,0,25,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[500, 1276, 250, 50], [500, 1276, 250, 50]]",[]
PX303Fg006_5X3_2X0_0_PX303Fg006_5X3_3X2_2,PX303Fg006_5X3_2X0_PX303Fg006_5X3_3X2,0,39,2,1,2,1,"[[False, 3, 0], [False, 3, 0]]","[[0, 957, 500, 50], [0, 957, 500, 50]]",[]
PX303Fg006_5X3_1X0_1_PX303Fg006_5X3_3X0_0,PX303Fg006_5X3_1X0_PX303Fg006_5X3_3X0,0,49,1,0,0,0,"[[False, 4, 0]]","[[250, 1148, 0, 50]]",[]
PX303Fg006_5X3_0X2_2_PX303Fg006_5X3_4X2_1,PX303Fg006_5X3_0X2_PX303Fg006_5X3_4X2,0,70,4,2,6,3,"[[False, 2, 0], [False, 2, 0], [False, 2, 2], [False, 2, 2]]","[[500, 656, 250, 50], [500, 656, 250, 50], [500, 656, 250, 586], [500, 656, 250, 586]]",[]
PX303Fg006_5X3_3X2_5_PX303Fg006_5X3_4X1_3,PX303Fg006_5X3_3X2_PX303Fg006_5X3_4X1,0,68,3,1,4,2,"[[False, 7, 0], [False, 7, 0], [False, 7, 2]]","[[1250, 1996, 750, 50], [1250, 1996, 750, 50], [1250, 1996, 750, 743]]",[]
PX303Fg006_4X3_0X2_1_PX303Fg006_4X3_3X2_1,PX303Fg006_4X3_0X2_PX303Fg006_4X3_3X2,0,67,5,3,8,4,"[[False, 0, 0], [False, 0, 0], [False, 3, 0], [False, 3, 0], [False, 3, 5]]","[[250, 50, 250, 50], [250, 50, 250, 50], [250, 968, 250, 50], [250, 968, 250, 50], [250, 968, 250, 1440]]",[]
PX303Fg006_6X3_4X2_4_PX303Fg006_6X3_5X0_1,PX303Fg006_6X3_4X2_PX303Fg006_6X3_5X0,0,40,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[1000, 1347, 250, 50], [1000, 1347, 250, 50]]",[]
PX303Fg006_6X4_0X2_2_PX303Fg006_6X4_4X1_1,PX303Fg006_6X4_0X2_PX303Fg006_6X4_4X1,0,30,5,4,4,2,"[[False, 0, 0], [False, 0, 0], [False, 1, 0], [False, 1, 0], [False, 1, 3]]","[[500, 50, 250, 50], [500, 50, 250, 50], [500, 493, 250, 50], [500, 493, 250, 50], [500, 493, 250, 796]]",[]
PX303Fg006_6X3_3X0_4_PX303Fg006_6X3_5X0_0,PX303Fg006_6X3_3X0_PX303Fg006_6X3_5X0,0,70,2,0,2,1,"[[False, 3, 0], [False, 3, 2]]","[[1000, 794, 0, 50], [1000, 794, 0, 708]]",[]
PX303Fg006_4X4_0X0_0_PX303Fg006_4X4_2X0_0,PX303Fg006_4X4_0X0_PX303Fg006_4X4_2X0,0,52,2,1,2,1,"[[False, 4, 0], [False, 4, 0]]","[[0, 1210, 0, 50], [0, 1210, 0, 50]]",[]
PX303Fg006_4X3_1X2_1_PX303Fg006_4X3_2X2_2,PX303Fg006_4X3_1X2_PX303Fg006_4X3_2X2,1,208,14,12,26,13,"[[False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 4], [False, 5, 4]]","[[250, 1326, 500, 50], [250, 1326, 500, 50], [250, 1326, 500, 1101], [250, 1326, 500, 1101], [290, 1326, 540, 50], [330, 1326, 580, 50], [330, 1326, 580, 50], [370, 1326, 620, 50], [380, 1326, 630, 50], [380, 1326, 630, 50], [420, 1326, 670, 50], [420, 1326, 670, 50], [460, 1326, 710, 50], [460, 1326, 710, 50]]",[]
PX303Fg006_5X3_0X2_0_PX303Fg006_5X3_4X0_4,PX303Fg006_5X3_0X2_PX303Fg006_5X3_4X0,0,128,5,3,8,4,"[[False, 0, 0], [False, 2, 0], [False, 2, 0], [False, 2, 3], [False, 2, 3]]","[[0, 50, 1000, 50], [0, 656, 1000, 50], [0, 656, 1000, 50], [0, 656, 1000, 873], [0, 656, 1000, 873]]",[]
PX303Fg006_5X3_1X1_3_PX303Fg006_5X3_3X0_1,PX303Fg006_5X3_1X1_PX303Fg006_5X3_3X0,0,44,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[750, 1296, 250, 50], [750, 1296, 250, 50]]",[]
PX303Fg006_6X3_4X0_3_PX303Fg006_6X3_5X1_2,PX303Fg006_6X3_4X0_PX303Fg006_6X3_5X1,0,63,4,2,6,3,"[[False, 3, 0], [False, 3, 0], [False, 3, 2], [False, 3, 2]]","[[750, 783, 500, 50], [750, 783, 500, 50], [750, 783, 500, 636], [750, 783, 500, 636]]",[]
PX303Fg006_5X3_0X2_3_PX303Fg006_5X3_2X1_2,PX303Fg006_5X3_0X2_PX303Fg006_5X3_2X1,0,58,4,3,2,1,"[[False, 0, 0], [False, 0, 0], [False, 2, 0], [False, 2, 0]]","[[750, 50, 500, 50], [750, 50, 500, 50], [750, 656, 500, 50], [750, 656, 500, 50]]",[]
PX303Fg006_6X4_0X1_3_PX303Fg006_6X4_4X0_1,PX303Fg006_6X4_0X1_PX303Fg006_6X4_4X0,0,16,3,2,2,1,"[[False, 0, 0], [False, 2, 0], [False, 2, 0]]","[[750, 50, 250, 50], [750, 527, 250, 50], [750, 527, 250, 50]]",[]
PX303Fg006_6X4_1X0_1_PX303Fg006_6X4_3X0_3,PX303Fg006_6X4_1X0_PX303Fg006_6X4_3X0,0,31,1,0,0,0,"[[False, 4, 4]]","[[250, 1026, 750, 1049]]",[]
PX303Fg006_5X3_1X1_5_PX303Fg006_5X3_2X0_2,PX303Fg006_5X3_1X1_PX303Fg006_5X3_2X0,0,32,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[1250, 1296, 500, 50], [1250, 1296, 500, 50]]",[]
PX303Fg006_4X4_1X1_2_PX303Fg006_4X4_2X2_2,PX303Fg006_4X4_1X1_PX303Fg006_4X4_2X2,0,13,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[500, 1276, 500, 50], [500, 1276, 500, 50]]",[]
PX303Fg006_4X3_0X1_2_PX303Fg006_4X3_3X0_0,PX303Fg006_4X3_0X1_PX303Fg006_4X3_3X0,0,33,2,0,0,0,"[[False, 0, 5], [False, 4, 5]]","[[500, 50, 0, 1419], [500, 1099, 0, 1419]]",[]
PX303Fg006_6X3_3X1_3_PX303Fg006_6X3_5X0_3,PX303Fg006_6X3_3X1_PX303Fg006_6X3_5X0,0,87,1,0,0,0,"[[False, 2, 2]]","[[750, 611, 750, 708]]",[]
PX303Fg006_5X3_0X0_1_PX303Fg006_5X3_2X1_1,PX303Fg006_5X3_0X0_PX303Fg006_5X3_2X1,0,32,5,3,8,4,"[[False, 0, 0], [False, 0, 0], [False, 3, 0], [False, 3, 0], [False, 3, 3]]","[[250, 50, 250, 50], [250, 50, 250, 50], [250, 868, 250, 50], [250, 868, 250, 50], [250, 868, 250, 876]]",[]
PX303Fg006_5X4_0X1_2_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_0X1_PX303Fg006_5X4_4X1,0,40,3,1,4,2,"[[False, 3, 0], [False, 3, 0], [False, 3, 3]]","[[500, 790, 250, 50], [500, 790, 250, 50], [500, 790, 250, 866]]",[]
PX303Fg006_6X4_1X2_2_PX303Fg006_6X4_2X2_0,PX303Fg006_6X4_1X2_PX303Fg006_6X4_2X2,1,16,1,0,0,0,"[[False, 2, 0]]","[[500, 728, 0, 50]]",[]
PX303Fg006_6X3_2X0_1_PX303Fg006_6X3_3X2_1,PX303Fg006_6X3_2X0_PX303Fg006_6X3_3X2,0,7,1,0,0,0,"[[False, 4, 0]]","[[250, 1107, 250, 50]]",[]
PX303Fg006_4X3_0X0_0_PX303Fg006_4X3_1X0_4,PX303Fg006_4X3_0X0_PX303Fg006_4X3_1X0,1,193,2,1,2,1,"[[False, 4, 0], [False, 4, 0]]","[[0, 1178, 1000, 50], [0, 1178, 1000, 50]]",[]
PX303Fg006_6X3_2X0_1_PX303Fg006_6X3_4X0_4,PX303Fg006_6X3_2X0_PX303Fg006_6X3_4X0,0,42,2,1,2,1,"[[False, 4, 0], [False, 4, 0]]","[[250, 1107, 1000, 50], [250, 1107, 1000, 50]]",[]
PX303Fg006_5X3_1X1_2_PX303Fg006_5X3_3X2_2,PX303Fg006_5X3_1X1_PX303Fg006_5X3_3X2,0,20,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[500, 1296, 500, 50], [500, 1296, 500, 50]]",[]
PX303Fg006_6X4_3X2_3_PX303Fg006_6X4_5X2_0,PX303Fg006_6X4_3X2_PX303Fg006_6X4_5X2,0,23,2,1,2,1,"[[False, 2, 0], [False, 2, 0]]","[[750, 691, 0, 50], [750, 691, 0, 50]]",[]
PX303Fg006_6X3_0X0_3_PX303Fg006_6X3_1X1_0,PX303Fg006_6X3_0X0_PX303Fg006_6X3_1X1,0,23,2,1,2,1,"[[False, 3, 0], [False, 3, 0]]","[[750, 904, 0, 50], [750, 904, 0, 50]]",[]
PX303Fg006_5X3_1X1_2_PX303Fg006_5X3_4X1_2,PX303Fg006_5X3_1X1_PX303Fg006_5X3_4X1,0,49,3,1,4,2,"[[False, 5, 0], [False, 5, 0], [False, 5, 2]]","[[500, 1296, 500, 50], [500, 1296, 500, 50], [500, 1296, 500, 743]]",[]
PX303Fg006_6X3_2X2_2_PX303Fg006_6X3_5X0_2,PX303Fg006_6X3_2X2_PX303Fg006_6X3_5X0,0,59,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[500, 1337, 500, 50], [500, 1337, 500, 50]]",[]
PX303Fg006_6X3_3X1_5_PX303Fg006_6X3_5X1_3,PX303Fg006_6X3_3X1_PX303Fg006_6X3_5X1,0,88,4,2,0,0,"[[False, 2, 0], [False, 2, 0], [False, 2, 2], [False, 2, 2]]","[[1250, 611, 750, 50], [1250, 611, 750, 50], [1250, 611, 750, 636], [1250, 611, 750, 636]]",[]
PX303Fg006_5X4_1X3_1_PX303Fg006_5X4_4X2_2,PX303Fg006_5X4_1X3_PX303Fg006_5X4_4X2,0,19,2,1,2,1,"[[False, 6, 0], [False, 6, 0]]","[[250, 1681, 500, 50], [250, 1681, 500, 50]]",[]
PX303Fg006_6X4_2X1_3_PX303Fg006_6X4_4X0_2,PX303Fg006_6X4_2X1_PX303Fg006_6X4_4X0,0,17,1,0,0,0,"[[False, 4, 0]]","[[750, 1099, 500, 50]]",[]
PX303Fg006_5X4_0X1_3_PX303Fg006_5X4_3X1_3,PX303Fg006_5X4_0X1_PX303Fg006_5X4_3X1,0,31,6,4,6,3,"[[False, 0, 0], [False, 0, 0], [False, 3, 0], [False, 3, 0], [False, 3, 3], [False, 3, 3]]","[[750, 50, 750, 50], [750, 50, 750, 50], [750, 790, 750, 50], [750, 790, 750, 50], [750, 790, 750, 937], [750, 790, 750, 937]]",[]
PX303Fg006_6X3_0X1_1_PX303Fg006_6X3_1X0_1,PX303Fg006_6X3_0X1_PX303Fg006_6X3_1X0,0,33,2,1,2,1,"[[False, 3, 0], [False, 3, 0]]","[[250, 796, 250, 50], [250, 796, 250, 50]]",[]
PX303Fg006_4X3_2X0_0_PX303Fg006_4X3_3X1_4,PX303Fg006_4X3_2X0_PX303Fg006_4X3_3X1,0,80,4,3,6,3,"[[False, 0, 0], [False, 0, 0], [False, 4, 0], [False, 4, 0]]","[[0, 50, 1000, 50], [0, 50, 1000, 50], [0, 1068, 1000, 50], [0, 1068, 1000, 50]]",[]
PX303Fg006_4X4_0X2_1_PX303Fg006_4X4_2X0_1,PX303Fg006_4X4_0X2_PX303Fg006_4X4_2X0,0,36,2,2,2,1,"[[False, 0, 0], [False, 0, 0]]","[[250, 50, 250, 50], [250, 50, 250, 50]]",[]
PX303Fg006_5X4_0X3_0_PX303Fg006_5X4_2X3_3,PX303Fg006_5X4_0X3_PX303Fg006_5X4_2X3,0,22,1,1,0,0,"[[False, 1, 0]]","[[0, 405, 750, 50]]",[]
PX303Fg006_6X3_2X2_3_PX303Fg006_6X3_4X2_2,PX303Fg006_6X3_2X2_PX303Fg006_6X3_4X2,0,29,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[750, 1337, 500, 50], [750, 1337, 500, 50]]",[]
PX303Fg006_5X3_0X0_0_PX303Fg006_5X3_3X0_4,PX303Fg006_5X3_0X0_PX303Fg006_5X3_3X0,0,49,2,1,2,1,"[[False, 3, 0], [False, 3, 0]]","[[0, 868, 1000, 50], [0, 868, 1000, 50]]",[]
PX303Fg006_5X4_0X1_3_PX303Fg006_5X4_4X3_3,PX303Fg006_5X4_0X1_PX303Fg006_5X4_4X3,0,31,4,2,6,3,"[[False, 3, 0], [False, 3, 0], [False, 3, 3], [False, 3, 3]]","[[750, 790, 750, 50], [750, 790, 750, 50], [750, 790, 750, 791], [750, 790, 750, 791]]",[]
PX303Fg006_6X3_0X2_4_PX303Fg006_6X3_5X1_0,PX303Fg006_6X3_0X2_PX303Fg006_6X3_5X1,0,79,2,1,0,0,"[[False, 0, 0], [False, 2, 0]]","[[1000, 50, 0, 50], [1000, 630, 0, 50]]",[]
PX303Fg006_6X3_2X1_5_PX303Fg006_6X3_5X1_2,PX303Fg006_6X3_2X1_PX303Fg006_6X3_5X1,0,57,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[1250, 1432, 500, 50], [1250, 1432, 500, 50]]",[]
PX303Fg006_4X3_2X2_1_PX303Fg006_4X3_3X1_0,PX303Fg006_4X3_2X2_PX303Fg006_4X3_3X1,0,51,3,2,4,2,"[[False, 0, 0], [False, 4, 0], [False, 4, 0]]","[[250, 50, 0, 50], [250, 1101, 0, 50], [250, 1101, 0, 50]]",[]
PX303Fg006_6X3_1X2_4_PX303Fg006_6X3_5X1_4,PX303Fg006_6X3_1X2_PX303Fg006_6X3_5X1,0,60,2,1,2,1,"[[False, 3, 2], [False, 3, 2]]","[[1000, 925, 1000, 636], [1000, 925, 1000, 636]]",[]
PX303Fg006_4X4_1X1_2_PX303Fg006_4X4_2X1_2,PX303Fg006_4X4_1X1_PX303Fg006_4X4_2X1,0,60,2,0,2,1,"[[False, 5, 0], [False, 5, 5]]","[[500, 1276, 500, 1260], [630, 1276, 630, 50]]",[]
PX303Fg006_4X3_1X1_5_PX303Fg006_4X3_3X0_0,PX303Fg006_4X3_1X1_PX303Fg006_4X3_3X0,0,34,1,0,0,0,"[[False, 4, 5]]","[[1250, 1143, 0, 1419]]",[]
PX303Fg006_5X3_0X2_4_PX303Fg006_5X3_1X1_1,PX303Fg006_5X3_0X2_PX303Fg006_5X3_1X1,0,43,1,0,0,0,"[[False, 2, 5]]","[[1000, 656, 250, 1296]]",[]
PX303Fg006_6X4_1X0_1_PX303Fg006_6X4_4X1_1,PX303Fg006_6X4_1X0_PX303Fg006_6X4_4X1,0,49,4,2,6,3,"[[False, 4, 0], [False, 4, 0], [False, 4, 3], [False, 4, 3]]","[[250, 1026, 250, 50], [250, 1026, 250, 50], [250, 1026, 250, 796], [250, 1026, 250, 796]]",[]
PX303Fg006_6X4_1X1_1_PX303Fg006_6X4_2X0_2,PX303Fg006_6X4_1X1_PX303Fg006_6X4_2X0,0,35,4,3,6,3,"[[False, 0, 0], [False, 0, 0], [False, 3, 0], [False, 3, 0]]","[[250, 50, 500, 50], [250, 50, 500, 50], [250, 868, 500, 50], [250, 868, 500, 50]]",[]
PX303Fg006_6X4_2X1_2_PX303Fg006_6X4_4X2_0,PX303Fg006_6X4_2X1_PX303Fg006_6X4_4X2,0,17,2,1,2,1,"[[False, 4, 0], [False, 4, 0]]","[[500, 1099, 0, 50], [500, 1099, 0, 50]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_2X2_3,PX303Fg006_6X4_0X0_PX303Fg006_6X4_2X2,0,24,2,1,2,1,"[[False, 2, 0], [False, 2, 0]]","[[0, 654, 750, 50], [0, 654, 750, 50]]",[]
PX303Fg006_5X4_1X2_1_PX303Fg006_5X4_4X0_1,PX303Fg006_5X4_1X2_PX303Fg006_5X4_4X0,0,39,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[250, 1352, 250, 50], [250, 1352, 250, 50]]",[]
PX303Fg006_6X4_3X0_3_PX303Fg006_6X4_5X3_2,PX303Fg006_6X4_3X0_PX303Fg006_6X4_5X3,0,32,4,2,6,3,"[[False, 4, 0], [False, 4, 0], [False, 4, 3], [False, 4, 3]]","[[750, 1049, 500, 50], [750, 1049, 500, 50], [750, 1049, 500, 866], [750, 1049, 500, 866]]",[]
PX303Fg006_5X3_0X2_4_PX303Fg006_5X3_1X2_0,PX303Fg006_5X3_0X2_PX303Fg006_5X3_1X2,1,267,3,2,0,0,"[[False, 0, 0], [False, 2, 0], [False, 2, 0]]","[[1000, 50, 0, 50], [1000, 656, 0, 50], [1000, 656, 0, 50]]",[]
PX303Fg006_6X4_3X2_2_PX303Fg006_6X4_5X1_0,PX303Fg006_6X4_3X2_PX303Fg006_6X4_5X1,0,19,1,0,0,0,"[[False, 2, 0]]","[[500, 691, 0, 50]]",[]
PX303Fg006_5X3_3X1_4_PX303Fg006_5X3_4X2_3,PX303Fg006_5X3_3X1_PX303Fg006_5X3_4X2,0,31,2,1,2,1,"[[False, 6, 2], [False, 6, 2]]","[[1000, 1531, 750, 586], [1000, 1531, 750, 586]]",[]
PX303Fg006_6X4_3X0_1_PX303Fg006_6X4_4X1_0,PX303Fg006_6X4_3X0_PX303Fg006_6X4_4X1,0,36,2,1,2,1,"[[False, 4, 0], [False, 4, 0]]","[[250, 1049, 0, 50], [250, 1049, 0, 50]]",[]
PX303Fg006_6X4_2X2_2_PX303Fg006_6X4_4X1_1,PX303Fg006_6X4_2X2_PX303Fg006_6X4_4X1,0,19,3,1,4,2,"[[False, 5, 0], [False, 5, 0], [False, 5, 3]]","[[500, 1339, 250, 50], [500, 1339, 250, 50], [500, 1339, 250, 796]]",[]
PX303Fg006_5X3_2X1_2_PX303Fg006_5X3_3X0_0,PX303Fg006_5X3_2X1_PX303Fg006_5X3_3X0,0,31,4,3,2,1,"[[False, 0, 0], [False, 0, 0], [False, 3, 0], [False, 3, 0]]","[[500, 50, 0, 50], [500, 50, 0, 50], [500, 876, 0, 50], [500, 876, 0, 50]]",[]
PX303Fg006_5X4_1X3_0_PX303Fg006_5X4_2X3_0,PX303Fg006_5X4_1X3_PX303Fg006_5X4_2X3,1,118,11,10,20,10,"[[False, 6, 0], [False, 6, 0], [False, 6, 0], [False, 6, 0], [False, 6, 0], [False, 6, 0], [False, 6, 0], [False, 6, 0], [False, 6, 0], [False, 6, 0], [False, 6, 0]]","[[40, 1681, 40, 50], [40, 1681, 40, 50], [80, 1681, 80, 50], [80, 1681, 80, 50], [120, 1681, 120, 50], [120, 1681, 120, 50], [130, 1681, 130, 50], [130, 1681, 130, 50], [170, 1681, 170, 50], [170, 1681, 170, 50], [210, 1681, 210, 50]]",[]
PX303Fg006_4X4_1X0_3_PX303Fg006_4X4_2X0_2,PX303Fg006_4X4_1X0_PX303Fg006_4X4_2X0,1,127,4,3,2,1,"[[False, 0, 0], [False, 0, 0], [False, 4, 0], [False, 4, 0]]","[[750, 50, 500, 50], [750, 50, 500, 50], [750, 1230, 500, 50], [750, 1230, 500, 50]]",[]
PX303Fg006_6X3_0X2_2_PX303Fg006_6X3_1X0_2,PX303Fg006_6X3_0X2_PX303Fg006_6X3_1X0,0,53,4,3,2,1,"[[False, 0, 0], [False, 0, 0], [False, 2, 0], [False, 2, 0]]","[[500, 50, 500, 50], [500, 50, 500, 50], [500, 630, 500, 50], [500, 630, 500, 50]]",[]
PX303Fg006_5X4_1X2_2_PX303Fg006_5X4_2X0_3,PX303Fg006_5X4_1X2_PX303Fg006_5X4_2X0,0,17,2,1,2,1,"[[False, 5, 0], [False, 5, 0]]","[[500, 1352, 750, 50], [500, 1352, 750, 50]]",[]
PX303Fg006_6X3_0X2_4_PX303Fg006_6X3_4X2_2,PX303Fg006_6X3_0X2_PX303Fg006_6X3_4X2,0,40,2,1,0,0,"[[False, 0, 0], [False, 2, 0]]","[[1000, 50, 500, 50], [1000, 630, 500, 50]]",[]
PX303Fg006_5X3_0X2_2_PX303Fg006_5X3_4X0_3,PX303Fg006_5X3_0X2_PX303Fg006_5X3_4X0,0,128,4,2,4,2,"[[False, 0, 0], [False, 2, 0], [False, 2, 0], [False, 2, 3]]","[[500, 50, 750, 50], [500, 656, 750, 50], [500, 656, 750, 50], [500, 656, 750, 873]]",[]
