fragmentAndSide,fragment,fragmentTotal,fragmentVote,devideVoteByTotal,fragmentAndSideTotal,fragmentAndSideVote,devideSideVoteBySideTotal,fragmentAndSideTrendVote,devideSideTrendVoteBySideTotal,fragmentAndSideTrendVoteStrict,devideSideTrendVoteStrictBySideTotal,fragmentAndSideTrendVoteSync,devideSideTrendVoteSyncBySideTotal,firstFileName,firstCroppedWidth,firstOffsetX,firstOffsetY,firstHorizontalFlip,secondFileName,secondCroppedWidth,secondOffsetX,secondOffsetY,secondHorizontalFlip,origCoordinates,class,votesOverlapMax,divideOverlapMaxBySideTotal,votesOverlapHeight,votesSupportOverlapRect,divideSupportOverlapBySideTotal,divideSupportOverlapBySideVote,prediction,frontImageCombined,backImageCombined
P593Fg001_0_P593Fg002_0,P593Fg001_P593Fg002,3920,1604,0.409183673,1100,606,0.550909091,606,0.550909091,1,0.000909091,0,0,P593Fg001,2185,2136,1021,1,P593Fg002,1264,2550,1609,1,[],0,44,0.04,50,44,0.04,0.072607261,1,ux593_20190105/R=P593Fg001_0_P593Fg002_0.jpg,ux593_20190105/V=P593Fg001_0_P593Fg002_0.jpg
P593Fg002_1_P593Fg003_0,P593Fg002_P593Fg003,1840,759,0.4125,460,204,0.443478261,203,0.441304348,1,0.002173913,0,0,P593Fg002,1264,2550,1609,1,P593Fg003,1542,2531,1629,1,[],0,41,0.089130435,50,41,0.089130435,0.200980392,1,ux593_20190105/R=P593Fg002_1_P593Fg003_0.jpg,ux593_20190105/V=P593Fg002_1_P593Fg003_0.jpg
P593Fg001_0_P593Fg003_0,P593Fg001_P593Fg003,4508,1866,0.41393079,1265,576,0.455335968,576,0.455335968,2,0.001581028,0,0,P593Fg001,2185,2136,1021,1,P593Fg003,1542,2531,1629,1,[],0,39,0.03083004,150,39,0.03083004,0.067708333,1,ux593_20190105/R=P593Fg001_0_P593Fg003_0.jpg,ux593_20190105/V=P593Fg001_0_P593Fg003_0.jpg
P593Fg001_0_P593Fg016_0,P593Fg001_P593Fg016,3136,1163,0.370854592,880,501,0.569318182,501,0.569318182,1,0.001136364,0,0,P593Fg001,2185,2136,1021,1,P593Fg016,1044,2842,1766,1,[],0,37,0.042045455,100,49,0.055681818,0.097804391,1,ux593_20190105/R=P593Fg001_0_P593Fg016_0.jpg,ux593_20190105/V=P593Fg001_0_P593Fg016_0.jpg
P593Fg001_0_P593Fg015_0,P593Fg001_P593Fg015,3724,1096,0.294307197,1045,480,0.459330144,480,0.459330144,1,0.000956938,0,0,P593Fg001,2185,2136,1021,1,P593Fg015,1184,2802,1572,1,[],0,37,0.035406699,50,37,0.035406699,0.077083333,1,ux593_20190105/R=P593Fg001_0_P593Fg015_0.jpg,ux593_20190105/V=P593Fg001_0_P593Fg015_0.jpg
P593Fg001_1_P593Fg003_0,P593Fg001_P593Fg003,4508,1866,0.41393079,989,415,0.419615774,412,0.416582406,2,0.002022245,0,0,P593Fg001,2185,2136,1021,1,P593Fg003,1542,2531,1629,1,[],0,36,0.036400404,100,47,0.04752275,0.113253012,1,ux593_20190105/R=P593Fg001_1_P593Fg003_0.jpg,ux593_20190105/V=P593Fg001_1_P593Fg003_0.jpg
P593Fg002_1_P593Fg004_0,P593Fg002_P593Fg004,1040,589,0.566346154,260,160,0.615384615,160,0.615384615,1,0.003846154,0,0,P593Fg002,1264,2550,1609,1,P593Fg004,1399,2862,1709,1,[],0,36,0.138461538,150,36,0.138461538,0.225,1,ux593_20190105/R=P593Fg002_1_P593Fg004_0.jpg,ux593_20190105/V=P593Fg002_1_P593Fg004_0.jpg
P593Fg015_1_P593Fg016_0,P593Fg015_P593Fg016,1216,545,0.448190789,304,148,0.486842105,148,0.486842105,2,0.006578947,0,0,P593Fg015,1184,2802,1572,1,P593Fg016,1044,2842,1766,1,[],0,34,0.111842105,100,45,0.148026316,0.304054054,1,ux593_20190105/R=P593Fg015_1_P593Fg016_0.jpg,ux593_20190105/V=P593Fg015_1_P593Fg016_0.jpg
P593Fg015_0_P593Fg016_0,P593Fg015_P593Fg016,1216,545,0.448190789,304,195,0.641447368,195,0.641447368,1,0.003289474,0,0,P593Fg015,1184,2802,1572,1,P593Fg016,1044,2842,1766,1,[],0,34,0.111842105,150,34,0.111842105,0.174358974,1,ux593_20190105/R=P593Fg015_0_P593Fg016_0.jpg,ux593_20190105/V=P593Fg015_0_P593Fg016_0.jpg
P593Fg001_0_P593Fg002_1,P593Fg001_P593Fg002,3920,1604,0.409183673,1100,371,0.337272727,371,0.337272727,1,0.000909091,0,0,P593Fg001,2185,2136,1021,1,P593Fg002,1264,2550,1609,1,[],0,34,0.030909091,50,34,0.030909091,0.091644205,1,ux593_20190105/R=P593Fg001_0_P593Fg002_1.jpg,ux593_20190105/V=P593Fg001_0_P593Fg002_1.jpg
P593Fg002_0_P593Fg016_0,P593Fg002_P593Fg016,1280,490,0.3828125,320,167,0.521875,167,0.521875,1,0.003125,0,0,P593Fg002,1264,2550,1609,1,P593Fg016,1044,2842,1766,1,[],0,33,0.103125,100,43,0.134375,0.25748503,1,ux593_20190105/R=P593Fg002_0_P593Fg016_0.jpg,ux593_20190105/V=P593Fg002_0_P593Fg016_0.jpg
P593Fg002_1_P593Fg003_1,P593Fg002_P593Fg003,1840,759,0.4125,437,219,0.501144165,219,0.501144165,1,0.00228833,0,0,P593Fg002,1264,2550,1609,1,P593Fg003,1542,2531,1629,1,[],0,33,0.075514874,100,43,0.098398169,0.196347032,1,ux593_20190105/R=P593Fg002_1_P593Fg003_1.jpg,ux593_20190105/V=P593Fg002_1_P593Fg003_1.jpg
P593Fg001_1_P593Fg002_0,P593Fg001_P593Fg002,3920,1604,0.409183673,860,403,0.468604651,402,0.46744186,1,0.001162791,0,0,P593Fg001,2185,2136,1021,1,P593Fg002,1264,2550,1609,1,[],0,33,0.038372093,100,43,0.05,0.106699752,1,ux593_20190105/R=P593Fg001_1_P593Fg002_0.jpg,ux593_20190105/V=P593Fg001_1_P593Fg002_0.jpg
P593Fg002_1_P593Fg016_0,P593Fg002_P593Fg016,1280,490,0.3828125,320,155,0.484375,154,0.48125,1,0.003125,0,0,P593Fg002,1264,2550,1609,1,P593Fg016,1044,2842,1766,1,[],0,33,0.103125,50,33,0.103125,0.212903226,1,ux593_20190105/R=P593Fg002_1_P593Fg016_0.jpg,ux593_20190105/V=P593Fg002_1_P593Fg016_0.jpg
P593Fg001_1_P593Fg004_0,P593Fg001_P593Fg004,2548,1448,0.568288854,559,309,0.552772809,308,0.5509839,1,0.001788909,0,0,P593Fg001,2185,2136,1021,1,P593Fg004,1399,2862,1709,1,[],0,33,0.059033989,50,33,0.059033989,0.106796117,1,ux593_20190105/R=P593Fg001_1_P593Fg004_0.jpg,ux593_20190105/V=P593Fg001_1_P593Fg004_0.jpg
P593Fg001_0_P593Fg004_0,P593Fg001_P593Fg004,2548,1448,0.568288854,715,494,0.690909091,494,0.690909091,1,0.001398601,0,0,P593Fg001,2185,2136,1021,1,P593Fg004,1399,2862,1709,1,[],0,33,0.046153846,150,33,0.046153846,0.066801619,1,ux593_20190105/R=P593Fg001_0_P593Fg004_0.jpg,ux593_20190105/V=P593Fg001_0_P593Fg004_0.jpg
P593Fg001_1_P593Fg003_1,P593Fg001_P593Fg003,4508,1866,0.41393079,989,509,0.514661274,508,0.513650152,2,0.002022245,0,0,P593Fg001,2185,2136,1021,1,P593Fg003,1542,2531,1629,1,[],0,32,0.032355915,50,32,0.032355915,0.062868369,1,ux593_20190105/R=P593Fg001_1_P593Fg003_1.jpg,ux593_20190105/V=P593Fg001_1_P593Fg003_1.jpg
P593Fg001_1_P593Fg016_0,P593Fg001_P593Fg016,3136,1163,0.370854592,688,272,0.395348837,268,0.389534884,1,0.001453488,0,0,P593Fg001,2185,2136,1021,1,P593Fg016,1044,2842,1766,1,[],0,31,0.04505814,450,62,0.090116279,0.227941176,1,ux593_20190105/R=P593Fg001_1_P593Fg016_0.jpg,ux593_20190105/V=P593Fg001_1_P593Fg016_0.jpg
P593Fg002_0_P593Fg018_1,P593Fg002_P593Fg018,1040,387,0.372115385,260,131,0.503846154,131,0.503846154,2,0.007692308,0,0,P593Fg002,1264,2550,1609,1,P593Fg018,979,3152,1684,1,[],0,31,0.119230769,50,31,0.119230769,0.236641221,1,ux593_20190105/R=P593Fg002_0_P593Fg018_1.jpg,ux593_20190105/V=P593Fg002_0_P593Fg018_1.jpg
P593Fg001_0_P593Fg018_1,P593Fg001_P593Fg018,2548,970,0.380690738,715,398,0.556643357,398,0.556643357,1,0.001398601,0,0,P593Fg001,2185,2136,1021,1,P593Fg018,979,3152,1684,1,[],0,31,0.043356643,50,31,0.043356643,0.077889447,1,ux593_20190105/R=P593Fg001_0_P593Fg018_1.jpg,ux593_20190105/V=P593Fg001_0_P593Fg018_1.jpg
P593Fg001_1_P593Fg015_0,P593Fg001_P593Fg015,3724,1096,0.294307197,779,193,0.24775353,191,0.245186136,1,0.001283697,0,0,P593Fg001,2185,2136,1021,1,P593Fg015,1184,2802,1572,1,[],0,31,0.039794608,50,31,0.039794608,0.160621762,1,ux593_20190105/R=P593Fg001_1_P593Fg015_0.jpg,ux593_20190105/V=P593Fg001_1_P593Fg015_0.jpg
P593Fg001_1_P593Fg015_1,P593Fg001_P593Fg015,3724,1096,0.294307197,817,224,0.274173807,223,0.272949816,2,0.00244798,4,0.004895961,P593Fg001,2185,2136,1021,1,P593Fg015,1184,2802,1572,1,[],0,31,0.037943696,50,31,0.037943696,0.138392857,1,ux593_20190105/R=P593Fg001_1_P593Fg015_1.jpg,ux593_20190105/V=P593Fg001_1_P593Fg015_1.jpg
P593Fg016_1_P593Fg018_1,P593Fg016_P593Fg018,832,404,0.485576923,208,134,0.644230769,134,0.644230769,1,0.004807692,0,0,P593Fg016,1044,2842,1766,1,P593Fg018,979,3152,1684,1,[],0,30,0.144230769,200,30,0.144230769,0.223880597,1,ux593_20190105/R=P593Fg016_1_P593Fg018_1.jpg,ux593_20190105/V=P593Fg016_1_P593Fg018_1.jpg
P593Fg002_0_P593Fg017_1,P593Fg002_P593Fg017,1040,367,0.352884615,260,108,0.415384615,108,0.415384615,1,0.003846154,0,0,P593Fg002,1264,2550,1609,1,P593Fg017,912,3079,1875,1,[],0,30,0.115384615,50,30,0.115384615,0.277777778,1,ux593_20190105/R=P593Fg002_0_P593Fg017_1.jpg,ux593_20190105/V=P593Fg002_0_P593Fg017_1.jpg
P593Fg013_0_P593Fg015_0,P593Fg013_P593Fg015,1216,269,0.221217105,304,153,0.503289474,153,0.503289474,1,0.003289474,0,0,P593Fg013,1270,3200,1525,1,P593Fg015,1184,2802,1572,1,[],0,30,0.098684211,50,30,0.098684211,0.196078431,1,ux593_20190105/R=P593Fg013_0_P593Fg015_0.jpg,ux593_20190105/V=P593Fg013_0_P593Fg015_0.jpg
P593Fg015_0_P593Fg018_1,P593Fg015_P593Fg018,988,436,0.441295547,247,171,0.692307692,171,0.692307692,1,0.004048583,0,0,P593Fg015,1184,2802,1572,1,P593Fg018,979,3152,1684,1,[],0,29,0.117408907,50,29,0.117408907,0.169590643,1,ux593_20190105/R=P593Fg015_0_P593Fg018_1.jpg,ux593_20190105/V=P593Fg015_0_P593Fg018_1.jpg
P593Fg001_1_P593Fg002_1,P593Fg001_P593Fg002,3920,1604,0.409183673,860,224,0.260465116,223,0.259302326,1,0.001162791,0,0,P593Fg001,2185,2136,1021,1,P593Fg002,1264,2550,1609,1,[],0,29,0.03372093,50,29,0.03372093,0.129464286,1,ux593_20190105/R=P593Fg001_1_P593Fg002_1.jpg,ux593_20190105/V=P593Fg001_1_P593Fg002_1.jpg
P593Fg013_0_P593Fg017_1,P593Fg013_P593Fg017,832,369,0.443509615,208,114,0.548076923,114,0.548076923,1,0.004807692,0,0,P593Fg013,1270,3200,1525,1,P593Fg017,912,3079,1875,1,[],0,28,0.134615385,50,28,0.134615385,0.245614035,1,ux593_20190105/R=P593Fg013_0_P593Fg017_1.jpg,ux593_20190105/V=P593Fg013_0_P593Fg017_1.jpg
P593Fg015_0_P593Fg017_1,P593Fg015_P593Fg017,988,414,0.41902834,247,142,0.574898785,142,0.574898785,1,0.004048583,0,0,P593Fg015,1184,2802,1572,1,P593Fg017,912,3079,1875,1,[],0,28,0.113360324,200,28,0.113360324,0.197183099,1,ux593_20190105/R=P593Fg015_0_P593Fg017_1.jpg,ux593_20190105/V=P593Fg015_0_P593Fg017_1.jpg
P593Fg002_0_P593Fg015_0,P593Fg002_P593Fg015,1520,461,0.303289474,380,170,0.447368421,170,0.447368421,1,0.002631579,0,0,P593Fg002,1264,2550,1609,1,P593Fg015,1184,2802,1572,1,[],0,28,0.073684211,50,28,0.073684211,0.164705882,1,ux593_20190105/R=P593Fg002_0_P593Fg015_0.jpg,ux593_20190105/V=P593Fg002_0_P593Fg015_0.jpg
P593Fg002_0_P593Fg003_0,P593Fg002_P593Fg003,1840,759,0.4125,460,209,0.454347826,209,0.454347826,2,0.004347826,0,0,P593Fg002,1264,2550,1609,1,P593Fg003,1542,2531,1629,1,[],0,28,0.060869565,50,28,0.060869565,0.133971292,1,ux593_20190105/R=P593Fg002_0_P593Fg003_0.jpg,ux593_20190105/V=P593Fg002_0_P593Fg003_0.jpg
P593Fg002_1_P593Fg018_1,P593Fg002_P593Fg018,1040,387,0.372115385,260,107,0.411538462,107,0.411538462,1,0.003846154,0,0,P593Fg002,1264,2550,1609,1,P593Fg018,979,3152,1684,1,[],0,27,0.103846154,100,35,0.134615385,0.327102804,1,ux593_20190105/R=P593Fg002_1_P593Fg018_1.jpg,ux593_20190105/V=P593Fg002_1_P593Fg018_1.jpg
P593Fg013_0_P593Fg017_0,P593Fg013_P593Fg017,832,369,0.443509615,208,113,0.543269231,113,0.543269231,1,0.004807692,0,0,P593Fg013,1270,3200,1525,1,P593Fg017,912,3079,1875,1,[],0,27,0.129807692,50,27,0.129807692,0.238938053,1,ux593_20190105/R=P593Fg013_0_P593Fg017_0.jpg,ux593_20190105/V=P593Fg013_0_P593Fg017_0.jpg
P593Fg016_1_P593Fg017_1,P593Fg016_P593Fg017,832,390,0.46875,208,101,0.485576923,101,0.485576923,2,0.009615385,1,0.004807692,P593Fg016,1044,2842,1766,1,P593Fg017,912,3079,1875,1,[],0,27,0.129807692,50,27,0.129807692,0.267326733,1,ux593_20190105/R=P593Fg016_1_P593Fg017_1.jpg,ux593_20190105/V=P593Fg016_1_P593Fg017_1.jpg
P593Fg016_0_P593Fg018_1,P593Fg016_P593Fg018,832,404,0.485576923,208,115,0.552884615,114,0.548076923,1,0.004807692,0,0,P593Fg016,1044,2842,1766,1,P593Fg018,979,3152,1684,1,[],0,27,0.129807692,50,27,0.129807692,0.234782609,1,ux593_20190105/R=P593Fg016_0_P593Fg018_1.jpg,ux593_20190105/V=P593Fg016_0_P593Fg018_1.jpg
P593Fg013_0_P593Fg018_1,P593Fg013_P593Fg018,832,291,0.349759615,208,115,0.552884615,115,0.552884615,1,0.004807692,0,0,P593Fg013,1270,3200,1525,1,P593Fg018,979,3152,1684,1,[],0,27,0.129807692,50,27,0.129807692,0.234782609,1,ux593_20190105/R=P593Fg013_0_P593Fg018_1.jpg,ux593_20190105/V=P593Fg013_0_P593Fg018_1.jpg
P593Fg015_0_P593Fg017_0,P593Fg015_P593Fg017,988,414,0.41902834,247,152,0.615384615,152,0.615384615,1,0.004048583,0,0,P593Fg015,1184,2802,1572,1,P593Fg017,912,3079,1875,1,[],0,27,0.109311741,50,27,0.109311741,0.177631579,1,ux593_20190105/R=P593Fg015_0_P593Fg017_0.jpg,ux593_20190105/V=P593Fg015_0_P593Fg017_0.jpg
P593Fg002_1_P593Fg017_1,P593Fg002_P593Fg017,1040,367,0.352884615,260,80,0.307692308,80,0.307692308,1,0.003846154,0,0,P593Fg002,1264,2550,1609,1,P593Fg017,912,3079,1875,1,[],0,27,0.103846154,50,27,0.103846154,0.3375,1,ux593_20190105/R=P593Fg002_1_P593Fg017_1.jpg,ux593_20190105/V=P593Fg002_1_P593Fg017_1.jpg
P593Fg001_0_P593Fg003_1,P593Fg001_P593Fg003,4508,1866,0.41393079,1265,366,0.289328063,362,0.286166008,2,0.001581028,0,0,P593Fg001,2185,2136,1021,1,P593Fg003,1542,2531,1629,1,[],0,27,0.021343874,50,27,0.021343874,0.073770492,1,ux593_20190105/R=P593Fg001_0_P593Fg003_1.jpg,ux593_20190105/V=P593Fg001_0_P593Fg003_1.jpg
P593Fg002_0_P593Fg004_0,P593Fg002_P593Fg004,1040,589,0.566346154,260,169,0.65,169,0.65,1,0.003846154,0,0,P593Fg002,1264,2550,1609,1,P593Fg004,1399,2862,1709,1,[],0,26,0.1,100,34,0.130769231,0.201183432,1,ux593_20190105/R=P593Fg002_0_P593Fg004_0.jpg,ux593_20190105/V=P593Fg002_0_P593Fg004_0.jpg
P593Fg005_1_P593Fg016_0,P593Fg005_P593Fg016,480,216,0.45,144,82,0.569444444,82,0.569444444,1,0.006944444,0,0,P593Fg005,2099,2814,1994,1,P593Fg016,1044,2842,1766,1,[],0,26,0.180555556,50,26,0.180555556,0.317073171,1,ux593_20190105/R=P593Fg005_1_P593Fg016_0.jpg,ux593_20190105/V=P593Fg005_1_P593Fg016_0.jpg
P593Fg001_1_P593Fg018_1,P593Fg001_P593Fg018,2548,970,0.380690738,559,186,0.33273703,185,0.330948122,2,0.003577818,0,0,P593Fg001,2185,2136,1021,1,P593Fg018,979,3152,1684,1,[],0,26,0.046511628,150,26,0.046511628,0.139784946,1,ux593_20190105/R=P593Fg001_1_P593Fg018_1.jpg,ux593_20190105/V=P593Fg001_1_P593Fg018_1.jpg
P593Fg003_0_P593Fg018_1,P593Fg003_P593Fg018,1196,271,0.226588629,299,114,0.381270903,112,0.37458194,2,0.006688963,0,0,P593Fg003,1542,2531,1629,1,P593Fg018,979,3152,1684,1,[],0,25,0.08361204,100,33,0.110367893,0.289473684,1,ux593_20190105/R=P593Fg003_0_P593Fg018_1.jpg,ux593_20190105/V=P593Fg003_0_P593Fg018_1.jpg
P593Fg017_0_P593Fg018_1,P593Fg017_P593Fg018,676,302,0.446745562,169,101,0.597633136,101,0.597633136,1,0.00591716,0,0,P593Fg017,912,3079,1875,1,P593Fg018,979,3152,1684,1,[],0,25,0.147928994,100,32,0.189349112,0.316831683,1,ux593_20190105/R=P593Fg017_0_P593Fg018_1.jpg,ux593_20190105/V=P593Fg017_0_P593Fg018_1.jpg
P593Fg004_0_P593Fg016_0,P593Fg004_P593Fg016,832,253,0.304086538,208,87,0.418269231,87,0.418269231,1,0.004807692,0,0,P593Fg004,1399,2862,1709,1,P593Fg016,1044,2842,1766,1,[],0,25,0.120192308,100,32,0.153846154,0.367816092,1,ux593_20190105/R=P593Fg004_0_P593Fg016_0.jpg,ux593_20190105/V=P593Fg004_0_P593Fg016_0.jpg
P593Fg016_1_P593Fg017_0,P593Fg016_P593Fg017,832,390,0.46875,208,104,0.5,104,0.5,1,0.004807692,0,0,P593Fg016,1044,2842,1766,1,P593Fg017,912,3079,1875,1,[],0,25,0.120192308,100,32,0.153846154,0.307692308,1,ux593_20190105/R=P593Fg016_1_P593Fg017_0.jpg,ux593_20190105/V=P593Fg016_1_P593Fg017_0.jpg
P593Fg005_1_P593Fg017_1,P593Fg005_P593Fg017,390,194,0.497435897,117,56,0.478632479,56,0.478632479,1,0.008547009,0,0,P593Fg005,2099,2814,1994,1,P593Fg017,912,3079,1875,1,[],0,25,0.213675214,50,25,0.213675214,0.446428571,1,ux593_20190105/R=P593Fg005_1_P593Fg017_1.jpg,ux593_20190105/V=P593Fg005_1_P593Fg017_1.jpg
P593Fg017_1_P593Fg018_1,P593Fg017_P593Fg018,676,302,0.446745562,169,94,0.556213018,94,0.556213018,1,0.00591716,0,0,P593Fg017,912,3079,1875,1,P593Fg018,979,3152,1684,1,[],0,25,0.147928994,50,25,0.147928994,0.265957447,1,ux593_20190105/R=P593Fg017_1_P593Fg018_1.jpg,ux593_20190105/V=P593Fg017_1_P593Fg018_1.jpg
P593Fg013_0_P593Fg016_0,P593Fg013_P593Fg016,1024,275,0.268554688,256,118,0.4609375,118,0.4609375,1,0.00390625,0,0,P593Fg013,1270,3200,1525,1,P593Fg016,1044,2842,1766,1,[],0,25,0.09765625,50,25,0.09765625,0.211864407,1,ux593_20190105/R=P593Fg013_0_P593Fg016_0.jpg,ux593_20190105/V=P593Fg013_0_P593Fg016_0.jpg
P593Fg001_0_P593Fg004_1,P593Fg001_P593Fg004,2548,1448,0.568288854,715,366,0.511888112,366,0.511888112,1,0.001398601,0,0,P593Fg001,2185,2136,1021,1,P593Fg004,1399,2862,1709,1,[],0,25,0.034965035,50,25,0.034965035,0.068306011,1,ux593_20190105/R=P593Fg001_0_P593Fg004_1.jpg,ux593_20190105/V=P593Fg001_0_P593Fg004_1.jpg
P593Fg004_0_P593Fg018_1,P593Fg004_P593Fg018,676,219,0.323964497,169,79,0.467455621,78,0.461538462,1,0.00591716,0,0,P593Fg004,1399,2862,1709,1,P593Fg018,979,3152,1684,1,[],0,24,0.142011834,100,32,0.189349112,0.405063291,1,ux593_20190105/R=P593Fg004_0_P593Fg018_1.jpg,ux593_20190105/V=P593Fg004_0_P593Fg018_1.jpg
P593Fg002_0_P593Fg010_0,P593Fg002_P593Fg010,720,365,0.506944444,180,132,0.733333333,132,0.733333333,2,0.011111111,3,0.016666667,P593Fg002,1264,2550,1609,1,P593Fg010,1293,2911,1948,1,[],0,24,0.133333333,100,32,0.177777778,0.242424242,1,ux593_20190105/R=P593Fg002_0_P593Fg010_0.jpg,ux593_20190105/V=P593Fg002_0_P593Fg010_0.jpg
P593Fg001_1_P593Fg010_0,P593Fg001_P593Fg010,1764,836,0.473922902,387,242,0.625322997,241,0.622739018,1,0.002583979,0,0,P593Fg001,2185,2136,1021,1,P593Fg010,1293,2911,1948,1,[],0,24,0.062015504,100,32,0.082687339,0.132231405,1,ux593_20190105/R=P593Fg001_1_P593Fg010_0.jpg,ux593_20190105/V=P593Fg001_1_P593Fg010_0.jpg
P593Fg015_1_P593Fg018_1,P593Fg015_P593Fg018,988,436,0.441295547,247,93,0.376518219,93,0.376518219,1,0.004048583,0,0,P593Fg015,1184,2802,1572,1,P593Fg018,979,3152,1684,1,[],0,24,0.097165992,100,31,0.125506073,0.333333333,1,ux593_20190105/R=P593Fg015_1_P593Fg018_1.jpg,ux593_20190105/V=P593Fg015_1_P593Fg018_1.jpg
P593Fg011_0_P593Fg017_1,P593Fg011_P593Fg017,416,259,0.622596154,104,68,0.653846154,68,0.653846154,1,0.009615385,0,0,P593Fg011,1364,2824,1898,1,P593Fg017,912,3079,1875,1,[],0,24,0.230769231,50,24,0.230769231,0.352941176,1,ux593_20190105/R=P593Fg011_0_P593Fg017_1.jpg,ux593_20190105/V=P593Fg011_0_P593Fg017_1.jpg
P593Fg002_1_P593Fg015_0,P593Fg002_P593Fg015,1520,461,0.303289474,380,121,0.318421053,120,0.315789474,1,0.002631579,0,0,P593Fg002,1264,2550,1609,1,P593Fg015,1184,2802,1572,1,[],0,24,0.063157895,150,24,0.063157895,0.198347107,1,ux593_20190105/R=P593Fg002_1_P593Fg015_0.jpg,ux593_20190105/V=P593Fg002_1_P593Fg015_0.jpg
P593Fg001_1_P593Fg004_1,P593Fg001_P593Fg004,2548,1448,0.568288854,559,279,0.499105546,278,0.497316637,1,0.001788909,0,0,P593Fg001,2185,2136,1021,1,P593Fg004,1399,2862,1709,1,[],0,24,0.04293381,50,24,0.04293381,0.086021505,1,ux593_20190105/R=P593Fg001_1_P593Fg004_1.jpg,ux593_20190105/V=P593Fg001_1_P593Fg004_1.jpg
P593Fg001_0_P593Fg016_1,P593Fg001_P593Fg016,3136,1163,0.370854592,880,256,0.290909091,256,0.290909091,1,0.001136364,0,0,P593Fg001,2185,2136,1021,1,P593Fg016,1044,2842,1766,1,[],0,24,0.027272727,50,24,0.027272727,0.09375,1,ux593_20190105/R=P593Fg001_0_P593Fg016_1.jpg,ux593_20190105/V=P593Fg001_0_P593Fg016_1.jpg
P593Fg001_0_P593Fg010_0,P593Fg001_P593Fg010,1764,836,0.473922902,495,371,0.749494949,371,0.749494949,2,0.004040404,10,0.02020202,P593Fg001,2185,2136,1021,1,P593Fg010,1293,2911,1948,1,[],0,24,0.048484848,1750,0,0,0,1,ux593_20190105/R=P593Fg001_0_P593Fg010_0.jpg,ux593_20190105/V=P593Fg001_0_P593Fg010_0.jpg
P593Fg011_0_P593Fg016_0,P593Fg011_P593Fg016,512,296,0.578125,128,91,0.7109375,91,0.7109375,1,0.0078125,0,0,P593Fg011,1364,2824,1898,1,P593Fg016,1044,2842,1766,1,[],0,23,0.1796875,150,38,0.296875,0.417582418,1,ux593_20190105/R=P593Fg011_0_P593Fg016_0.jpg,ux593_20190105/V=P593Fg011_0_P593Fg016_0.jpg
P593Fg001_0_P593Fg017_1,P593Fg001_P593Fg017,2548,794,0.311616954,715,274,0.383216783,274,0.383216783,1,0.001398601,0,0,P593Fg001,2185,2136,1021,1,P593Fg017,912,3079,1875,1,[],0,23,0.032167832,100,30,0.041958042,0.109489051,1,ux593_20190105/R=P593Fg001_0_P593Fg017_1.jpg,ux593_20190105/V=P593Fg001_0_P593Fg017_1.jpg
P593Fg001_0_P593Fg017_0,P593Fg001_P593Fg017,2548,794,0.311616954,715,288,0.402797203,288,0.402797203,2,0.002797203,1,0.001398601,P593Fg001,2185,2136,1021,1,P593Fg017,912,3079,1875,1,[],0,23,0.032167832,100,30,0.041958042,0.104166667,1,ux593_20190105/R=P593Fg001_0_P593Fg017_0.jpg,ux593_20190105/V=P593Fg001_0_P593Fg017_0.jpg
P593Fg005_1_P593Fg018_1,P593Fg005_P593Fg018,390,186,0.476923077,117,72,0.615384615,72,0.615384615,1,0.008547009,0,0,P593Fg005,2099,2814,1994,1,P593Fg018,979,3152,1684,1,[],0,23,0.196581197,50,23,0.196581197,0.319444444,1,ux593_20190105/R=P593Fg005_1_P593Fg018_1.jpg,ux593_20190105/V=P593Fg005_1_P593Fg018_1.jpg
P593Fg011_1_P593Fg016_0,P593Fg011_P593Fg016,512,296,0.578125,128,94,0.734375,94,0.734375,1,0.0078125,0,0,P593Fg011,1364,2824,1898,1,P593Fg016,1044,2842,1766,1,[],0,23,0.1796875,250,23,0.1796875,0.244680851,1,ux593_20190105/R=P593Fg011_1_P593Fg016_0.jpg,ux593_20190105/V=P593Fg011_1_P593Fg016_0.jpg
P593Fg005_1_P593Fg015_0,P593Fg005_P593Fg015,570,203,0.356140351,171,87,0.50877193,87,0.50877193,1,0.005847953,0,0,P593Fg005,2099,2814,1994,1,P593Fg015,1184,2802,1572,1,[],0,23,0.134502924,50,23,0.134502924,0.264367816,1,ux593_20190105/R=P593Fg005_1_P593Fg015_0.jpg,ux593_20190105/V=P593Fg005_1_P593Fg015_0.jpg
P593Fg004_1_P593Fg016_0,P593Fg004_P593Fg016,832,253,0.304086538,208,80,0.384615385,80,0.384615385,1,0.004807692,0,0,P593Fg004,1399,2862,1709,1,P593Fg016,1044,2842,1766,1,[],0,23,0.110576923,150,23,0.110576923,0.2875,1,ux593_20190105/R=P593Fg004_1_P593Fg016_0.jpg,ux593_20190105/V=P593Fg004_1_P593Fg016_0.jpg
P593Fg003_0_P593Fg017_1,P593Fg003_P593Fg017,1170,224,0.191452991,286,99,0.346153846,99,0.346153846,1,0.003496503,0,0,P593Fg003,1542,2531,1629,1,P593Fg017,912,3079,1875,1,[],0,23,0.08041958,50,23,0.08041958,0.232323232,1,ux593_20190105/R=P593Fg003_0_P593Fg017_1.jpg,ux593_20190105/V=P593Fg003_0_P593Fg017_1.jpg
