fragmanetAndSide,fragment,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
PX303Fg006_6X3_4X0_4_PX303Fg006_6X3_5X0_1,PX303Fg006_6X3_4X0_PX303Fg006_6X3_5X0,43,2,0,0,0,"[[False, 4, 0], [False, 4, 2]]","[[1000, 1182, 250, 676], [1000, 1182, 250, 50]]",[]
PX303Fg006_5X4_0X3_0_PX303Fg006_5X4_1X0_1,PX303Fg006_5X4_0X3_PX303Fg006_5X4_1X0,35,2,1,0,0,"[[False, 5, 0], [False, 5, 0]]","[[130, 1439, 380, 50], [120, 1439, 370, 50]]",[]
PX303Fg006_5X3_1X1_2_PX303Fg006_5X3_3X2_1,PX303Fg006_5X3_1X1_PX303Fg006_5X3_3X2,10,1,0,0,0,"[[False, 4, 0]]","[[500, 1023, 250, 50]]",[]
PX303Fg006_6X4_3X0_3_PX303Fg006_6X4_5X1_2,PX303Fg006_6X4_3X0_PX303Fg006_6X4_5X1,25,1,0,0,0,"[[False, 2, 2]]","[[750, 749, 500, 601]]",[]
PX303Fg006_4X3_0X0_4_PX303Fg006_4X3_2X2_2,PX303Fg006_4X3_0X0_PX303Fg006_4X3_2X2,14,1,1,0,0,"[[False, 0, 0]]","[[1000, 50, 500, 50]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_4X1_2,PX303Fg006_6X4_0X0_PX303Fg006_6X4_4X1,20,1,0,0,0,"[[False, 2, 0]]","[[0, 655, 500, 50]]",[]
PX303Fg006_6X3_0X0_2_PX303Fg006_6X3_5X2_3,PX303Fg006_6X3_0X0_PX303Fg006_6X3_5X2,21,1,1,0,0,"[[False, 0, 0]]","[[500, 50, 750, 205]]",[]
PX303Fg006_5X3_0X2_4_PX303Fg006_5X3_4X1_2,PX303Fg006_5X3_0X2_PX303Fg006_5X3_4X1,18,2,0,0,0,"[[False, 5, 0], [False, 5, 3]]","[[1000, 1334, 500, 50], [1000, 1334, 500, 957]]",[]
PX303Fg006_4X4_0X3_1_PX303Fg006_4X4_1X1_3,PX303Fg006_4X4_0X3_PX303Fg006_4X4_1X1,14,1,1,0,0,"[[False, 0, 0]]","[[250, 50, 750, 50]]",[]
PX303Fg006_5X4_2X2_0_PX303Fg006_5X4_3X2_3,PX303Fg006_5X4_2X2_PX303Fg006_5X4_3X2,20,1,0,0,0,"[[False, 4, 0]]","[[0, 1169, 750, 50]]",[]
PX303Fg006_4X3_0X0_0_PX303Fg006_4X3_3X1_2,PX303Fg006_4X3_0X0_PX303Fg006_4X3_3X1,46,2,0,0,0,"[[False, 4, 0], [False, 4, 4]]","[[0, 1211, 500, 1146], [0, 1211, 500, 50]]",[]
PX303Fg006_4X3_0X1_2_PX303Fg006_4X3_2X0_3,PX303Fg006_4X3_0X1_PX303Fg006_4X3_2X0,25,2,1,0,0,"[[False, 0, 0], [False, 3, 0]]","[[500, 978, 750, 50], [500, 50, 750, 50]]",[]
PX303Fg006_6X3_0X0_1_PX303Fg006_6X3_4X1_0,PX303Fg006_6X3_0X0_PX303Fg006_6X3_4X1,12,1,0,0,0,"[[False, 2, 0]]","[[250, 737, 0, 50]]",[]
PX303Fg006_5X4_2X2_0_PX303Fg006_5X4_4X1_3,PX303Fg006_5X4_2X2_PX303Fg006_5X4_4X1,26,2,0,0,0,"[[False, 4, 0], [False, 4, 3]]","[[0, 1169, 750, 50], [0, 1169, 750, 925]]",[]
PX303Fg006_5X3_0X0_0_PX303Fg006_5X3_4X0_1,PX303Fg006_5X3_0X0_PX303Fg006_5X3_4X0,40,1,0,0,0,"[[False, 3, 3]]","[[0, 936, 250, 939]]",[]
PX303Fg006_4X3_0X2_3_PX303Fg006_4X3_2X2_2,PX303Fg006_4X3_0X2_PX303Fg006_4X3_2X2,11,1,0,0,0,"[[False, 4, 0]]","[[750, 1096, 500, 50]]",[]
PX303Fg006_5X4_0X2_3_PX303Fg006_5X4_4X3_2,PX303Fg006_5X4_0X2_PX303Fg006_5X4_4X3,5,2,0,0,0,"[[False, 5, 0], [False, 5, 4]]","[[750, 1377, 500, 50], [750, 1377, 500, 1208]]",[]
PX303Fg006_6X4_1X3_3_PX303Fg006_6X4_4X3_2,PX303Fg006_6X4_1X3_PX303Fg006_6X4_4X3,16,1,0,0,0,"[[False, 6, 0]]","[[750, 1512, 500, 50]]",[]
PX303Fg006_5X4_1X3_0_PX303Fg006_5X4_2X3_2,PX303Fg006_5X4_1X3_PX303Fg006_5X4_2X3,16,2,1,0,0,"[[False, 2, 0], [False, 2, 0]]","[[120, 530, 620, 50], [130, 530, 630, 50]]",[]
PX303Fg006_5X4_1X0_2_PX303Fg006_5X4_2X2_3,PX303Fg006_5X4_1X0_PX303Fg006_5X4_2X2,14,1,0,0,0,"[[False, 3, 0]]","[[500, 842, 750, 50]]",[]
PX303Fg006_6X4_1X0_2_PX303Fg006_6X4_2X2_1,PX303Fg006_6X4_1X0_PX303Fg006_6X4_2X2,15,2,1,0,0,"[[False, 4, 0], [False, 4, 0]]","[[500, 1093, 250, 50], [630, 1093, 380, 50]]",[]
PX303Fg006_6X4_1X3_1_PX303Fg006_6X4_4X2_0,PX303Fg006_6X4_1X3_PX303Fg006_6X4_4X2,12,1,0,0,0,"[[False, 6, 0]]","[[250, 1512, 0, 50]]",[]
PX303Fg006_6X4_2X1_2_PX303Fg006_6X4_5X0_2,PX303Fg006_6X4_2X1_PX303Fg006_6X4_5X0,17,2,0,0,0,"[[False, 2, 0], [False, 2, 2]]","[[500, 555, 500, 50], [500, 555, 500, 730]]",[]
PX303Fg006_5X4_1X3_3_PX303Fg006_5X4_2X0_3,PX303Fg006_5X4_1X3_PX303Fg006_5X4_2X0,35,1,0,0,0,"[[False, 2, 0]]","[[750, 530, 750, 50]]",[]
PX303Fg006_6X3_3X1_1_PX303Fg006_6X3_4X2_0,PX303Fg006_6X3_3X1_PX303Fg006_6X3_4X2,4,1,1,0,0,"[[False, 1, 0]]","[[250, 390, 0, 50]]",[]
PX303Fg006_5X3_2X0_4_PX303Fg006_5X3_3X2_1,PX303Fg006_5X3_2X0_PX303Fg006_5X3_3X2,58,1,0,0,0,"[[False, 3, 0]]","[[1000, 953, 250, 50]]",[]
PX303Fg006_4X3_1X0_2_PX303Fg006_4X3_3X1_4,PX303Fg006_4X3_1X0_PX303Fg006_4X3_3X1,59,2,0,0,0,"[[False, 5, 0], [False, 5, 4]]","[[500, 1319, 1000, 50], [500, 1319, 1000, 1146]]",[]
PX303Fg006_5X4_0X3_2_PX303Fg006_5X4_4X0_3,PX303Fg006_5X4_0X3_PX303Fg006_5X4_4X0,19,2,0,0,0,"[[False, 5, 0], [False, 5, 3]]","[[500, 1439, 750, 50], [500, 1439, 750, 831]]",[]
PX303Fg006_6X4_2X1_0_PX303Fg006_6X4_5X2_3,PX303Fg006_6X4_2X1_PX303Fg006_6X4_5X2,12,1,0,0,0,"[[False, 2, 0]]","[[0, 555, 750, 50]]",[]
PX303Fg006_6X4_2X3_1_PX303Fg006_6X4_3X1_1,PX303Fg006_6X4_2X3_PX303Fg006_6X4_3X1,13,3,3,0,0,"[[False, 1, 0], [False, 1, 0], [False, 1, 0]]","[[370, 425, 370, 50], [380, 425, 380, 50], [250, 425, 250, 50]]",[]
PX303Fg006_4X4_2X1_2_PX303Fg006_4X4_3X3_2,PX303Fg006_4X4_2X1_PX303Fg006_4X4_3X3,31,2,1,0,0,"[[False, 4, 0], [False, 4, 0]]","[[620, 1155, 620, 50], [630, 1155, 630, 50]]",[]
PX303Fg006_6X4_2X2_2_PX303Fg006_6X4_3X1_3,PX303Fg006_6X4_2X2_PX303Fg006_6X4_3X1,10,1,1,0,0,"[[False, 1, 0]]","[[500, 415, 750, 50]]",[]
PX303Fg006_5X4_0X0_2_PX303Fg006_5X4_4X3_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X3,20,1,0,0,0,"[[False, 4, 4]]","[[500, 1089, 0, 1208]]",[]
PX303Fg006_4X3_1X0_2_PX303Fg006_4X3_2X0_0,PX303Fg006_4X3_1X0_PX303Fg006_4X3_2X0,54,3,2,0,0,"[[False, 5, 0], [False, 5, 0], [False, 5, 0]]","[[620, 1319, 120, 50], [630, 1319, 130, 50], [500, 1319, 0, 50]]",[]
PX303Fg006_4X3_0X1_2_PX303Fg006_4X3_3X1_4,PX303Fg006_4X3_0X1_PX303Fg006_4X3_3X1,32,1,0,0,0,"[[False, 3, 4]]","[[500, 978, 1000, 1146]]",[]
PX303Fg006_6X3_1X0_0_PX303Fg006_6X3_3X0_0,PX303Fg006_6X3_1X0_PX303Fg006_6X3_3X0,12,2,0,0,0,"[[False, 3, 0], [False, 3, 2]]","[[0, 919, 0, 601], [0, 919, 0, 50]]",[]
PX303Fg006_5X4_2X2_3_PX303Fg006_5X4_3X3_2,PX303Fg006_5X4_2X2_PX303Fg006_5X4_3X3,23,2,1,0,0,"[[False, 0, 0], [False, 4, 0]]","[[750, 1169, 500, 50], [750, 50, 500, 50]]",[]
PX303Fg006_6X4_1X3_0_PX303Fg006_6X4_3X0_2,PX303Fg006_6X4_1X3_PX303Fg006_6X4_3X0,12,1,0,0,0,"[[False, 6, 0]]","[[0, 1512, 500, 50]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_1X2_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_1X2,22,2,1,1,0,"[[False, 4, 0], [False, 4, 1]]","[[250, 1089, 0, 50], [250, 1089, 0, 495]]",[]
PX303Fg006_6X3_4X0_2_PX303Fg006_6X3_5X0_4,PX303Fg006_6X3_4X0_PX303Fg006_6X3_5X0,43,2,0,0,0,"[[False, 4, 0], [False, 4, 2]]","[[500, 1182, 1000, 676], [500, 1182, 1000, 50]]",[]
PX303Fg006_5X4_1X0_3_PX303Fg006_5X4_2X0_2,PX303Fg006_5X4_1X0_PX303Fg006_5X4_2X0,35,1,0,0,0,"[[False, 3, 0]]","[[750, 842, 500, 50]]",[]
PX303Fg006_4X3_2X2_2_PX303Fg006_4X3_3X1_3,PX303Fg006_4X3_2X2_PX303Fg006_4X3_3X1,37,2,0,0,0,"[[False, 5, 0], [False, 5, 4]]","[[500, 1268, 750, 1146], [500, 1268, 750, 50]]",[]
PX303Fg006_4X3_0X0_2_PX303Fg006_4X3_1X0_3,PX303Fg006_4X3_0X0_PX303Fg006_4X3_1X0,55,4,3,0,0,"[[False, 0, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0]]","[[620, 1211, 870, 50], [630, 1211, 880, 50], [500, 1211, 750, 50], [500, 50, 750, 50]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_2X0_0,PX303Fg006_6X4_0X0_PX303Fg006_6X4_2X0,23,1,0,0,0,"[[False, 2, 0]]","[[0, 655, 0, 50]]",[]
PX303Fg006_4X4_0X1_2_PX303Fg006_4X4_1X1_1,PX303Fg006_4X4_0X1_PX303Fg006_4X4_1X1,21,1,0,0,0,"[[False, 3, 0]]","[[500, 934, 250, 50]]",[]
PX303Fg006_6X4_3X0_1_PX303Fg006_6X4_4X2_0,PX303Fg006_6X4_3X0_PX303Fg006_6X4_4X2,21,1,0,0,0,"[[False, 2, 0]]","[[250, 749, 0, 50]]",[]
PX303Fg006_6X4_0X0_1_PX303Fg006_6X4_1X1_1,PX303Fg006_6X4_0X0_PX303Fg006_6X4_1X1,19,2,1,0,0,"[[False, 0, 0], [False, 2, 0]]","[[250, 50, 250, 50], [250, 655, 250, 50]]",[]
PX303Fg006_5X4_0X0_3_PX303Fg006_5X4_4X2_1,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X2,28,3,1,0,0,"[[False, 0, 0], [False, 4, 0], [False, 4, 4]]","[[750, 1089, 250, 50], [750, 1089, 250, 1023], [750, 50, 250, 50]]",[]
PX303Fg006_5X4_1X1_2_PX303Fg006_5X4_3X2_1,PX303Fg006_5X4_1X1_PX303Fg006_5X4_3X2,9,1,0,0,0,"[[False, 2, 0]]","[[500, 696, 250, 50]]",[]
PX303Fg006_4X3_1X0_1_PX303Fg006_4X3_3X1_4,PX303Fg006_4X3_1X0_PX303Fg006_4X3_3X1,59,2,0,0,0,"[[False, 5, 0], [False, 5, 4]]","[[250, 1319, 1000, 1146], [250, 1319, 1000, 50]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_1X1_1,PX303Fg006_5X4_0X0_PX303Fg006_5X4_1X1,38,4,3,0,0,"[[False, 0, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0]]","[[370, 1089, 370, 50], [380, 1089, 380, 50], [250, 50, 250, 50], [250, 1089, 250, 50]]",[]
PX303Fg006_6X3_0X0_4_PX303Fg006_6X3_1X0_4,PX303Fg006_6X3_0X0_PX303Fg006_6X3_1X0,27,1,1,0,0,"[[False, 0, 0]]","[[1000, 50, 1000, 50]]",[]
PX303Fg006_6X4_0X1_0_PX303Fg006_6X4_2X1_2,PX303Fg006_6X4_0X1_PX303Fg006_6X4_2X1,12,2,2,1,0,"[[False, 0, 0], [False, 1, 0]]","[[0, 50, 500, 50], [0, 440, 500, 50]]",[]
PX303Fg006_5X4_0X2_2_PX303Fg006_5X4_1X1_0,PX303Fg006_5X4_0X2_PX303Fg006_5X4_1X1,11,2,1,0,0,"[[False, 5, 0], [False, 5, 0]]","[[630, 1377, 130, 50], [620, 1377, 120, 50]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_4X3_3,PX303Fg006_6X4_0X0_PX303Fg006_6X4_4X3,27,1,0,0,0,"[[False, 2, 0]]","[[0, 655, 750, 50]]",[]
PX303Fg006_6X4_0X0_3_PX303Fg006_6X4_3X2_1,PX303Fg006_6X4_0X0_PX303Fg006_6X4_3X2,11,1,0,0,0,"[[False, 2, 4]]","[[750, 655, 250, 1165]]",[]
PX303Fg006_6X4_0X0_2_PX303Fg006_6X4_1X2_2,PX303Fg006_6X4_0X0_PX303Fg006_6X4_1X2,18,4,3,0,0,"[[False, 0, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0]]","[[630, 655, 630, 50], [500, 50, 500, 50], [620, 655, 620, 50], [500, 655, 500, 50]]",[]
PX303Fg006_5X4_1X3_0_PX303Fg006_5X4_2X2_3,PX303Fg006_5X4_1X3_PX303Fg006_5X4_2X2,17,1,0,0,0,"[[False, 2, 0]]","[[0, 530, 750, 50]]",[]
PX303Fg006_5X3_2X0_3_PX303Fg006_5X3_4X1_4,PX303Fg006_5X3_2X0_PX303Fg006_5X3_4X1,38,1,0,0,0,"[[False, 3, 3]]","[[750, 953, 1000, 957]]",[]
PX303Fg006_4X3_1X1_1_PX303Fg006_4X3_3X2_2,PX303Fg006_4X3_1X1_PX303Fg006_4X3_3X2,8,1,0,0,0,"[[False, 6, 5]]","[[250, 1671, 500, 1446]]",[]
PX303Fg006_6X4_2X3_2_PX303Fg006_6X4_4X3_1,PX303Fg006_6X4_2X3_PX303Fg006_6X4_4X3,11,1,1,0,0,"[[False, 1, 0]]","[[500, 425, 250, 50]]",[]
PX303Fg006_4X3_1X0_0_PX303Fg006_4X3_2X0_0,PX303Fg006_4X3_1X0_PX303Fg006_4X3_2X0,54,3,2,0,0,"[[False, 5, 0], [False, 5, 0], [False, 5, 0]]","[[0, 1319, 0, 50], [130, 1319, 130, 50], [120, 1319, 120, 50]]",[]
PX303Fg006_6X3_0X2_4_PX303Fg006_6X3_3X2_2,PX303Fg006_6X3_0X2_PX303Fg006_6X3_3X2,21,1,0,0,0,"[[False, 2, 0]]","[[1000, 650, 500, 50]]",[]
PX303Fg006_6X3_0X0_4_PX303Fg006_6X3_3X0_0,PX303Fg006_6X3_0X0_PX303Fg006_6X3_3X0,16,1,1,0,0,"[[False, 0, 0]]","[[1000, 50, 0, 50]]",[]
PX303Fg006_6X4_3X3_0_PX303Fg006_6X4_4X0_2,PX303Fg006_6X4_3X3_PX303Fg006_6X4_4X0,3,1,0,0,0,"[[False, 4, 0]]","[[0, 1180, 500, 50]]",[]
PX303Fg006_6X4_2X0_2_PX303Fg006_6X4_4X2_0,PX303Fg006_6X4_2X0_PX303Fg006_6X4_4X2,6,1,0,0,0,"[[False, 3, 0]]","[[500, 894, 0, 50]]",[]
PX303Fg006_5X4_1X2_3_PX303Fg006_5X4_2X0_1,PX303Fg006_5X4_1X2_PX303Fg006_5X4_2X0,41,2,2,1,0,"[[False, 0, 0], [False, 1, 0]]","[[750, 495, 250, 50], [750, 50, 250, 50]]",[]
PX303Fg006_6X4_0X3_1_PX303Fg006_6X4_1X2_2,PX303Fg006_6X4_0X3_PX303Fg006_6X4_1X2,17,3,3,0,0,"[[False, 0, 0], [False, 0, 0], [False, 0, 0]]","[[370, 184, 620, 50], [380, 184, 630, 50], [250, 184, 500, 50]]",[]
PX303Fg006_4X4_1X1_3_PX303Fg006_4X4_3X0_1,PX303Fg006_4X4_1X1_PX303Fg006_4X4_3X0,11,1,0,0,0,"[[False, 7, 0]]","[[750, 1863, 250, 50]]",[]
PX303Fg006_6X4_1X3_1_PX303Fg006_6X4_5X0_1,PX303Fg006_6X4_1X3_PX303Fg006_6X4_5X0,20,1,0,0,0,"[[False, 6, 0]]","[[250, 1512, 250, 50]]",[]
PX303Fg006_5X4_1X2_2_PX303Fg006_5X4_2X0_2,PX303Fg006_5X4_1X2_PX303Fg006_5X4_2X0,41,4,4,1,0,"[[False, 0, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0]]","[[620, 495, 620, 50], [630, 495, 630, 50], [500, 495, 500, 50], [500, 50, 500, 50]]",[]
PX303Fg006_4X4_0X2_3_PX303Fg006_4X4_3X2_0,PX303Fg006_4X4_0X2_PX303Fg006_4X4_3X2,5,1,0,0,0,"[[False, 3, 0]]","[[750, 872, 0, 50]]",[]
PX303Fg006_5X4_1X1_2_PX303Fg006_5X4_2X0_0,PX303Fg006_5X4_1X1_PX303Fg006_5X4_2X0,21,1,0,0,0,"[[False, 2, 0]]","[[500, 696, 0, 50]]",[]
PX303Fg006_6X4_0X3_2_PX303Fg006_6X4_4X3_2,PX303Fg006_6X4_0X3_PX303Fg006_6X4_4X3,22,2,2,0,0,"[[False, 0, 0], [False, 0, 0]]","[[500, 50, 500, 50], [500, 184, 500, 50]]",[]
PX303Fg006_6X4_0X1_0_PX303Fg006_6X4_1X2_2,PX303Fg006_6X4_0X1_PX303Fg006_6X4_1X2,15,4,4,1,0,"[[False, 0, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0]]","[[120, 440, 620, 50], [0, 440, 500, 50], [0, 50, 500, 50], [130, 440, 630, 50]]",[]
PX303Fg006_5X4_2X0_3_PX303Fg006_5X4_4X3_2,PX303Fg006_5X4_2X0_PX303Fg006_5X4_4X3,16,1,0,0,0,"[[False, 3, 0]]","[[750, 928, 500, 50]]",[]
PX303Fg006_4X3_0X1_3_PX303Fg006_4X3_3X0_2,PX303Fg006_4X3_0X1_PX303Fg006_4X3_3X0,39,1,0,0,0,"[[False, 3, 0]]","[[750, 978, 500, 50]]",[]
PX303Fg006_4X4_2X3_1_PX303Fg006_4X4_3X3_1,PX303Fg006_4X4_2X3_PX303Fg006_4X4_3X3,40,2,1,0,0,"[[False, 2, 0], [False, 2, 0]]","[[380, 644, 380, 50], [370, 644, 370, 50]]",[]
PX303Fg006_6X4_0X3_3_PX303Fg006_6X4_2X1_0,PX303Fg006_6X4_0X3_PX303Fg006_6X4_2X1,13,1,0,0,0,"[[False, 0, 2]]","[[750, 184, 0, 555]]",[]
PX303Fg006_4X3_1X2_0_PX303Fg006_4X3_3X0_1,PX303Fg006_4X3_1X2_PX303Fg006_4X3_3X0,14,2,1,0,0,"[[False, 0, 0], [False, 6, 0]]","[[0, 50, 250, 50], [0, 1559, 250, 50]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_3X3_0,PX303Fg006_5X4_0X3_PX303Fg006_5X4_3X3,19,1,0,0,0,"[[False, 5, 0]]","[[250, 1439, 0, 50]]",[]
PX303Fg006_5X3_0X2_4_PX303Fg006_5X3_4X2_0,PX303Fg006_5X3_0X2_PX303Fg006_5X3_4X2,21,2,0,0,0,"[[False, 5, 0], [False, 5, 2]]","[[1000, 1334, 0, 50], [1000, 1334, 0, 690]]",[]
PX303Fg006_5X4_0X1_2_PX303Fg006_5X4_1X1_0,PX303Fg006_5X4_0X1_PX303Fg006_5X4_1X1,19,4,2,0,0,"[[False, 5, 0], [False, 5, 0], [False, 5, 0], [False, 5, 2]]","[[630, 1283, 130, 50], [500, 1283, 0, 696], [500, 1283, 0, 50], [620, 1283, 120, 50]]",[]
PX303Fg006_6X4_0X0_1_PX303Fg006_6X4_5X0_2,PX303Fg006_6X4_0X0_PX303Fg006_6X4_5X0,32,3,1,0,0,"[[False, 0, 0], [False, 2, 0], [False, 2, 2]]","[[250, 50, 500, 50], [250, 655, 500, 730], [250, 655, 500, 50]]",[]
PX303Fg006_6X3_4X1_4_PX303Fg006_6X3_5X1_0,PX303Fg006_6X3_4X1_PX303Fg006_6X3_5X1,5,2,0,0,0,"[[False, 6, 0], [False, 6, 2]]","[[1000, 1616, 0, 50], [1000, 1616, 0, 646]]",[]
PX303Fg006_5X3_1X2_0_PX303Fg006_5X3_4X2_1,PX303Fg006_5X3_1X2_PX303Fg006_5X3_4X2,4,1,0,0,0,"[[False, 2, 2]]","[[0, 698, 250, 690]]",[]
PX303Fg006_5X3_1X0_0_PX303Fg006_5X3_2X0_4,PX303Fg006_5X3_1X0_PX303Fg006_5X3_2X0,51,2,1,0,0,"[[False, 0, 0], [False, 3, 0]]","[[0, 50, 1000, 50], [0, 920, 1000, 50]]",[]
PX303Fg006_6X4_0X0_3_PX303Fg006_6X4_2X3_3,PX303Fg006_6X4_0X0_PX303Fg006_6X4_2X3,32,2,1,0,0,"[[False, 0, 0], [False, 2, 0]]","[[750, 655, 750, 50], [750, 50, 750, 50]]",[]
PX303Fg006_5X3_1X0_3_PX303Fg006_5X3_4X2_0,PX303Fg006_5X3_1X0_PX303Fg006_5X3_4X2,36,2,0,0,0,"[[False, 3, 0], [False, 3, 2]]","[[750, 920, 0, 690], [750, 920, 0, 50]]",[]
PX303Fg006_6X4_0X3_0_PX303Fg006_6X4_5X2_3,PX303Fg006_6X4_0X3_PX303Fg006_6X4_5X2,14,1,1,0,0,"[[False, 0, 0]]","[[0, 184, 750, 50]]",[]
PX303Fg006_5X4_0X3_0_PX303Fg006_5X4_3X3_2,PX303Fg006_5X4_0X3_PX303Fg006_5X4_3X3,19,1,0,0,0,"[[False, 5, 0]]","[[0, 1439, 500, 50]]",[]
PX303Fg006_5X3_0X1_1_PX303Fg006_5X3_1X0_1,PX303Fg006_5X3_0X1_PX303Fg006_5X3_1X0,29,3,2,0,0,"[[False, 4, 0], [False, 4, 0], [False, 4, 0]]","[[370, 1049, 370, 50], [250, 1049, 250, 50], [380, 1049, 380, 50]]",[]
PX303Fg006_5X4_1X3_2_PX303Fg006_5X4_3X2_2,PX303Fg006_5X4_1X3_PX303Fg006_5X4_3X2,12,1,0,0,0,"[[False, 2, 0]]","[[500, 530, 500, 50]]",[]
PX303Fg006_6X3_4X1_5_PX303Fg006_6X3_5X2_2,PX303Fg006_6X3_4X1_PX303Fg006_6X3_5X2,14,1,0,0,0,"[[False, 6, 0]]","[[1250, 1616, 500, 205]]",[]
PX303Fg006_5X4_0X0_2_PX303Fg006_5X4_4X3_3,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X3,20,3,1,0,0,"[[False, 0, 0], [False, 4, 0], [False, 4, 4]]","[[500, 1089, 750, 1208], [500, 50, 750, 50], [500, 1089, 750, 50]]",[]
PX303Fg006_6X3_2X2_4_PX303Fg006_6X3_4X1_0,PX303Fg006_6X3_2X2_PX303Fg006_6X3_4X1,6,1,0,0,0,"[[False, 6, 0]]","[[1000, 1542, 0, 50]]",[]
PX303Fg006_5X4_2X0_0_PX303Fg006_5X4_4X0_3,PX303Fg006_5X4_2X0_PX303Fg006_5X4_4X0,23,2,0,0,0,"[[False, 3, 0], [False, 3, 3]]","[[0, 928, 750, 831], [0, 928, 750, 50]]",[]
PX303Fg006_6X3_1X0_3_PX303Fg006_6X3_5X0_2,PX303Fg006_6X3_1X0_PX303Fg006_6X3_5X0,27,3,1,0,0,"[[False, 0, 0], [False, 3, 0], [False, 3, 2]]","[[750, 50, 500, 50], [750, 919, 500, 50], [750, 919, 500, 676]]",[]
PX303Fg006_6X4_2X1_0_PX303Fg006_6X4_4X2_0,PX303Fg006_6X4_2X1_PX303Fg006_6X4_4X2,9,1,0,0,0,"[[False, 2, 0]]","[[0, 555, 0, 50]]",[]
PX303Fg006_6X4_0X0_2_PX303Fg006_6X4_5X2_2,PX303Fg006_6X4_0X0_PX303Fg006_6X4_5X2,22,1,0,0,0,"[[False, 2, 0]]","[[500, 655, 500, 50]]",[]
PX303Fg006_4X4_0X2_3_PX303Fg006_4X4_3X1_3,PX303Fg006_4X4_0X2_PX303Fg006_4X4_3X1,10,1,0,0,0,"[[False, 3, 0]]","[[750, 872, 750, 50]]",[]
PX303Fg006_6X4_1X3_3_PX303Fg006_6X4_2X2_2,PX303Fg006_6X4_1X3_PX303Fg006_6X4_2X2,24,1,0,0,0,"[[False, 6, 0]]","[[750, 1512, 500, 50]]",[]
PX303Fg006_6X3_1X0_1_PX303Fg006_6X3_5X2_1,PX303Fg006_6X3_1X0_PX303Fg006_6X3_5X2,23,2,1,0,0,"[[False, 3, 0], [False, 3, 0]]","[[250, 919, 250, 50], [250, 919, 250, 205]]",[]
PX303Fg006_6X3_0X1_2_PX303Fg006_6X3_5X2_1,PX303Fg006_6X3_0X1_PX303Fg006_6X3_5X2,8,3,2,0,0,"[[False, 0, 0], [False, 2, 0], [False, 2, 0]]","[[500, 50, 250, 50], [500, 626, 250, 205], [500, 626, 250, 50]]",[]
PX303Fg006_4X3_0X2_3_PX303Fg006_4X3_1X1_1,PX303Fg006_4X3_0X2_PX303Fg006_4X3_1X1,32,3,2,0,0,"[[False, 4, 0], [False, 4, 0], [False, 4, 0]]","[[870, 1096, 370, 50], [750, 1096, 250, 50], [880, 1096, 380, 50]]",[]
PX303Fg006_5X4_0X3_0_PX303Fg006_5X4_1X0_0,PX303Fg006_5X4_0X3_PX303Fg006_5X4_1X0,35,1,0,0,0,"[[False, 5, 0]]","[[130, 1439, 130, 50]]",[]
PX303Fg006_5X4_2X3_2_PX303Fg006_5X4_3X0_0,PX303Fg006_5X4_2X3_PX303Fg006_5X4_3X0,22,2,1,0,0,"[[False, 5, 0], [False, 5, 0]]","[[620, 1280, 120, 50], [630, 1280, 130, 50]]",[]
PX303Fg006_6X4_0X1_1_PX303Fg006_6X4_3X2_2,PX303Fg006_6X4_0X1_PX303Fg006_6X4_3X2,9,2,1,0,0,"[[False, 1, 0], [False, 1, 4]]","[[250, 440, 500, 1165], [250, 440, 500, 50]]",[]
PX303Fg006_5X4_2X3_2_PX303Fg006_5X4_3X3_1,PX303Fg006_5X4_2X3_PX303Fg006_5X4_3X3,21,3,2,0,0,"[[False, 5, 0], [False, 5, 0], [False, 5, 0]]","[[620, 1280, 370, 50], [500, 1280, 250, 50], [630, 1280, 380, 50]]",[]
PX303Fg006_6X4_0X0_2_PX303Fg006_6X4_3X1_2,PX303Fg006_6X4_0X0_PX303Fg006_6X4_3X1,16,2,1,0,0,"[[False, 0, 0], [False, 2, 0]]","[[500, 50, 500, 50], [500, 655, 500, 50]]",[]
PX303Fg006_6X4_0X1_1_PX303Fg006_6X4_3X0_0,PX303Fg006_6X4_0X1_PX303Fg006_6X4_3X0,15,1,1,0,0,"[[False, 1, 0]]","[[250, 440, 0, 50]]",[]
