fragmanetAndSide,fragment,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
PX303Fg006_6X4_2X1_1_PX303Fg006_6X4_4X3_0,PX303Fg006_6X4_2X1_PX303Fg006_6X4_4X3,12,1,0,0,0,"[[False, 2, 0]]","[[250, 555, 0, 50]]",[]
PX303Fg006_4X4_1X0_2_PX303Fg006_4X4_2X0_0,PX303Fg006_4X4_1X0_PX303Fg006_4X4_2X0,6,3,2,0,0,"[[False, 6, 0], [False, 6, 0], [False, 6, 0]]","[[630, 1705, 130, 50], [620, 1705, 120, 50], [500, 1705, 0, 50]]",[]
PX303Fg006_6X4_1X1_2_PX303Fg006_6X4_3X0_1,PX303Fg006_6X4_1X1_PX303Fg006_6X4_3X0,5,1,0,0,0,"[[False, 5, 0]]","[[500, 1347, 250, 50]]",[]
PX303Fg006_6X4_4X2_0_PX303Fg006_6X4_5X3_3,PX303Fg006_6X4_4X2_PX303Fg006_6X4_5X3,20,1,0,0,0,"[[False, 2, 2]]","[[0, 703, 750, 517]]",[]
PX303Fg006_5X3_1X0_3_PX303Fg006_5X3_2X1_2,PX303Fg006_5X3_1X0_PX303Fg006_5X3_2X1,26,1,0,0,0,"[[False, 3, 0]]","[[750, 920, 500, 50]]",[]
PX303Fg006_6X3_4X1_4_PX303Fg006_6X3_5X2_4,PX303Fg006_6X3_4X1_PX303Fg006_6X3_5X2,14,1,0,0,0,"[[False, 6, 0]]","[[1000, 1616, 1000, 205]]",[]
PX303Fg006_6X3_2X1_1_PX303Fg006_6X3_4X1_5,PX303Fg006_6X3_2X1_PX303Fg006_6X3_4X1,10,2,0,0,0,"[[False, 5, 0], [False, 5, 6]]","[[250, 1343, 1250, 1616], [250, 1343, 1250, 50]]",[]
PX303Fg006_6X4_0X2_3_PX303Fg006_6X4_1X3_3,PX303Fg006_6X4_0X2_PX303Fg006_6X4_1X3,10,1,1,0,0,"[[False, 1, 0]]","[[750, 410, 750, 50]]",[]
PX303Fg006_5X3_1X1_3_PX303Fg006_5X3_2X1_1,PX303Fg006_5X3_1X1_PX303Fg006_5X3_2X1,9,1,0,0,0,"[[False, 4, 0]]","[[750, 1023, 250, 50]]",[]
PX303Fg006_6X3_1X0_0_PX303Fg006_6X3_2X1_3,PX303Fg006_6X3_1X0_PX303Fg006_6X3_2X1,27,1,0,0,0,"[[False, 3, 0]]","[[0, 919, 750, 50]]",[]
PX303Fg006_5X4_0X1_2_PX303Fg006_5X4_4X3_3,PX303Fg006_5X4_0X1_PX303Fg006_5X4_4X3,10,2,0,0,0,"[[False, 5, 0], [False, 5, 4]]","[[500, 1283, 750, 50], [500, 1283, 750, 1208]]",[]
PX303Fg006_5X3_0X0_2_PX303Fg006_5X3_4X0_0,PX303Fg006_5X3_0X0_PX303Fg006_5X3_4X0,40,3,1,0,0,"[[False, 0, 0], [False, 3, 0], [False, 3, 3]]","[[500, 50, 0, 50], [500, 936, 0, 50], [500, 936, 0, 939]]",[]
PX303Fg006_6X4_1X3_1_PX303Fg006_6X4_4X1_0,PX303Fg006_6X4_1X3_PX303Fg006_6X4_4X1,15,1,0,0,0,"[[False, 6, 0]]","[[250, 1512, 0, 50]]",[]
PX303Fg006_5X4_2X3_2_PX303Fg006_5X4_3X2_3,PX303Fg006_5X4_2X3_PX303Fg006_5X4_3X2,20,1,0,0,0,"[[False, 5, 0]]","[[500, 1280, 750, 50]]",[]
PX303Fg006_5X4_1X0_1_PX303Fg006_5X4_2X0_2,PX303Fg006_5X4_1X0_PX303Fg006_5X4_2X0,35,3,2,0,0,"[[False, 3, 0], [False, 3, 0], [False, 3, 0]]","[[380, 842, 630, 50], [250, 842, 500, 50], [370, 842, 620, 50]]",[]
PX303Fg006_4X4_1X2_3_PX303Fg006_4X4_3X2_0,PX303Fg006_4X4_1X2_PX303Fg006_4X4_3X2,12,2,0,0,0,"[[False, 9, 0], [False, 9, 4]]","[[750, 2257, 0, 1101], [750, 2257, 0, 50]]",[]
PX303Fg006_5X3_0X2_2_PX303Fg006_5X3_3X2_2,PX303Fg006_5X3_0X2_PX303Fg006_5X3_3X2,15,1,0,0,0,"[[False, 5, 0]]","[[500, 1334, 500, 50]]",[]
PX303Fg006_4X4_0X3_2_PX303Fg006_4X4_3X3_3,PX303Fg006_4X4_0X3_PX303Fg006_4X4_3X3,8,1,0,0,0,"[[False, 4, 0]]","[[500, 1103, 750, 50]]",[]
PX303Fg006_6X4_0X3_3_PX303Fg006_6X4_3X1_3,PX303Fg006_6X4_0X3_PX303Fg006_6X4_3X1,10,1,1,0,0,"[[False, 0, 0]]","[[750, 184, 750, 50]]",[]
PX303Fg006_5X4_1X3_3_PX303Fg006_5X4_4X2_0,PX303Fg006_5X4_1X3_PX303Fg006_5X4_4X2,10,1,0,0,0,"[[False, 2, 0]]","[[750, 530, 0, 50]]",[]
PX303Fg006_6X4_0X3_3_PX303Fg006_6X4_4X2_0,PX303Fg006_6X4_0X3_PX303Fg006_6X4_4X2,14,1,1,0,0,"[[False, 0, 0]]","[[750, 184, 0, 50]]",[]
PX303Fg006_4X4_2X2_0_PX303Fg006_4X4_3X3_2,PX303Fg006_4X4_2X2_PX303Fg006_4X4_3X3,47,3,1,0,0,"[[False, 3, 0], [False, 3, 0], [False, 3, 4]]","[[130, 922, 630, 50], [0, 922, 500, 1033], [120, 922, 620, 50]]",[]
PX303Fg006_6X3_2X1_0_PX303Fg006_6X3_4X0_4,PX303Fg006_6X3_2X1_PX303Fg006_6X3_4X0,4,1,0,0,0,"[[False, 5, 0]]","[[0, 1343, 1000, 50]]",[]
PX303Fg006_6X4_0X2_2_PX303Fg006_6X4_5X0_0,PX303Fg006_6X4_0X2_PX303Fg006_6X4_5X0,13,1,1,0,0,"[[False, 1, 0]]","[[500, 410, 0, 50]]",[]
PX303Fg006_5X3_0X0_3_PX303Fg006_5X3_4X2_3,PX303Fg006_5X3_0X0_PX303Fg006_5X3_4X2,43,2,1,0,0,"[[False, 0, 0], [False, 0, 2]]","[[750, 50, 750, 690], [750, 50, 750, 50]]",[]
PX303Fg006_5X4_2X3_3_PX303Fg006_5X4_3X3_2,PX303Fg006_5X4_2X3_PX303Fg006_5X4_3X3,21,1,0,0,0,"[[False, 5, 0]]","[[750, 1280, 500, 50]]",[]
PX303Fg006_6X4_2X0_3_PX303Fg006_6X4_5X1_1,PX303Fg006_6X4_2X0_PX303Fg006_6X4_5X1,7,2,0,0,0,"[[False, 3, 0], [False, 3, 2]]","[[750, 894, 250, 601], [750, 894, 250, 50]]",[]
PX303Fg006_4X4_0X0_2_PX303Fg006_4X4_3X3_2,PX303Fg006_4X4_0X0_PX303Fg006_4X4_3X3,28,3,0,0,0,"[[False, 0, 4], [False, 4, 0], [False, 4, 4]]","[[500, 1105, 500, 50], [500, 50, 500, 1033], [500, 1105, 500, 1033]]",[]
PX303Fg006_4X4_1X2_3_PX303Fg006_4X4_2X1_1,PX303Fg006_4X4_1X2_PX303Fg006_4X4_2X1,9,2,0,0,0,"[[False, 9, 0], [False, 9, 4]]","[[750, 2257, 250, 1155], [750, 2257, 250, 50]]",[]
PX303Fg006_4X3_1X0_0_PX303Fg006_4X3_3X1_5,PX303Fg006_4X3_1X0_PX303Fg006_4X3_3X1,59,2,0,0,0,"[[False, 5, 0], [False, 5, 4]]","[[0, 1319, 1250, 50], [0, 1319, 1250, 1146]]",[]
PX303Fg006_6X3_2X1_0_PX303Fg006_6X3_5X1_2,PX303Fg006_6X3_2X1_PX303Fg006_6X3_5X1,10,1,0,0,0,"[[False, 5, 2]]","[[0, 1343, 500, 646]]",[]
PX303Fg006_5X3_1X0_0_PX303Fg006_5X3_3X2_3,PX303Fg006_5X3_1X0_PX303Fg006_5X3_3X2,21,1,0,0,0,"[[False, 3, 0]]","[[0, 920, 750, 50]]",[]
PX303Fg006_6X4_3X2_2_PX303Fg006_6X4_4X3_3,PX303Fg006_6X4_3X2_PX303Fg006_6X4_4X3,40,2,1,0,0,"[[False, 0, 0], [False, 4, 0]]","[[500, 50, 750, 50], [500, 1165, 750, 50]]",[]
PX303Fg006_4X4_1X1_2_PX303Fg006_4X4_2X1_2,PX303Fg006_4X4_1X1_PX303Fg006_4X4_2X1,8,1,0,0,0,"[[False, 7, 4]]","[[500, 1863, 500, 1155]]",[]
PX303Fg006_6X4_3X0_2_PX303Fg006_6X4_4X0_2,PX303Fg006_6X4_3X0_PX303Fg006_6X4_4X0,37,3,2,0,0,"[[False, 2, 0], [False, 2, 0], [False, 2, 0]]","[[500, 749, 500, 50], [630, 749, 630, 50], [620, 749, 620, 50]]",[]
PX303Fg006_5X4_1X2_0_PX303Fg006_5X4_3X3_1,PX303Fg006_5X4_1X2_PX303Fg006_5X4_3X3,17,1,1,0,0,"[[False, 1, 0]]","[[0, 495, 250, 50]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_2X1_3,PX303Fg006_5X4_0X0_PX303Fg006_5X4_2X1,21,3,1,0,0,"[[False, 0, 0], [False, 4, 0], [False, 4, 4]]","[[250, 1089, 750, 50], [250, 50, 750, 50], [250, 1089, 750, 1150]]",[]
PX303Fg006_6X3_4X2_4_PX303Fg006_6X3_5X2_2,PX303Fg006_6X3_4X2_PX303Fg006_6X3_5X2,20,1,0,0,0,"[[False, 7, 0]]","[[1000, 1911, 500, 205]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_1X3_2,PX303Fg006_5X4_0X3_PX303Fg006_5X4_1X3,45,4,3,0,0,"[[False, 0, 0], [False, 5, 0], [False, 5, 0], [False, 5, 0]]","[[250, 1439, 500, 50], [380, 1439, 630, 50], [370, 1439, 620, 50], [250, 50, 500, 50]]",[]
PX303Fg006_4X4_2X3_1_PX303Fg006_4X4_3X1_1,PX303Fg006_4X4_2X3_PX303Fg006_4X4_3X1,31,2,1,0,0,"[[False, 0, 0], [False, 2, 0]]","[[250, 50, 250, 50], [250, 644, 250, 50]]",[]
PX303Fg006_6X4_1X2_2_PX303Fg006_6X4_4X1_3,PX303Fg006_6X4_1X2_PX303Fg006_6X4_4X1,3,1,0,0,0,"[[False, 5, 0]]","[[500, 1358, 750, 50]]",[]
PX303Fg006_5X4_0X3_3_PX303Fg006_5X4_2X3_3,PX303Fg006_5X4_0X3_PX303Fg006_5X4_2X3,14,1,0,0,0,"[[False, 5, 0]]","[[750, 1439, 750, 50]]",[]
PX303Fg006_5X3_2X0_0_PX303Fg006_5X3_3X2_3,PX303Fg006_5X3_2X0_PX303Fg006_5X3_3X2,58,3,2,0,0,"[[False, 3, 0], [False, 3, 0], [False, 3, 0]]","[[0, 953, 750, 50], [130, 953, 880, 50], [120, 953, 870, 50]]",[]
PX303Fg006_6X3_0X1_2_PX303Fg006_6X3_1X0_3,PX303Fg006_6X3_0X1_PX303Fg006_6X3_1X0,11,1,0,0,0,"[[False, 2, 0]]","[[500, 626, 750, 50]]",[]
PX303Fg006_4X3_1X0_0_PX303Fg006_4X3_3X0_5,PX303Fg006_4X3_1X0_PX303Fg006_4X3_3X0,62,1,0,0,0,"[[False, 5, 4]]","[[0, 1319, 1250, 1237]]",[]
PX303Fg006_5X4_3X3_3_PX303Fg006_5X4_4X0_3,PX303Fg006_5X4_3X3_PX303Fg006_5X4_4X0,21,2,1,0,0,"[[False, 1, 0], [False, 1, 3]]","[[750, 467, 750, 50], [750, 467, 750, 831]]",[]
PX303Fg006_5X4_1X2_2_PX303Fg006_5X4_2X0_0,PX303Fg006_5X4_1X2_PX303Fg006_5X4_2X0,41,3,3,0,0,"[[False, 1, 0], [False, 1, 0], [False, 1, 0]]","[[630, 495, 130, 50], [500, 495, 0, 50], [620, 495, 120, 50]]",[]
PX303Fg006_6X4_2X3_0_PX303Fg006_6X4_3X2_2,PX303Fg006_6X4_2X3_PX303Fg006_6X4_3X2,6,1,1,0,0,"[[False, 1, 0]]","[[120, 425, 620, 50]]",[]
PX303Fg006_5X4_3X2_0_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_3X2_PX303Fg006_5X4_4X1,21,4,2,0,0,"[[False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 3]]","[[0, 751, 250, 925], [120, 751, 370, 50], [0, 751, 250, 50], [130, 751, 380, 50]]",[]
PX303Fg006_6X4_1X0_1_PX303Fg006_6X4_4X3_3,PX303Fg006_6X4_1X0_PX303Fg006_6X4_4X3,11,1,0,0,0,"[[False, 4, 0]]","[[250, 1093, 750, 50]]",[]
PX303Fg006_6X4_1X3_3_PX303Fg006_6X4_2X3_2,PX303Fg006_6X4_1X3_PX303Fg006_6X4_2X3,37,1,0,0,0,"[[False, 6, 0]]","[[750, 1512, 500, 50]]",[]
PX303Fg006_4X4_2X2_2_PX303Fg006_4X4_3X2_0,PX303Fg006_4X4_2X2_PX303Fg006_4X4_3X2,48,4,2,0,0,"[[False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 4]]","[[500, 922, 0, 50], [620, 922, 120, 50], [630, 922, 130, 50], [500, 922, 0, 1101]]",[]
PX303Fg006_4X4_2X1_1_PX303Fg006_4X4_3X2_2,PX303Fg006_4X4_2X1_PX303Fg006_4X4_3X2,31,1,0,0,0,"[[False, 4, 0]]","[[380, 1155, 630, 50]]",[]
PX303Fg006_4X4_2X1_2_PX303Fg006_4X4_3X1_2,PX303Fg006_4X4_2X1_PX303Fg006_4X4_3X1,28,1,0,0,0,"[[False, 4, 3]]","[[500, 1155, 500, 975]]",[]
PX303Fg006_6X3_0X0_2_PX303Fg006_6X3_2X1_2,PX303Fg006_6X3_0X0_PX303Fg006_6X3_2X1,16,1,1,0,0,"[[False, 0, 0]]","[[500, 50, 500, 50]]",[]
PX303Fg006_6X4_3X2_1_PX303Fg006_6X4_4X3_1,PX303Fg006_6X4_3X2_PX303Fg006_6X4_4X3,40,3,2,0,0,"[[False, 4, 0], [False, 4, 0], [False, 4, 0]]","[[370, 1165, 370, 50], [380, 1165, 380, 50], [250, 1165, 250, 50]]",[]
PX303Fg006_5X4_1X2_1_PX303Fg006_5X4_4X1_3,PX303Fg006_5X4_1X2_PX303Fg006_5X4_4X1,30,1,1,0,0,"[[False, 1, 0]]","[[250, 495, 750, 50]]",[]
PX303Fg006_6X4_1X3_3_PX303Fg006_6X4_4X0_1,PX303Fg006_6X4_1X3_PX303Fg006_6X4_4X0,14,1,0,0,0,"[[False, 6, 0]]","[[750, 1512, 250, 50]]",[]
PX303Fg006_6X4_0X0_2_PX303Fg006_6X4_2X2_2,PX303Fg006_6X4_0X0_PX303Fg006_6X4_2X2,20,2,1,0,0,"[[False, 0, 0], [False, 2, 0]]","[[500, 655, 500, 50], [500, 50, 500, 50]]",[]
PX303Fg006_6X4_1X2_2_PX303Fg006_6X4_4X1_0,PX303Fg006_6X4_1X2_PX303Fg006_6X4_4X1,3,1,0,0,0,"[[False, 5, 0]]","[[500, 1358, 0, 50]]",[]
PX303Fg006_5X4_2X0_2_PX303Fg006_5X4_3X0_1,PX303Fg006_5X4_2X0_PX303Fg006_5X4_3X0,41,4,2,0,0,"[[False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 4]]","[[500, 928, 250, 50], [630, 928, 380, 50], [620, 928, 370, 50], [500, 928, 250, 1159]]",[]
PX303Fg006_6X4_1X1_3_PX303Fg006_6X4_3X2_2,PX303Fg006_6X4_1X1_PX303Fg006_6X4_3X2,3,1,0,0,0,"[[False, 5, 0]]","[[750, 1347, 500, 50]]",[]
PX303Fg006_6X4_0X0_3_PX303Fg006_6X4_5X3_0,PX303Fg006_6X4_0X0_PX303Fg006_6X4_5X3,17,2,0,0,0,"[[False, 2, 0], [False, 2, 2]]","[[750, 655, 0, 517], [750, 655, 0, 50]]",[]
PX303Fg006_6X4_2X2_2_PX303Fg006_6X4_4X0_2,PX303Fg006_6X4_2X2_PX303Fg006_6X4_4X0,7,1,1,0,0,"[[False, 1, 0]]","[[500, 415, 500, 50]]",[]
PX303Fg006_5X4_2X2_3_PX303Fg006_5X4_4X0_0,PX303Fg006_5X4_2X2_PX303Fg006_5X4_4X0,21,2,0,0,0,"[[False, 4, 0], [False, 4, 3]]","[[750, 1169, 0, 831], [750, 1169, 0, 50]]",[]
PX303Fg006_5X4_1X2_0_PX303Fg006_5X4_3X1_3,PX303Fg006_5X4_1X2_PX303Fg006_5X4_3X1,13,1,1,0,0,"[[False, 1, 0]]","[[0, 495, 750, 50]]",[]
PX303Fg006_5X3_3X0_4_PX303Fg006_5X3_4X0_2,PX303Fg006_5X3_3X0_PX303Fg006_5X3_4X0,29,1,0,0,0,"[[False, 5, 3]]","[[1000, 1307, 500, 939]]",[]
PX303Fg006_5X4_3X3_3_PX303Fg006_5X4_4X3_3,PX303Fg006_5X4_3X3_PX303Fg006_5X4_4X3,15,1,1,0,0,"[[False, 1, 0]]","[[750, 467, 750, 50]]",[]
PX303Fg006_5X4_1X3_0_PX303Fg006_5X4_2X0_2,PX303Fg006_5X4_1X3_PX303Fg006_5X4_2X0,35,3,2,0,0,"[[False, 2, 0], [False, 2, 0], [False, 2, 0]]","[[130, 530, 630, 50], [0, 530, 500, 50], [120, 530, 620, 50]]",[]
PX303Fg006_6X4_1X3_1_PX303Fg006_6X4_5X2_1,PX303Fg006_6X4_1X3_PX303Fg006_6X4_5X2,12,1,0,0,0,"[[False, 6, 2]]","[[250, 1512, 250, 626]]",[]
PX303Fg006_6X3_0X0_3_PX303Fg006_6X3_4X0_4,PX303Fg006_6X3_0X0_PX303Fg006_6X3_4X0,7,1,1,0,0,"[[False, 0, 0]]","[[750, 50, 1000, 50]]",[]
PX303Fg006_4X4_0X3_1_PX303Fg006_4X4_1X3_1,PX303Fg006_4X4_0X3_PX303Fg006_4X4_1X3,9,1,1,0,0,"[[False, 0, 0]]","[[250, 50, 250, 50]]",[]
PX303Fg006_6X3_1X2_2_PX303Fg006_6X3_4X1_3,PX303Fg006_6X3_1X2_PX303Fg006_6X3_4X1,5,1,0,0,0,"[[False, 2, 0]]","[[500, 641, 750, 50]]",[]
PX303Fg006_4X3_1X0_2_PX303Fg006_4X3_3X2_3,PX303Fg006_4X3_1X0_PX303Fg006_4X3_3X2,28,1,0,0,0,"[[False, 5, 5]]","[[500, 1319, 750, 1446]]",[]
PX303Fg006_5X3_0X0_4_PX303Fg006_5X3_2X0_1,PX303Fg006_5X3_0X0_PX303Fg006_5X3_2X0,35,2,1,0,0,"[[False, 0, 0], [False, 3, 0]]","[[1000, 50, 250, 50], [1000, 936, 250, 50]]",[]
PX303Fg006_4X3_1X0_4_PX303Fg006_4X3_2X0_1,PX303Fg006_4X3_1X0_PX303Fg006_4X3_2X0,54,3,2,0,0,"[[False, 5, 0], [False, 5, 0], [False, 5, 0]]","[[1120, 1319, 370, 50], [1000, 1319, 250, 50], [1130, 1319, 380, 50]]",[]
PX303Fg006_5X4_2X1_1_PX303Fg006_5X4_3X1_3,PX303Fg006_5X4_2X1_PX303Fg006_5X4_3X1,23,1,0,0,0,"[[False, 4, 0]]","[[250, 1150, 750, 50]]",[]
PX303Fg006_5X4_2X1_2_PX303Fg006_5X4_4X1_0,PX303Fg006_5X4_2X1_PX303Fg006_5X4_4X1,23,2,0,0,0,"[[False, 4, 0], [False, 4, 3]]","[[500, 1150, 0, 925], [500, 1150, 0, 50]]",[]
PX303Fg006_6X3_2X2_3_PX303Fg006_6X3_5X2_3,PX303Fg006_6X3_2X2_PX303Fg006_6X3_5X2,12,1,0,0,0,"[[False, 6, 0]]","[[750, 1542, 750, 205]]",[]
PX303Fg006_6X3_2X0_1_PX303Fg006_6X3_5X0_1,PX303Fg006_6X3_2X0_PX303Fg006_6X3_5X0,16,1,0,0,0,"[[False, 4, 0]]","[[250, 1081, 250, 50]]",[]
PX303Fg006_5X4_2X2_0_PX303Fg006_5X4_4X1_0,PX303Fg006_5X4_2X2_PX303Fg006_5X4_4X1,26,2,0,0,0,"[[False, 4, 0], [False, 4, 3]]","[[0, 1169, 0, 50], [0, 1169, 0, 925]]",[]
PX303Fg006_6X4_2X2_2_PX303Fg006_6X4_5X2_3,PX303Fg006_6X4_2X2_PX303Fg006_6X4_5X2,7,1,1,0,0,"[[False, 1, 0]]","[[500, 415, 750, 50]]",[]
PX303Fg006_6X4_3X2_2_PX303Fg006_6X4_4X2_3,PX303Fg006_6X4_3X2_PX303Fg006_6X4_4X2,21,1,0,0,0,"[[False, 4, 0]]","[[500, 1165, 750, 50]]",[]
PX303Fg006_5X4_2X0_1_PX303Fg006_5X4_3X3_1,PX303Fg006_5X4_2X0_PX303Fg006_5X4_3X3,38,3,2,0,0,"[[False, 3, 0], [False, 3, 0], [False, 3, 0]]","[[250, 928, 250, 50], [370, 928, 370, 50], [380, 928, 380, 50]]",[]
PX303Fg006_6X3_0X0_1_PX303Fg006_6X3_2X0_3,PX303Fg006_6X3_0X0_PX303Fg006_6X3_2X0,1,1,0,0,0,"[[False, 2, 4]]","[[250, 737, 750, 1081]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_0X3_PX303Fg006_5X4_4X1,23,3,0,0,0,"[[False, 0, 3], [False, 5, 0], [False, 5, 3]]","[[250, 1439, 250, 925], [250, 1439, 250, 50], [250, 50, 250, 925]]",[]
PX303Fg006_6X4_3X1_0_PX303Fg006_6X4_5X0_0,PX303Fg006_6X4_3X1_PX303Fg006_6X4_5X0,26,1,0,0,0,"[[False, 4, 0]]","[[0, 1040, 0, 50]]",[]
PX303Fg006_5X4_2X2_2_PX303Fg006_5X4_4X0_3,PX303Fg006_5X4_2X2_PX303Fg006_5X4_4X0,21,2,0,0,0,"[[False, 4, 0], [False, 4, 3]]","[[500, 1169, 750, 831], [500, 1169, 750, 50]]",[]
PX303Fg006_5X4_2X2_0_PX303Fg006_5X4_3X1_1,PX303Fg006_5X4_2X2_PX303Fg006_5X4_3X1,20,1,0,0,0,"[[False, 4, 0]]","[[0, 1169, 250, 50]]",[]
PX303Fg006_6X4_0X1_2_PX303Fg006_6X4_2X2_1,PX303Fg006_6X4_0X1_PX303Fg006_6X4_2X2,16,1,1,0,0,"[[False, 1, 0]]","[[500, 440, 250, 50]]",[]
PX303Fg006_5X3_2X0_1_PX303Fg006_5X3_4X0_5,PX303Fg006_5X3_2X0_PX303Fg006_5X3_4X0,36,2,0,0,0,"[[False, 3, 0], [False, 3, 3]]","[[250, 953, 1250, 939], [250, 953, 1250, 50]]",[]
PX303Fg006_6X4_1X3_3_PX303Fg006_6X4_5X1_3,PX303Fg006_6X4_1X3_PX303Fg006_6X4_5X1,22,1,0,0,0,"[[False, 6, 2]]","[[750, 1512, 750, 601]]",[]
PX303Fg006_4X4_0X1_1_PX303Fg006_4X4_3X2_1,PX303Fg006_4X4_0X1_PX303Fg006_4X4_3X2,11,2,0,0,0,"[[False, 3, 0], [False, 3, 4]]","[[250, 934, 250, 50], [250, 934, 250, 1101]]",[]
PX303Fg006_5X4_3X1_2_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_3X1_PX303Fg006_5X4_4X1,53,4,2,0,0,"[[False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 3]]","[[500, 867, 250, 925], [630, 867, 380, 50], [500, 867, 250, 50], [620, 867, 370, 50]]",[]
PX303Fg006_6X3_2X1_1_PX303Fg006_6X3_5X2_4,PX303Fg006_6X3_2X1_PX303Fg006_6X3_5X2,17,1,0,0,0,"[[False, 5, 0]]","[[250, 1343, 1000, 205]]",[]
PX303Fg006_5X4_0X2_2_PX303Fg006_5X4_1X0_1,PX303Fg006_5X4_0X2_PX303Fg006_5X4_1X0,16,2,1,0,0,"[[False, 5, 0], [False, 5, 0]]","[[620, 1377, 370, 50], [630, 1377, 380, 50]]",[]
PX303Fg006_4X3_1X1_2_PX303Fg006_4X3_3X0_2,PX303Fg006_4X3_1X1_PX303Fg006_4X3_3X0,23,1,0,0,0,"[[False, 6, 0]]","[[500, 1671, 500, 50]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_1X1_3,PX303Fg006_6X4_0X0_PX303Fg006_6X4_1X1,19,2,0,0,0,"[[False, 2, 0], [False, 2, 5]]","[[0, 655, 750, 50], [0, 655, 750, 1347]]",[]
PX303Fg006_5X3_0X2_2_PX303Fg006_5X3_1X0_1,PX303Fg006_5X3_0X2_PX303Fg006_5X3_1X0,21,1,0,0,0,"[[False, 5, 0]]","[[500, 1334, 250, 50]]",[]
PX303Fg006_5X4_1X2_3_PX303Fg006_5X4_4X3_3,PX303Fg006_5X4_1X2_PX303Fg006_5X4_4X3,11,2,1,0,0,"[[False, 1, 0], [False, 1, 4]]","[[750, 495, 750, 50], [750, 495, 750, 1208]]",[]
PX303Fg006_4X4_0X2_3_PX303Fg006_4X4_1X3_1,PX303Fg006_4X4_0X2_PX303Fg006_4X4_1X3,9,2,1,0,0,"[[False, 0, 0], [False, 3, 0]]","[[750, 872, 250, 50], [750, 50, 250, 50]]",[]
PX303Fg006_4X3_0X2_2_PX303Fg006_4X3_1X1_0,PX303Fg006_4X3_0X2_PX303Fg006_4X3_1X1,32,2,1,0,0,"[[False, 4, 0], [False, 4, 0]]","[[620, 1096, 120, 50], [500, 1096, 0, 50]]",[]
PX303Fg006_5X4_1X1_2_PX303Fg006_5X4_2X1_3,PX303Fg006_5X4_1X1_PX303Fg006_5X4_2X1,12,1,0,0,0,"[[False, 2, 0]]","[[500, 696, 750, 50]]",[]
PX303Fg006_6X4_0X1_3_PX303Fg006_6X4_2X0_3,PX303Fg006_6X4_0X1_PX303Fg006_6X4_2X0,17,1,0,0,0,"[[False, 1, 3]]","[[750, 440, 750, 894]]",[]
PX303Fg006_5X4_2X2_0_PX303Fg006_5X4_4X1_2,PX303Fg006_5X4_2X2_PX303Fg006_5X4_4X1,26,2,0,0,0,"[[False, 4, 0], [False, 4, 3]]","[[0, 1169, 500, 50], [0, 1169, 500, 925]]",[]
PX303Fg006_4X4_2X3_3_PX303Fg006_4X4_3X3_1,PX303Fg006_4X4_2X3_PX303Fg006_4X4_3X3,40,2,0,0,0,"[[False, 2, 0], [False, 2, 4]]","[[750, 644, 250, 1033], [750, 644, 250, 50]]",[]
PX303Fg006_4X4_1X0_2_PX303Fg006_4X4_2X1_0,PX303Fg006_4X4_1X0_PX303Fg006_4X4_2X1,7,2,1,0,0,"[[False, 6, 0], [False, 6, 0]]","[[620, 1705, 120, 50], [630, 1705, 130, 50]]",[]
PX303Fg006_6X4_1X0_1_PX303Fg006_6X4_5X1_1,PX303Fg006_6X4_1X0_PX303Fg006_6X4_5X1,9,2,0,0,0,"[[False, 4, 0], [False, 4, 2]]","[[250, 1093, 250, 50], [250, 1093, 250, 601]]",[]
PX303Fg006_6X4_2X2_3_PX303Fg006_6X4_3X2_2,PX303Fg006_6X4_2X2_PX303Fg006_6X4_3X2,5,1,1,0,0,"[[False, 1, 0]]","[[750, 415, 500, 50]]",[]
PX303Fg006_5X4_2X2_2_PX303Fg006_5X4_3X0_0,PX303Fg006_5X4_2X2_PX303Fg006_5X4_3X0,24,3,2,0,0,"[[False, 4, 0], [False, 4, 0], [False, 4, 0]]","[[620, 1169, 120, 50], [500, 1169, 0, 50], [630, 1169, 130, 50]]",[]
PX303Fg006_6X3_1X0_0_PX303Fg006_6X3_5X1_1,PX303Fg006_6X3_1X0_PX303Fg006_6X3_5X1,14,1,0,0,0,"[[False, 3, 2]]","[[0, 919, 250, 646]]",[]
PX303Fg006_6X4_0X3_3_PX303Fg006_6X4_2X1_1,PX303Fg006_6X4_0X3_PX303Fg006_6X4_2X1,13,1,1,0,0,"[[False, 0, 0]]","[[750, 184, 250, 50]]",[]
