,fragmanetAndSide,fragment,fragmentTotal,fragmentVote,devideVoteByTotal,fragmentAndSideTotal,fragmentAndSideVote,devideSideVoteBySideTotal,fragmentAndSideTrendVote,devideSideTrendVoteBySideTotal,fragmentAndSideTrendVoteStrict,devideSideTrendVoteStrictBySideTotal,fragmentAndSideTrendVoteSync,devideSideTrendVoteSyncBySideTotal,firstFileName,firstCroppedWidth,firstOffsetX,firstOffsetY,firstHorizontalFlip,secondFileName,secondCroppedWidth,secondOffsetX,secondOffsetY,secondHorizontalFlip,fragmentAndSideTrend,fragmentAndSideCubes,fragmentAndSideDrawRect,fragmentAndSideMatchPoint,origCoordinates,class,votesOverlapMax,divideOverlapMaxBySideTotal
11,PX303Fg006_8X5_0X3_1_PX303Fg006_8X5_1X3_0,PX303Fg006_8X5_0X3_PX303Fg006_8X5_1X3,155,136,0.8774193548387097,147,133,0.9047619047619048,147,1.0,38,0.2585034013605442,19,0.1292517006802721,PX303Fg006_8X5_0X3,0,0,0,0,PX303Fg006_8X5_1X3,0,0,0,0,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2]]","[[672, 550, 50, 550], [672, 550, 50, 500], [672, 250, 50, 250], [672, 240, 50, 250], [672, 230, 50, 250], [672, 220, 50, 250], [672, 210, 50, 250], [672, 250, 50, 240], [672, 250, 50, 230], [672, 250, 50, 220], [672, 250, 50, 210], [672, 250, 50, 0], [672, 250, 50, 200], [672, 240, 50, 200], [672, 230, 50, 200], [672, 220, 50, 200], [672, 210, 50, 200], [672, 100, 50, 50], [672, 110, 50, 50], [672, 120, 50, 50], [672, 130, 50, 50], [672, 140, 50, 50], [672, 100, 50, 60], [672, 100, 50, 70], [672, 100, 50, 80], [672, 100, 50, 90], [672, 100, 50, 100], [672, 110, 50, 100], [672, 120, 50, 100], [672, 130, 50, 100], [672, 140, 50, 100], [672, 100, 50, 110], [672, 100, 50, 120], [672, 100, 50, 130], [672, 100, 50, 140], [672, 0, 50, 250], [672, 0, 50, 0], [672, 10, 50, 0], [672, 20, 50, 0], [672, 30, 50, 0], [672, 40, 50, 0], [672, 0, 50, 10], [672, 0, 50, 20], [672, 0, 50, 30], [672, 0, 50, 40], [672, 200, 50, 150], [672, 200, 50, 200], [672, 500, 50, 500], [672, 500, 50, 450], [672, 50, 50, 50], [672, 60, 50, 50], [672, 70, 50, 50], [672, 80, 50, 50], [672, 90, 50, 50], [672, 50, 50, 60], [672, 50, 50, 70], [672, 50, 50, 80], [672, 50, 50, 90], [672, 50, 50, 0], [672, 60, 50, 0], [672, 70, 50, 0], [672, 80, 50, 0], [672, 90, 50, 0], [672, 50, 50, 10], [672, 50, 50, 20], [672, 50, 50, 30], [672, 50, 50, 40], [672, 350, 50, 300], [672, 340, 50, 300], [672, 330, 50, 300], [672, 320, 50, 300], [672, 310, 50, 300], [672, 350, 50, 290], [672, 350, 50, 280], [672, 350, 50, 270], [672, 350, 50, 260], [672, 360, 50, 300], [672, 370, 50, 300], [672, 380, 50, 300], [672, 390, 50, 300], [672, 350, 50, 350], [672, 340, 50, 350], [672, 330, 50, 350], [672, 320, 50, 350], [672, 310, 50, 350], [672, 350, 50, 340], [672, 350, 50, 330], [672, 350, 50, 320], [672, 350, 50, 310], [672, 360, 50, 350], [672, 370, 50, 350], [672, 380, 50, 350], [672, 390, 50, 350], [672, 350, 50, 360], [672, 350, 50, 370], [672, 350, 50, 380], [672, 350, 50, 390], [672, 400, 50, 400], [672, 400, 50, 350], [672, 400, 50, 340], [672, 400, 50, 330], [672, 400, 50, 320], [672, 400, 50, 310], [672, 400, 50, 360], [672, 400, 50, 370], [672, 400, 50, 380], [672, 400, 50, 390], [672, 600, 50, 600], [672, 590, 50, 600], [672, 580, 50, 600], [672, 570, 50, 600], [672, 560, 50, 600], [672, 600, 50, 590], [672, 600, 50, 580], [672, 600, 50, 570], [672, 600, 50, 560], [672, 600, 50, 550], [672, 590, 50, 550], [672, 580, 50, 550], [672, 570, 50, 550], [672, 560, 50, 550], [672, 300, 50, 300], [672, 290, 50, 300], [672, 280, 50, 300], [672, 270, 50, 300], [672, 260, 50, 300], [672, 300, 50, 290], [672, 300, 50, 280], [672, 300, 50, 270], [672, 300, 50, 260], [672, 300, 50, 250], [672, 290, 50, 250], [672, 280, 50, 250], [672, 270, 50, 250], [672, 260, 50, 250], [672, 300, 50, 240], [672, 300, 50, 230], [672, 300, 50, 220], [672, 300, 50, 210], [672, 150, 50, 150], [672, 150, 50, 100], [672, 150, 50, 110], [672, 150, 50, 120], [672, 150, 50, 130], [672, 150, 50, 140], [672, 450, 50, 400], [672, 450, 50, 450]]","[[922, -75, 1022, 75], [922, -25, 1022, 125], [922, -75, 1022, 75], [922, -85, 1022, 65], [922, -95, 1022, 55], [922, -105, 1022, 45], [922, -115, 1022, 35], [922, -65, 1022, 85], [922, -55, 1022, 95], [922, -45, 1022, 105], [922, -35, 1022, 115], [922, 175, 1022, 325], [922, -25, 1022, 125], [922, -35, 1022, 115], [922, -45, 1022, 105], [922, -55, 1022, 95], [922, -65, 1022, 85], [922, -25, 1022, 125], [922, -15, 1022, 135], [922, -5, 1022, 145], [922, 5, 1022, 155], [922, 15, 1022, 165], [922, -35, 1022, 115], [922, -45, 1022, 105], [922, -55, 1022, 95], [922, -65, 1022, 85], [922, -75, 1022, 75], [922, -65, 1022, 85], [922, -55, 1022, 95], [922, -45, 1022, 105], [922, -35, 1022, 115], [922, -85, 1022, 65], [922, -95, 1022, 55], [922, -105, 1022, 45], [922, -115, 1022, 35], [922, -325, 1022, -175], [922, -75, 1022, 75], [922, -65, 1022, 85], [922, -55, 1022, 95], [922, -45, 1022, 105], [922, -35, 1022, 115], [922, -85, 1022, 65], [922, -95, 1022, 55], [922, -105, 1022, 45], [922, -115, 1022, 35], [922, -25, 1022, 125], [922, -75, 1022, 75], [922, -75, 1022, 75], [922, -25, 1022, 125], [922, -75, 1022, 75], [922, -65, 1022, 85], [922, -55, 1022, 95], [922, -45, 1022, 105], [922, -35, 1022, 115], [922, -85, 1022, 65], [922, -95, 1022, 55], [922, -105, 1022, 45], [922, -115, 1022, 35], [922, -25, 1022, 125], [922, -15, 1022, 135], [922, -5, 1022, 145], [922, 5, 1022, 155], [922, 15, 1022, 165], [922, -35, 1022, 115], [922, -45, 1022, 105], [922, -55, 1022, 95], [922, -65, 1022, 85], [922, -25, 1022, 125], [922, -35, 1022, 115], [922, -45, 1022, 105], [922, -55, 1022, 95], [922, -65, 1022, 85], [922, -15, 1022, 135], [922, -5, 1022, 145], [922, 5, 1022, 155], [922, 15, 1022, 165], [922, -15, 1022, 135], [922, -5, 1022, 145], [922, 5, 1022, 155], [922, 15, 1022, 165], [922, -75, 1022, 75], [922, -85, 1022, 65], [922, -95, 1022, 55], [922, -105, 1022, 45], [922, -115, 1022, 35], [922, -65, 1022, 85], [922, -55, 1022, 95], [922, -45, 1022, 105], [922, -35, 1022, 115], [922, -65, 1022, 85], [922, -55, 1022, 95], [922, -45, 1022, 105], [922, -35, 1022, 115], [922, -85, 1022, 65], [922, -95, 1022, 55], [922, -105, 1022, 45], [922, -115, 1022, 35], [922, -75, 1022, 75], [922, -25, 1022, 125], [922, -15, 1022, 135], [922, -5, 1022, 145], [922, 5, 1022, 155], [922, 15, 1022, 165], [922, -35, 1022, 115], [922, -45, 1022, 105], [922, -55, 1022, 95], [922, -65, 1022, 85], [922, -75, 1022, 75], [922, -85, 1022, 65], [922, -95, 1022, 55], [922, -105, 1022, 45], [922, -115, 1022, 35], [922, -65, 1022, 85], [922, -55, 1022, 95], [922, -45, 1022, 105], [922, -35, 1022, 115], [922, -25, 1022, 125], [922, -35, 1022, 115], [922, -45, 1022, 105], [922, -55, 1022, 95], [922, -65, 1022, 85], [922, -75, 1022, 75], [922, -85, 1022, 65], [922, -95, 1022, 55], [922, -105, 1022, 45], [922, -115, 1022, 35], [922, -65, 1022, 85], [922, -55, 1022, 95], [922, -45, 1022, 105], [922, -35, 1022, 115], [922, -25, 1022, 125], [922, -35, 1022, 115], [922, -45, 1022, 105], [922, -55, 1022, 95], [922, -65, 1022, 85], [922, -15, 1022, 135], [922, -5, 1022, 145], [922, 5, 1022, 155], [922, 15, 1022, 165], [922, -75, 1022, 75], [922, -25, 1022, 125], [922, -35, 1022, 115], [922, -45, 1022, 105], [922, -55, 1022, 95], [922, -65, 1022, 85], [922, -25, 1022, 125], [922, -75, 1022, 75]]","[[972, 0], [972, 50], [972, 0], [972, -10], [972, -20], [972, -30], [972, -40], [972, 10], [972, 20], [972, 30], [972, 40], [972, 250], [972, 50], [972, 40], [972, 30], [972, 20], [972, 10], [972, 50], [972, 60], [972, 70], [972, 80], [972, 90], [972, 40], [972, 30], [972, 20], [972, 10], [972, 0], [972, 10], [972, 20], [972, 30], [972, 40], [972, -10], [972, -20], [972, -30], [972, -40], [972, -250], [972, 0], [972, 10], [972, 20], [972, 30], [972, 40], [972, -10], [972, -20], [972, -30], [972, -40], [972, 50], [972, 0], [972, 0], [972, 50], [972, 0], [972, 10], [972, 20], [972, 30], [972, 40], [972, -10], [972, -20], [972, -30], [972, -40], [972, 50], [972, 60], [972, 70], [972, 80], [972, 90], [972, 40], [972, 30], [972, 20], [972, 10], [972, 50], [972, 40], [972, 30], [972, 20], [972, 10], [972, 60], [972, 70], [972, 80], [972, 90], [972, 60], [972, 70], [972, 80], [972, 90], [972, 0], [972, -10], [972, -20], [972, -30], [972, -40], [972, 10], [972, 20], [972, 30], [972, 40], [972, 10], [972, 20], [972, 30], [972, 40], [972, -10], [972, -20], [972, -30], [972, -40], [972, 0], [972, 50], [972, 60], [972, 70], [972, 80], [972, 90], [972, 40], [972, 30], [972, 20], [972, 10], [972, 0], [972, -10], [972, -20], [972, -30], [972, -40], [972, 10], [972, 20], [972, 30], [972, 40], [972, 50], [972, 40], [972, 30], [972, 20], [972, 10], [972, 0], [972, -10], [972, -20], [972, -30], [972, -40], [972, 10], [972, 20], [972, 30], [972, 40], [972, 50], [972, 40], [972, 30], [972, 20], [972, 10], [972, 60], [972, 70], [972, 80], [972, 90], [972, 0], [972, 50], [972, 40], [972, 30], [972, 20], [972, 10], [972, 50], [972, 0]]",[],1,145,0
25,PX303Fg006_8X3_1X2_0_PX303Fg006_8X3_2X2_0,PX303Fg006_8X3_1X2_PX303Fg006_8X3_2X2,100,91,0.91,94,91,0.9680851063829788,93,0.9893617021276596,186,1.9787234042553192,93,0.9893617021276596,PX303Fg006_8X3_1X2,0,0,0,0,PX303Fg006_8X3_2X2,0,0,0,0,"[[True, 2, 3], [True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 3, 4], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 3, 3], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4], [True, 4, 4]]","[[50, 950, 50, 950], [50, 950, 50, 1000], [50, 1050, 50, 1050], [50, 1040, 50, 1050], [50, 1030, 50, 1050], [50, 1020, 50, 1050], [50, 1010, 50, 1050], [50, 1050, 50, 1040], [50, 1050, 50, 1030], [50, 1050, 50, 1020], [50, 1050, 50, 1010], [50, 1050, 50, 1100], [50, 1040, 50, 1100], [50, 1030, 50, 1100], [50, 1020, 50, 1100], [50, 1010, 50, 1100], [50, 1100, 50, 1100], [50, 1100, 50, 1150], [50, 1100, 50, 1140], [50, 1100, 50, 1130], [50, 1100, 50, 1120], [50, 1100, 50, 1110], [50, 550, 50, 600], [50, 850, 50, 850], [50, 850, 50, 900], [50, 850, 50, 910], [50, 850, 50, 920], [50, 850, 50, 930], [50, 850, 50, 940], [50, 600, 50, 650], [50, 600, 50, 600], [50, 1150, 50, 1200], [50, 1140, 50, 1200], [50, 1130, 50, 1200], [50, 1120, 50, 1200], [50, 1110, 50, 1200], [50, 1150, 50, 1150], [50, 1140, 50, 1150], [50, 1130, 50, 1150], [50, 1120, 50, 1150], [50, 1110, 50, 1150], [50, 1150, 50, 1140], [50, 1150, 50, 1130], [50, 1150, 50, 1120], [50, 1150, 50, 1110], [50, 900, 50, 950], [50, 910, 50, 950], [50, 920, 50, 950], [50, 930, 50, 950], [50, 940, 50, 950], [50, 900, 50, 900], [50, 910, 50, 900], [50, 920, 50, 900], [50, 930, 50, 900], [50, 940, 50, 900], [50, 900, 50, 910], [50, 900, 50, 920], [50, 900, 50, 930], [50, 900, 50, 940], [50, 800, 50, 800], [50, 810, 50, 800], [50, 820, 50, 800], [50, 830, 50, 800], [50, 840, 50, 800], [50, 800, 50, 810], [50, 800, 50, 820], [50, 800, 50, 830], [50, 800, 50, 840], [50, 800, 50, 850], [50, 810, 50, 850], [50, 820, 50, 850], [50, 830, 50, 850], [50, 840, 50, 850], [50, 650, 50, 650], [50, 650, 50, 700], [50, 1000, 50, 1050], [50, 1000, 50, 1040], [50, 1000, 50, 1030], [50, 1000, 50, 1020], [50, 1000, 50, 1010], [50, 1000, 50, 1000], [50, 750, 50, 800], [50, 750, 50, 810], [50, 750, 50, 820], [50, 750, 50, 830], [50, 750, 50, 840], [50, 750, 50, 750], [50, 700, 50, 750], [50, 700, 50, 700], [148, 600, 50, 650], [148, 600, 50, 600], [148, 650, 50, 650], [148, 650, 50, 700], [148, 550, 50, 600]]","[[398, -125, 498, 25], [398, -75, 498, 75], [300, -75, 400, 75], [300, -125, 400, 25], [300, -75, 400, 75], [300, -85, 400, 65], [300, -95, 400, 55], [300, -105, 400, 45], [300, -115, 400, 35], [300, -65, 400, 85], [300, -55, 400, 95], [300, -45, 400, 105], [300, -35, 400, 115], [300, -125, 400, 25], [300, -135, 400, 15], [300, -145, 400, 5], [300, -155, 400, -5], [300, -165, 400, -15], [300, -75, 400, 75], [300, -125, 400, 25], [300, -115, 400, 35], [300, -105, 400, 45], [300, -95, 400, 55], [300, -85, 400, 65], [300, -125, 400, 25], [398, -75, 498, 75], [398, -125, 498, 25], [398, -125, 498, 25], [300, -75, 400, 75], [300, -125, 400, 25], [300, -135, 400, 15], [300, -145, 400, 5], [300, -155, 400, -5], [300, -165, 400, -15], [300, -125, 400, 25], [300, -75, 400, 75], [300, -125, 400, 25], [300, -135, 400, 15], [300, -145, 400, 5], [300, -155, 400, -5], [300, -165, 400, -15], [300, -75, 400, 75], [300, -85, 400, 65], [300, -95, 400, 55], [300, -105, 400, 45], [300, -115, 400, 35], [300, -65, 400, 85], [300, -55, 400, 95], [300, -45, 400, 105], [300, -35, 400, 115], [300, -125, 400, 25], [300, -115, 400, 35], [300, -105, 400, 45], [300, -95, 400, 55], [300, -85, 400, 65], [300, -75, 400, 75], [300, -65, 400, 85], [300, -55, 400, 95], [300, -45, 400, 105], [300, -35, 400, 115], [300, -85, 400, 65], [300, -95, 400, 55], [300, -105, 400, 45], [300, -115, 400, 35], [300, -75, 400, 75], [300, -65, 400, 85], [300, -55, 400, 95], [300, -45, 400, 105], [300, -35, 400, 115], [300, -85, 400, 65], [300, -95, 400, 55], [300, -105, 400, 45], [300, -115, 400, 35], [300, -125, 400, 25], [300, -115, 400, 35], [300, -105, 400, 45], [300, -95, 400, 55], [300, -85, 400, 65], [300, -75, 400, 75], [300, -125, 400, 25], [300, -125, 400, 25], [300, -115, 400, 35], [300, -105, 400, 45], [300, -95, 400, 55], [300, -85, 400, 65], [300, -75, 400, 75], [300, -125, 400, 25], [300, -135, 400, 15], [300, -145, 400, 5], [300, -155, 400, -5], [300, -165, 400, -15], [300, -75, 400, 75], [300, -125, 400, 25], [300, -75, 400, 75]]","[[448, -50], [448, 0], [350, 0], [350, -50], [350, 0], [350, -10], [350, -20], [350, -30], [350, -40], [350, 10], [350, 20], [350, 30], [350, 40], [350, -50], [350, -60], [350, -70], [350, -80], [350, -90], [350, 0], [350, -50], [350, -40], [350, -30], [350, -20], [350, -10], [350, -50], [448, 0], [448, -50], [448, -50], [350, 0], [350, -50], [350, -60], [350, -70], [350, -80], [350, -90], [350, -50], [350, 0], [350, -50], [350, -60], [350, -70], [350, -80], [350, -90], [350, 0], [350, -10], [350, -20], [350, -30], [350, -40], [350, 10], [350, 20], [350, 30], [350, 40], [350, -50], [350, -40], [350, -30], [350, -20], [350, -10], [350, 0], [350, 10], [350, 20], [350, 30], [350, 40], [350, -10], [350, -20], [350, -30], [350, -40], [350, 0], [350, 10], [350, 20], [350, 30], [350, 40], [350, -10], [350, -20], [350, -30], [350, -40], [350, -50], [350, -40], [350, -30], [350, -20], [350, -10], [350, 0], [350, -50], [350, -50], [350, -40], [350, -30], [350, -20], [350, -10], [350, 0], [350, -50], [350, -60], [350, -70], [350, -80], [350, -90], [350, 0], [350, -50], [350, 0]]",[],1,94,1
79,PX303Fg006_5X4_1X0_1_PX303Fg006_5X4_2X0_0,PX303Fg006_5X4_1X0_PX303Fg006_5X4_2X0,47,43,0.9148936170212766,41,41,1.0,41,1.0,2,0.04878048780487805,1,0.024390243902439025,PX303Fg006_5X4_1X0,0,0,0,0,PX303Fg006_5X4_2X0,0,0,0,0,"[[False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 3, 3], [False, 3, 3]]","[[1008, 550, 50, 550], [1008, 250, 50, 250], [1008, 240, 50, 250], [1008, 230, 50, 250], [1008, 220, 50, 250], [1008, 210, 50, 250], [1008, 700, 50, 700], [1008, 0, 50, 250], [1008, 500, 50, 500], [1008, 650, 50, 650], [1008, 800, 50, 800], [1008, 750, 50, 750], [1008, 350, 50, 350], [1008, 340, 50, 350], [1008, 330, 50, 350], [1008, 320, 50, 350], [1008, 310, 50, 350], [1008, 360, 50, 350], [1008, 370, 50, 350], [1008, 380, 50, 350], [1008, 390, 50, 350], [1008, 350, 50, 360], [1008, 350, 50, 370], [1008, 350, 50, 380], [1008, 350, 50, 390], [1008, 400, 50, 400], [1008, 600, 50, 600], [1008, 590, 50, 600], [1008, 580, 50, 600], [1008, 570, 50, 600], [1008, 560, 50, 600], [1008, 600, 50, 590], [1008, 600, 50, 580], [1008, 600, 50, 570], [1008, 600, 50, 560], [1008, 300, 50, 300], [1008, 290, 50, 300], [1008, 280, 50, 300], [1008, 270, 50, 300], [1008, 260, 50, 300], [1008, 450, 50, 450]]","[[1258, -75, 1358, 75], [1258, -75, 1358, 75], [1258, -85, 1358, 65], [1258, -95, 1358, 55], [1258, -105, 1358, 45], [1258, -115, 1358, 35], [1258, -75, 1358, 75], [1258, -325, 1358, -175], [1258, -75, 1358, 75], [1258, -75, 1358, 75], [1258, -75, 1358, 75], [1258, -75, 1358, 75], [1258, -75, 1358, 75], [1258, -85, 1358, 65], [1258, -95, 1358, 55], [1258, -105, 1358, 45], [1258, -115, 1358, 35], [1258, -65, 1358, 85], [1258, -55, 1358, 95], [1258, -45, 1358, 105], [1258, -35, 1358, 115], [1258, -85, 1358, 65], [1258, -95, 1358, 55], [1258, -105, 1358, 45], [1258, -115, 1358, 35], [1258, -75, 1358, 75], [1258, -75, 1358, 75], [1258, -85, 1358, 65], [1258, -95, 1358, 55], [1258, -105, 1358, 45], [1258, -115, 1358, 35], [1258, -65, 1358, 85], [1258, -55, 1358, 95], [1258, -45, 1358, 105], [1258, -35, 1358, 115], [1258, -75, 1358, 75], [1258, -85, 1358, 65], [1258, -95, 1358, 55], [1258, -105, 1358, 45], [1258, -115, 1358, 35], [1258, -75, 1358, 75]]","[[1308, 0], [1308, 0], [1308, -10], [1308, -20], [1308, -30], [1308, -40], [1308, 0], [1308, -250], [1308, 0], [1308, 0], [1308, 0], [1308, 0], [1308, 0], [1308, -10], [1308, -20], [1308, -30], [1308, -40], [1308, 10], [1308, 20], [1308, 30], [1308, 40], [1308, -10], [1308, -20], [1308, -30], [1308, -40], [1308, 0], [1308, 0], [1308, -10], [1308, -20], [1308, -30], [1308, -40], [1308, 10], [1308, 20], [1308, 30], [1308, 40], [1308, 0], [1308, -10], [1308, -20], [1308, -30], [1308, -40], [1308, 0]]",[],1,40,0
95,PX303Fg006_6X2_3X0_1_PX303Fg006_6X2_4X0_0,PX303Fg006_6X2_3X0_PX303Fg006_6X2_4X0,9,9,1.0,9,9,1.0,7,0.7777777777777778,16,1.7777777777777777,8,0.8888888888888888,PX303Fg006_6X2_3X0,0,0,0,0,PX303Fg006_6X2_4X0,0,0,0,0,"[[False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 5, 5], [False, 7, 7]]","[[978, 1250, 50, 1250], [978, 1200, 50, 1200], [978, 1800, 50, 1800], [978, 1150, 50, 1150], [978, 1150, 50, 1140], [978, 1150, 50, 1130], [978, 1150, 50, 1120], [978, 1150, 50, 1110], [978, 1100, 50, 1100]]","[[1228, -75, 1328, 75], [1228, -75, 1328, 75], [1228, -75, 1328, 75], [1228, -75, 1328, 75], [1228, -65, 1328, 85], [1228, -55, 1328, 95], [1228, -45, 1328, 105], [1228, -35, 1328, 115], [1228, -75, 1328, 75]]","[[1278, 0], [1278, 0], [1278, 0], [1278, 0], [1278, 10], [1278, 20], [1278, 30], [1278, 40], [1278, 0]]",[],1,9,1
