P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P589-Fg002-V-C01-R01-D12022013-T112400-ML638_1250_0.npy,065
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P589-Fg003-V-C01-R01-D12022013-T114238-ML638_250_0.npy,055
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P589-Fg011-V-C01-R01-D12022013-T125637-ML638_0_750.npy,080
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P589-Fg012-V-C01-R01-D12022013-T130509-ML638_0_1250.npy,049
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg003-V-C01-R01-D19012014-T121734-ML638_0_0.npy,015
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg008-V-C01-R01-D19012014-T133839-ML638_0_500.npy,047
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg010-V-C01-R01-D19012014-T140114-ML638_0_500.npy,095
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg014-V-C01-R01-D19012014-T143732-ML638_0_750.npy,045
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg025-V-C01-R01-D20012014-T101436-ML638_0_0.npy,008
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg030-V-C01-R01-D20012014-T110102-ML638_0_750.npy,075
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg031-V-C01-R01-D20012014-T110945-ML638_0_0.npy,071
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg039-V-C01-R01-D20012014-T131936-ML638_0_0.npy,098
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg040-V-C01-R01-D20012014-T134235-ML638_250_500.npy,082
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg051-V-C01-R01-D20012014-T152838-ML638_0_0.npy,007
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg069-V-C01-R01-D22012014-T122730-ML638_0_0.npy,058
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg071-V-C01-R01-D22012014-T124942-ML638_0_500.npy,048
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg074-V-C01-R01-D22012014-T131454-ML638_0_0.npy,056
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P596-Fg082-V-C01-R01-D22012014-T142235-ML638_0_250.npy,002
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P597-Fg002-V-C01-R01-D30112014-T102248-ML638_0_500.npy,030
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P597-Fg003-V-C01-R01-D30112014-T103141-ML638_250_750.npy,080
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P597-Fg003-V-C01-R01-D30112014-T103141-ML638_750_750.npy,004
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P597-Fg004-V-C01-R01-D30112014-T110303-ML638_750_0.npy,079
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P597-Fg041-V-C01-R01-D01122014-T103817-ML638_0_1000.npy,005
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P597-Fg051-V-C01-R01-D01122014-T125556-ML638_0_500.npy,037
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P597-Fg053-V-C01-R01-D01122014-T131604-ML638_0_750.npy,021
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P597-Fg054-V-C01-R01-D01122014-T132416-ML638_0_500.npy,097
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P597-Fg059-V-C01-R01-D01122014-T141104-ML638_0_500.npy,082
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P597-Fg063-V-C01-R01-D01122014-T144548-ML638_0_500.npy,052
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P598-Fg001-V-C01-R01-D07012014-T105717-ML638_1250_0.npy,059
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P598-Fg009-V-C01-R01-D07012014-T125232-ML638_2000_1000.npy,004
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P598-Fg010-V-C01-R01-D07012014-T130049-ML638_250_0.npy,092
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P598-Fg016-V-C01-R01-D07012014-T134836-ML638_0_0.npy,042
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P598-Fg022-V-C01-R01-D07012014-T143617-ML638_0_1250.npy,038
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P598-Fg025-V-C01-R01-D07012014-T145914-ML638_0_250.npy,061
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P598-Fg028-V-C01-R01-D08012014-T091113-ML638_0_0.npy,034
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P598-Fg029-V-C01-R01-D08012014-T091929-ML638_250_0.npy,032
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P598-Fg031-V-C01-R01-D08012014-T093535-ML638_250_750.npy,090
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P590-Fg002-V-C01-R01-D13022013-T140623-ML638_750_1250.npy,089
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P590-Fg003-V-C01-R01-D13022013-T141451-ML638_0_750.npy,067
P589-Fg001-V-C01-R01-D12022013-T111114-ML638_0_0,P590-Fg010-V-C01-R01-D13022013-T151327-ML638_0_0.npy,055
