P590Fg030_0_P597Fg005_1,P590Fg030_P597Fg005,16,7,7,"[[True, 0, 2], [True, 1, 2], [True, 2, 2], [True, 3, 1], [True, 4, 1], [True, 5, 1], [True, 6, 1]]"
P590Fg030_0_P597Fg013_1,P590Fg030_P597Fg013,19,7,7,"[[True, 0, 2], [True, 1, 2], [True, 2, 2], [True, 3, 2], [True, 4, 1], [True, 5, 1], [True, 6, 1]]"
P590Fg030_0_P597Fg020_1,P590Fg030_P597Fg020,7,5,7,"[[True, 4, 0], [True, 4, 1], [True, 5, 0], [True, 5, 1], [True, 6, 0], [True, 6, 1]]"
P590Fg030_0_P598Fg009_1,P590Fg030_P598Fg009,21,11,7,"[[True, 1, 3], [True, 2, 2], [True, 2, 3], [True, 3, 2], [True, 3, 3], [True, 4, 1], [True, 5, 0], [True, 5, 1], [True, 5, 6], [True, 6, 1], [True, 6, 6]]"
P590Fg031_0_P593Fg001_0,P590Fg031_P593Fg001,29,9,7,"[[False, 1, 3], [False, 1, 6], [False, 1, 7], [False, 1, 8], [False, 1, 10], [False, 2, 2], [False, 2, 3], [False, 2, 4], [False, 2, 5], [False, 3, 6], [False, 3, 7], [False, 3, 8], [False, 3, 10]]"
P593Fg001_0_P593Fg011_1,P593Fg001_P593Fg011,24,6,7,"[[True, 0, 1], [True, 2, 1], [True, 4, 0], [True, 5, 1], [True, 6, 1], [True, 7, 1], [True, 8, 0], [True, 9, 0]]"
P593Fg001_0_P597Fg005_1,P593Fg001_P597Fg005,21,6,7,"[[True, 0, 2], [True, 1, 1], [True, 2, 1], [True, 3, 1], [True, 6, 1], [True, 8, 2], [True, 9, 2], [True, 10, 1]]"
P593Fg001_0_P598Fg005_1,P593Fg001_P598Fg005,20,6,7,"[[True, 0, 4], [True, 2, 4], [True, 4, 3], [True, 5, 4], [True, 6, 4], [True, 7, 4], [True, 8, 3], [True, 9, 3]]"
P593Fg001_0_P598Fg035_1,P593Fg001_P598Fg035,22,7,7,"[[True, 0, 1], [True, 0, 2], [True, 2, 2], [True, 5, 1], [True, 5, 2], [True, 7, 1], [True, 7, 2], [True, 8, 1], [True, 8, 2], [True, 9, 1]]"
P593Fg001_0_P598Fg036_1,P593Fg001_P598Fg036,19,5,7,"[[True, 2, 1], [True, 5, 1], [True, 6, 1], [True, 7, 1], [True, 8, 0], [True, 9, 0], [True, 10, 1]]"
P593Fg016_0_P596Fg081_1,P593Fg016_P596Fg081,14,7,7,"[[True, 0, 0], [True, 0, 1], [True, 1, 0], [True, 1, 1], [True, 2, 0], [True, 2, 1], [True, 3, 2]]"
P593Fg016_0_P598Fg032_1,P593Fg016_P598Fg032,9,6,7,"[[True, 0, 0], [True, 0, 1], [True, 1, 0], [True, 1, 1], [True, 2, 0], [True, 2, 1]]"
P597Fg026_1_P598Fg002_0,P597Fg026_P598Fg002,8,6,7,"[[True, 0, 8], [True, 0, 9], [True, 1, 8], [True, 1, 9], [True, 2, 8], [True, 2, 9]]"
P589Fg005_0_P598Fg009_1,P589Fg005_P598Fg009,16,7,6,"[[True, 0, 4], [True, 0, 7], [True, 0, 9], [True, 1, 2], [True, 1, 3], [True, 2, 2], [True, 2, 3]]"
P589Fg006_1_P590Fg009_0,P589Fg006_P590Fg009,14,4,6,"[[True, 1, 2], [True, 2, 1], [True, 4, 1], [True, 5, 2], [True, 6, 1]]"
P589Fg006_1_P590Fg023_1,P589Fg006_P590Fg023,14,6,6,"[[False, 0, 0], [False, 0, 1], [False, 1, 2], [False, 4, 0], [False, 4, 1], [False, 5, 1], [False, 7, 0], [False, 7, 1]]"
P589Fg006_1_P590Fg029_1,P589Fg006_P590Fg029,16,7,6,"[[False, 0, 0], [False, 0, 1], [False, 0, 2], [False, 4, 0], [False, 4, 1], [False, 5, 1], [False, 5, 2], [False, 7, 0], [False, 7, 1]]"
P589Fg006_1_P593Fg002_0,P589Fg006_P593Fg002,18,8,6,"[[True, 0, 0], [True, 0, 2], [True, 1, 0], [True, 2, 1], [True, 4, 1], [True, 4, 2], [True, 5, 0], [True, 5, 2], [True, 7, 1], [True, 7, 2]]"
P589Fg006_1_P593Fg004_0,P589Fg006_P593Fg004,18,6,6,"[[True, 0, 1], [True, 0, 2], [True, 1, 0], [True, 1, 1], [True, 1, 2], [True, 5, 1], [True, 5, 2]]"
P589Fg006_1_P593Fg013_1,P589Fg006_P593Fg013,27,6,6,"[[False, 0, 3], [False, 2, 1], [False, 2, 2], [False, 4, 1], [False, 4, 2], [False, 4, 3], [False, 5, 3], [False, 7, 1], [False, 7, 2], [False, 7, 3]]"
P589Fg006_1_P593Fg018_0,P589Fg006_P593Fg018,15,6,6,"[[True, 0, 1], [True, 0, 2], [True, 4, 1], [True, 4, 2], [True, 5, 1], [True, 5, 2], [True, 7, 1], [True, 7, 2]]"
P589Fg006_1_P596Fg034_0,P589Fg006_P596Fg034,8,6,6,"[[True, 0, 0], [True, 0, 1], [True, 4, 0], [True, 4, 1], [True, 5, 0], [True, 5, 1], [True, 7, 0], [True, 7, 1]]"
P589Fg012_1_P598Fg005_0,P589Fg012_P598Fg005,6,4,6,"[[True, 1, 2], [True, 2, 3], [True, 3, 2], [True, 4, 3]]"
P590Fg008_1_P598Fg005_0,P590Fg008_P598Fg005,9,6,6,"[[True, 1, 1], [True, 1, 3], [True, 2, 1], [True, 3, 1], [True, 4, 2], [True, 5, 3]]"
P590Fg026_1_P593Fg003_1,P590Fg026_P593Fg003,10,7,6,"[[False, 1, 0], [False, 1, 1], [False, 1, 2], [False, 2, 3], [False, 3, 3], [False, 3, 4], [False, 4, 3]]"
P590Fg026_1_P598Fg007_0,P590Fg026_P598Fg007,12,6,6,"[[True, 1, 3], [True, 1, 4], [True, 1, 5], [True, 2, 2], [True, 3, 2], [True, 4, 2]]"
P590Fg028_0_P593Fg004_1,P590Fg028_P593Fg004,15,6,6,"[[True, 1, 1], [True, 1, 2], [True, 2, 1], [True, 2, 2], [True, 4, 2], [True, 5, 1], [True, 5, 2]]"
P590Fg028_0_P596Fg001_1,P590Fg028_P596Fg001,16,10,6,"[[True, 2, 0], [True, 2, 1], [True, 2, 2], [True, 2, 3], [True, 4, 0], [True, 4, 1], [True, 4, 2], [True, 4, 3], [True, 5, 0], [True, 5, 1], [True, 5, 2], [True, 5, 3]]"
P590Fg029_1_P597Fg003_0,P590Fg029_P597Fg003,7,5,6,"[[True, 0, 1], [True, 0, 2], [True, 1, 1], [True, 1, 2], [True, 2, 0]]"
P590Fg030_0_P596Fg005_1,P590Fg030_P596Fg005,13,6,6,"[[True, 0, 0], [True, 1, 0], [True, 3, 1], [True, 4, 2], [True, 5, 2], [True, 6, 1], [True, 6, 2]]"
P590Fg030_0_P597Fg025_0,P590Fg030_P597Fg025,10,6,6,"[[False, 1, 1], [False, 2, 1], [False, 3, 1], [False, 4, 2], [False, 5, 2], [False, 6, 2]]"
P590Fg030_0_P598Fg006_1,P590Fg030_P598Fg006,11,8,6,"[[True, 0, 4], [True, 1, 4], [True, 1, 5], [True, 2, 2], [True, 2, 4], [True, 2, 5], [True, 3, 2], [True, 3, 5]]"
P590Fg031_0_P596Fg001_1,P590Fg031_P596Fg001,10,7,6,"[[True, 1, 0], [True, 1, 1], [True, 1, 2], [True, 1, 3], [True, 3, 0], [True, 3, 1], [True, 3, 2], [True, 3, 3]]"
P590Fg035_0_P598Fg009_1,P590Fg035_P598Fg009,22,10,6,"[[True, 0, 4], [True, 0, 5], [True, 0, 9], [True, 1, 1], [True, 1, 6], [True, 2, 0], [True, 2, 1], [True, 3, 0], [True, 3, 1], [True, 4, 0]]"
P593Fg001_1_P596Fg012_0,P593Fg001_P596Fg012,19,7,6,"[[True, 0, 1], [True, 1, 1], [True, 2, 1], [True, 3, 1], [True, 4, 1], [True, 5, 1], [True, 6, 1]]"
P593Fg001_0_P596Fg081_1,P593Fg001_P596Fg081,29,11,6,"[[True, 0, 0], [True, 0, 1], [True, 1, 2], [True, 2, 2], [True, 5, 0], [True, 6, 2], [True, 7, 0], [True, 8, 0], [True, 8, 1], [True, 9, 0], [True, 9, 1], [True, 10, 2]]"
P593Fg001_1_P596Fg085_0,P593Fg001_P596Fg085,12,7,6,"[[True, 0, 0], [True, 1, 0], [True, 2, 0], [True, 3, 0], [True, 4, 0], [True, 5, 0], [True, 6, 0]]"
P593Fg001_0_P597Fg007_1,P593Fg001_P597Fg007,14,6,6,"[[True, 0, 0], [True, 0, 1], [True, 2, 0], [True, 5, 0], [True, 6, 0], [True, 7, 0], [True, 8, 1], [True, 9, 1]]"
P593Fg001_0_P597Fg060_1,P593Fg001_P597Fg060,18,5,6,"[[True, 1, 2], [True, 3, 2], [True, 4, 0], [True, 4, 1], [True, 8, 1], [True, 9, 1], [True, 10, 2]]"
P593Fg001_0_P598Fg009_0,P593Fg001_P598Fg009,46,4,6,"[[False, 0, 6], [False, 1, 7], [False, 3, 7], [False, 5, 6], [False, 7, 6], [False, 8, 6], [False, 9, 6], [False, 10, 7]]"
P593Fg001_0_P598Fg019_0,P593Fg001_P598Fg019,26,5,6,"[[False, 0, 1], [False, 1, 2], [False, 2, 2], [False, 6, 2], [False, 8, 1], [False, 9, 1], [False, 10, 2]]"
P593Fg001_1_P598Fg022_1,P593Fg001_P598Fg022,16,7,6,"[[False, 0, 0], [False, 1, 0], [False, 2, 0], [False, 3, 0], [False, 4, 0], [False, 5, 0], [False, 6, 0]]"
P593Fg003_1_P597Fg003_0,P593Fg003_P597Fg003,10,5,6,"[[True, 1, 1], [True, 2, 1], [True, 2, 2], [True, 3, 1], [True, 3, 2]]"
P593Fg015_0_P596Fg081_1,P593Fg015_P596Fg081,13,6,6,"[[True, 0, 2], [True, 1, 0], [True, 2, 0], [True, 2, 1], [True, 3, 0], [True, 3, 1]]"
P593Fg015_0_P597Fg026_1,P593Fg015_P597Fg026,13,8,6,"[[True, 0, 0], [True, 0, 2], [True, 1, 0], [True, 1, 2], [True, 2, 0], [True, 2, 1], [True, 3, 0], [True, 3, 1]]"
P593Fg015_0_P598Fg032_1,P593Fg015_P598Fg032,6,5,6,"[[True, 1, 0], [True, 2, 0], [True, 2, 1], [True, 3, 0], [True, 3, 1]]"
P593Fg016_1_P598Fg009_0,P593Fg016_P598Fg009,19,4,6,"[[True, 0, 6], [True, 1, 7], [True, 2, 6], [True, 3, 7]]"
P593Fg016_1_P598Fg012_0,P593Fg016_P598Fg012,9,4,6,"[[True, 0, 0], [True, 1, 1], [True, 2, 2], [True, 3, 1]]"
P593Fg016_1_P598Fg020_0,P593Fg016_P598Fg020,8,5,6,"[[True, 0, 0], [True, 1, 1], [True, 2, 2], [True, 3, 1], [True, 3, 3]]"
P596Fg001_1_P598Fg013_0,P596Fg001_P598Fg013,7,4,6,"[[True, 0, 1], [True, 1, 0], [True, 2, 1], [True, 3, 0]]"
P598Fg007_0_P598Fg035_1,P598Fg007_P598Fg035,13,5,6,"[[True, 0, 1], [True, 0, 2], [True, 1, 2], [True, 4, 1], [True, 4, 2], [True, 5, 2]]"
P589Fg002_1_P590Fg030_0,P589Fg002_P590Fg030,22,6,5,"[[True, 2, 4], [True, 3, 0], [True, 3, 1], [True, 3, 2], [True, 3, 3], [True, 4, 5], [True, 5, 1]]"
P589Fg003_1_P590Fg006_0,P589Fg003_P590Fg006,6,4,5,"[[True, 2, 1], [True, 3, 1], [True, 3, 2], [True, 4, 0], [True, 4, 2]]"
P589Fg004_0_P590Fg002_1,P589Fg004_P590Fg002,12,5,5,"[[True, 0, 1], [True, 1, 1], [True, 2, 1], [True, 3, 1], [True, 3, 2]]"
P589Fg004_0_P596Fg055_1,P589Fg004_P596Fg055,4,4,5,"[[True, 0, 2], [True, 1, 1], [True, 2, 2], [True, 3, 2]]"
P589Fg004_0_P596Fg081_1,P589Fg004_P596Fg081,10,5,5,"[[True, 0, 0], [True, 0, 1], [True, 2, 0], [True, 2, 1], [True, 3, 0], [True, 3, 1]]"
P589Fg004_0_P597Fg026_1,P589Fg004_P597Fg026,14,10,5,"[[True, 0, 0], [True, 0, 1], [True, 0, 2], [True, 1, 0], [True, 1, 2], [True, 2, 0], [True, 2, 1], [True, 2, 2], [True, 3, 0], [True, 3, 1]]"
P589Fg005_0_P597Fg026_1,P589Fg005_P597Fg026,8,5,5,"[[True, 1, 0], [True, 1, 1], [True, 1, 2], [True, 2, 0], [True, 2, 1]]"
P589Fg006_0_P590Fg005_1,P589Fg006_P590Fg005,14,4,5,"[[True, 2, 1], [True, 3, 0], [True, 3, 1], [True, 4, 1], [True, 5, 1]]"
P589Fg006_1_P590Fg015_0,P589Fg006_P590Fg015,22,7,5,"[[True, 0, 0], [True, 2, 1], [True, 2, 2], [True, 4, 0], [True, 4, 1], [True, 4, 2], [True, 4, 3], [True, 7, 0], [True, 7, 2], [True, 7, 3]]"
P589Fg006_1_P590Fg016_0,P589Fg006_P590Fg016,14,4,5,"[[True, 0, 1], [True, 0, 2], [True, 1, 2], [True, 4, 1], [True, 5, 2], [True, 7, 1]]"
P589Fg006_0_P590Fg026_1,P589Fg006_P590Fg026,25,12,5,"[[True, 2, 1], [True, 2, 2], [True, 2, 3], [True, 2, 4], [True, 3, 0], [True, 4, 1], [True, 4, 2], [True, 4, 3], [True, 4, 4], [True, 5, 1], [True, 5, 2], [True, 5, 3], [True, 5, 4]]"
P589Fg006_0_P590Fg030_1,P589Fg006_P590Fg030,32,4,5,"[[True, 2, 1], [True, 3, 1], [True, 3, 2], [True, 4, 1], [True, 5, 1]]"
P589Fg006_1_P593Fg012_0,P589Fg006_P593Fg012,8,4,5,"[[True, 0, 0], [True, 1, 0], [True, 2, 1], [True, 5, 0], [True, 6, 1]]"
P589Fg006_0_P596Fg011_1,P589Fg006_P596Fg011,7,3,5,"[[True, 2, 0], [True, 3, 1], [True, 4, 0], [True, 5, 0]]"
P589Fg006_0_P596Fg012_1,P589Fg006_P596Fg012,11,3,5,"[[True, 2, 1], [True, 3, 0], [True, 4, 1], [True, 5, 1]]"
P589Fg006_1_P597Fg003_0,P589Fg006_P597Fg003,14,5,5,"[[True, 0, 1], [True, 0, 2], [True, 4, 1], [True, 4, 2], [True, 5, 2], [True, 7, 1], [True, 7, 2]]"
P589Fg006_1_P597Fg006_0,P589Fg006_P597Fg006,18,4,5,"[[True, 0, 3], [True, 1, 3], [True, 2, 2], [True, 4, 2], [True, 5, 3], [True, 7, 2]]"
P589Fg006_0_P597Fg006_1,P589Fg006_P597Fg006,18,3,5,"[[True, 2, 2], [True, 3, 3], [True, 4, 2], [True, 5, 2]]"
P589Fg006_1_P597Fg023_1,P589Fg006_P597Fg023,9,4,5,"[[False, 0, 0], [False, 1, 0], [False, 2, 1], [False, 5, 0], [False, 6, 1]]"
P589Fg006_0_P597Fg023_1,P589Fg006_P597Fg023,9,3,5,"[[True, 2, 1], [True, 3, 0], [True, 4, 1], [True, 5, 1]]"
P589Fg006_0_P597Fg025_1,P589Fg006_P597Fg025,10,3,5,"[[True, 2, 1], [True, 3, 2], [True, 4, 1], [True, 5, 1]]"
P589Fg006_0_P597Fg060_1,P589Fg006_P597Fg060,14,3,5,"[[True, 2, 1], [True, 3, 0], [True, 4, 1], [True, 5, 1]]"
P589Fg006_0_P598Fg012_1,P589Fg006_P598Fg012,19,4,5,"[[True, 3, 0], [True, 3, 1], [True, 4, 1], [True, 5, 0], [True, 5, 1]]"
P589Fg006_0_P598Fg017_1,P589Fg006_P598Fg017,11,3,5,"[[True, 2, 0], [True, 3, 1], [True, 4, 0], [True, 5, 0]]"
P589Fg006_1_P598Fg021_1,P589Fg006_P598Fg021,8,4,5,"[[False, 0, 0], [False, 1, 0], [False, 2, 1], [False, 5, 0], [False, 6, 1]]"
P589Fg006_0_P598Fg030_1,P589Fg006_P598Fg030,14,3,5,"[[True, 2, 0], [True, 3, 1], [True, 4, 0], [True, 5, 0]]"
P589Fg010_1_P593Fg003_1,P589Fg010_P593Fg003,11,6,5,"[[False, 1, 3], [False, 1, 4], [False, 2, 0], [False, 2, 1], [False, 2, 2], [False, 3, 3], [False, 3, 4]]"
P590Fg002_1_P593Fg003_1,P590Fg002_P593Fg003,15,5,5,"[[False, 1, 0], [False, 1, 1], [False, 1, 2], [False, 2, 3], [False, 2, 4]]"
P590Fg004_0_P593Fg016_1,P590Fg004_P593Fg016,7,5,5,"[[True, 0, 2], [True, 1, 0], [True, 1, 1], [True, 1, 2], [True, 1, 3]]"
P590Fg006_0_P597Fg007_1,P590Fg006_P597Fg007,4,4,5,"[[True, 0, 0], [True, 0, 1], [True, 1, 1], [True, 2, 0]]"
P590Fg008_1_P593Fg018_0,P590Fg008_P593Fg018,8,6,5,"[[True, 0, 0], [True, 1, 1], [True, 1, 2], [True, 2, 1], [True, 3, 1], [True, 3, 2]]"
P590Fg008_1_P598Fg010_0,P590Fg008_P598Fg010,11,5,5,"[[True, 1, 1], [True, 2, 1], [True, 2, 2], [True, 3, 1], [True, 5, 0], [True, 5, 1]]"
P590Fg015_1_P590Fg035_0,P590Fg015_P590Fg035,21,6,5,"[[True, 0, 0], [True, 1, 4], [True, 2, 3], [True, 2, 4], [True, 3, 1], [True, 3, 2]]"
P590Fg015_1_P593Fg001_0,P590Fg015_P593Fg001,55,15,5,"[[True, 0, 9], [True, 1, 1], [True, 1, 2], [True, 1, 3], [True, 1, 4], [True, 1, 5], [True, 1, 6], [True, 1, 8], [True, 1, 10], [True, 2, 1], [True, 2, 2], [True, 2, 5], [True, 2, 6], [True, 2, 7], [True, 2, 8]]"
P590Fg015_0_P593Fg002_1,P590Fg015_P593Fg002,16,5,5,"[[True, 0, 2], [True, 0, 3], [True, 1, 2], [True, 1, 3], [True, 3, 2], [True, 3, 3]]"
P590Fg015_0_P593Fg004_1,P590Fg015_P593Fg004,13,5,5,"[[True, 0, 1], [True, 0, 2], [True, 1, 1], [True, 1, 2], [True, 3, 1], [True, 3, 2]]"
P590Fg015_0_P593Fg006_1,P590Fg015_P593Fg006,6,5,5,"[[True, 0, 1], [True, 1, 1], [True, 2, 0], [True, 2, 1], [True, 3, 1]]"
