fragmanetAndSide,fragment,class,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
PX303Fg006_5X4_2X3_1_PX303Fg006_5X4_3X3_1,PX303Fg006_5X4_2X3_PX303Fg006_5X4_3X3,0,35,2,2,0,0,"[[False, 0, 0], [False, 1, 0]]","[[1584, 250, 782, 0], [1584, 0, 782, 0]]",[]
PX303Fg006_5X4_0X1_0_PX303Fg006_5X4_1X1_0,PX303Fg006_5X4_0X1_PX303Fg006_5X4_1X1,0,34,2,2,2,1,"[[False, 0, 1], [False, 1, 1]]","[[50, 250, 50, 250], [50, 0, 50, 250]]",[]
PX303Fg006_5X3_1X1_1_PX303Fg006_5X3_2X1_0,PX303Fg006_5X3_1X1_PX303Fg006_5X3_2X1,1,48,40,39,12,6,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 2], [False, 2, 2], [False, 2, 2], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 5]]","[[1002, 0, 50, 0], [1002, 0, 50, 50], [1002, 100, 50, 100], [1002, 100, 50, 150], [1002, 1100, 50, 1100], [1002, 1100, 50, 1150], [1002, 250, 50, 0], [1002, 1150, 50, 1150], [1002, 1150, 50, 1200], [1002, 1200, 50, 1200], [1002, 1200, 50, 1250], [1002, 130, 50, 130], [1002, 0, 50, 250], [1002, 130, 50, 180], [1002, 150, 50, 150], [1002, 150, 50, 200], [1002, 170, 50, 170], [1002, 170, 50, 220], [1002, 180, 50, 180], [1002, 200, 50, 200], [1002, 200, 50, 250], [1002, 220, 50, 220], [1002, 220, 50, 270], [1002, 250, 50, 250], [1002, 250, 50, 300], [1002, 270, 50, 270], [1002, 300, 50, 300], [1002, 300, 50, 350], [1002, 350, 50, 350], [1002, 350, 50, 400], [1002, 400, 50, 400], [1002, 400, 50, 450], [1002, 450, 50, 450], [1002, 450, 50, 500], [1002, 50, 50, 100], [1002, 50, 50, 50], [1002, 500, 50, 500], [1002, 500, 50, 550], [1002, 80, 50, 130], [1002, 80, 50, 80]]",[]
PX303Fg006_5X3_3X1_1_PX303Fg006_5X3_4X1_0,PX303Fg006_5X3_3X1_PX303Fg006_5X3_4X1,1,71,59,59,56,28,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4]]","[[653, 0, 50, 0], [653, 0, 50, 50], [653, 100, 50, 100], [653, 100, 50, 150], [653, 1000, 50, 1000], [653, 1000, 50, 1050], [653, 1050, 50, 1050], [653, 130, 50, 130], [653, 0, 50, 250], [653, 130, 50, 180], [653, 150, 50, 150], [653, 150, 50, 200], [653, 170, 50, 170], [653, 170, 50, 220], [653, 180, 50, 180], [653, 200, 50, 200], [653, 200, 50, 250], [653, 220, 50, 220], [653, 220, 50, 270], [653, 250, 50, 250], [653, 250, 50, 300], [653, 270, 50, 270], [653, 300, 50, 300], [653, 300, 50, 350], [653, 350, 50, 350], [653, 350, 50, 400], [653, 400, 50, 400], [653, 400, 50, 450], [653, 430, 50, 430], [653, 450, 50, 450], [653, 450, 50, 500], [653, 50, 50, 100], [653, 50, 50, 50], [653, 500, 50, 500], [653, 500, 50, 550], [653, 520, 50, 520], [653, 250, 50, 0], [653, 550, 50, 550], [653, 550, 50, 600], [653, 600, 50, 600], [653, 600, 50, 650], [653, 650, 50, 650], [653, 650, 50, 700], [653, 700, 50, 700], [653, 700, 50, 750], [653, 750, 50, 750], [653, 750, 50, 800], [653, 80, 50, 130], [653, 80, 50, 80], [653, 800, 50, 800], [653, 800, 50, 850], [653, 850, 50, 850], [653, 850, 50, 900], [653, 880, 50, 880], [653, 900, 50, 900], [653, 900, 50, 950], [653, 950, 50, 1000], [653, 950, 50, 950], [653, 970, 50, 970]]",[]
PX303Fg006_6X4_0X3_1_PX303Fg006_6X4_3X3_1,PX303Fg006_6X4_0X3_PX303Fg006_6X4_3X3,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[573, 250, 726, 250], [573, 250, 726, 0], [573, 0, 726, 250], [573, 0, 726, 0]]",[]
PX303Fg006_5X3_2X2_0_PX303Fg006_5X3_3X2_1,PX303Fg006_5X3_2X2_PX303Fg006_5X3_3X2,0,66,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 646, 0], [50, 250, 646, 250], [50, 0, 646, 0], [50, 0, 646, 250]]",[]
PX303Fg006_4X4_0X1_0_PX303Fg006_4X4_2X3_0,PX303Fg006_4X4_0X1_PX303Fg006_4X4_2X3,0,6,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_6X3_3X1_0_PX303Fg006_6X3_5X2_1,PX303Fg006_6X3_3X1_PX303Fg006_6X3_5X2,0,12,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 407, 0], [50, 0, 407, 250]]",[]
PX303Fg006_5X4_1X0_0_PX303Fg006_5X4_3X2_1,PX303Fg006_5X4_1X0_PX303Fg006_5X4_3X2,0,6,1,1,0,0,"[[False, 1, 0]]","[[50, 250, 731, 0]]",[]
PX303Fg006_5X3_1X0_0_PX303Fg006_5X3_3X2_0,PX303Fg006_5X3_1X0_PX303Fg006_5X3_3X2,0,12,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_2X0_1,PX303Fg006_5X4_0X3_PX303Fg006_5X4_2X0,0,8,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[808, 250, 1175, 250], [808, 0, 1175, 250]]",[]
PX303Fg006_6X3_2X0_1_PX303Fg006_6X3_3X0_0,PX303Fg006_6X3_2X0_PX303Fg006_6X3_3X0,1,18,14,14,8,4,"[[False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2]]","[[750, 150, 50, 150], [750, 200, 50, 200], [750, 250, 50, 250], [750, 300, 50, 300], [750, 350, 50, 350], [750, 400, 50, 400], [750, 430, 50, 430], [750, 450, 50, 450], [750, 0, 50, 250], [750, 500, 50, 500], [750, 520, 50, 520], [750, 550, 50, 550], [750, 600, 50, 600], [750, 650, 50, 650]]",[]
PX303Fg006_4X3_0X2_1_PX303Fg006_4X3_2X1_1,PX303Fg006_4X3_0X2_PX303Fg006_4X3_2X1,0,9,1,1,0,0,"[[False, 0, 0]]","[[666, 0, 954, 0]]",[]
PX303Fg006_5X3_0X2_0_PX303Fg006_5X3_1X1_1,PX303Fg006_5X3_0X2_PX303Fg006_5X3_1X1,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1002, 250], [50, 250, 1002, 0], [50, 0, 1002, 250], [50, 0, 1002, 0]]",[]
PX303Fg006_6X3_1X1_1_PX303Fg006_6X3_2X1_0,PX303Fg006_6X3_1X1_PX303Fg006_6X3_2X1,1,35,31,31,0,0,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1]]","[[730, 0, 50, 0], [730, 0, 50, 50], [730, 100, 50, 100], [730, 100, 50, 150], [730, 250, 50, 0], [730, 130, 50, 130], [730, 130, 50, 180], [730, 150, 50, 150], [730, 0, 50, 250], [730, 150, 50, 200], [730, 170, 50, 170], [730, 170, 50, 220], [730, 180, 50, 180], [730, 200, 50, 200], [730, 200, 50, 250], [730, 220, 50, 220], [730, 220, 50, 270], [730, 250, 50, 250], [730, 250, 50, 300], [730, 270, 50, 270], [730, 300, 50, 300], [730, 300, 50, 350], [730, 350, 50, 350], [730, 350, 50, 400], [730, 400, 50, 400], [730, 400, 50, 450], [730, 450, 50, 450], [730, 50, 50, 100], [730, 50, 50, 50], [730, 80, 50, 130], [730, 80, 50, 80]]",[]
PX303Fg006_5X4_1X0_0_PX303Fg006_5X4_3X0_0,PX303Fg006_5X4_1X0_PX303Fg006_5X4_3X0,0,8,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_6X3_3X0_1_PX303Fg006_6X3_5X2_0,PX303Fg006_6X3_3X0_PX303Fg006_6X3_5X2,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[942, 250, 50, 250], [942, 250, 50, 0], [942, 0, 50, 250], [942, 0, 50, 0]]",[]
PX303Fg006_4X4_1X0_1_PX303Fg006_4X4_3X0_0,PX303Fg006_4X4_1X0_PX303Fg006_4X4_3X0,0,9,2,2,0,0,"[[False, 0, 0], [False, 1, 0]]","[[1330, 250, 50, 0], [1330, 0, 50, 0]]",[]
PX303Fg006_6X3_0X2_0_PX303Fg006_6X3_5X0_1,PX303Fg006_6X3_0X2_PX303Fg006_6X3_5X0,0,12,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 667, 0], [50, 250, 667, 250], [50, 0, 667, 0], [50, 0, 667, 250]]",[]
PX303Fg006_6X4_3X2_1_PX303Fg006_6X4_5X2_1,PX303Fg006_6X4_3X2_PX303Fg006_6X4_5X2,0,4,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[843, 0, 1011, 250], [843, 0, 1011, 0]]",[]
PX303Fg006_4X4_2X3_0_PX303Fg006_4X4_3X0_1,PX303Fg006_4X4_2X3_PX303Fg006_4X4_3X0,0,9,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1249, 250], [50, 250, 1249, 0], [50, 0, 1249, 250], [50, 0, 1249, 0]]",[]
PX303Fg006_6X4_3X1_1_PX303Fg006_6X4_4X1_0,PX303Fg006_6X4_3X1_PX303Fg006_6X4_4X1,1,30,20,20,0,0,"[[False, 0, 1], [False, 0, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2]]","[[978, 200, 50, 250], [978, 250, 50, 250], [978, 250, 50, 300], [978, 300, 50, 300], [978, 0, 50, 250], [978, 300, 50, 350], [978, 350, 50, 350], [978, 350, 50, 400], [978, 400, 50, 400], [978, 400, 50, 450], [978, 430, 50, 430], [978, 450, 50, 450], [978, 450, 50, 500], [978, 500, 50, 500], [978, 500, 50, 550], [978, 520, 50, 520], [978, 550, 50, 550], [978, 550, 50, 600], [978, 600, 50, 600], [978, 600, 50, 650]]",[]
PX303Fg006_4X4_1X0_1_PX303Fg006_4X4_2X3_1,PX303Fg006_4X4_1X0_PX303Fg006_4X4_2X3,0,9,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[1330, 250, 1273, 250], [1330, 0, 1273, 250]]",[]
PX303Fg006_5X3_0X1_0_PX303Fg006_5X3_1X1_1,PX303Fg006_5X3_0X1_PX303Fg006_5X3_1X1,0,34,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 1002, 250], [50, 0, 1002, 0]]",[]
PX303Fg006_6X4_3X3_0_PX303Fg006_6X4_5X1_1,PX303Fg006_6X4_3X3_PX303Fg006_6X4_5X1,0,8,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 939, 0], [50, 250, 939, 250], [50, 0, 939, 0], [50, 0, 939, 250]]",[]
PX303Fg006_5X3_0X2_1_PX303Fg006_5X3_2X2_1,PX303Fg006_5X3_0X2_PX303Fg006_5X3_2X2,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[749, 0, 1539, 250], [749, 0, 1539, 0], [749, 250, 1539, 250], [749, 250, 1539, 0]]",[]
PX303Fg006_6X4_2X3_0_PX303Fg006_6X4_3X3_0,PX303Fg006_6X4_2X3_PX303Fg006_6X4_3X3,0,56,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_6X3_2X2_0_PX303Fg006_6X3_4X2_1,PX303Fg006_6X3_2X2_PX303Fg006_6X3_4X2,0,4,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1354, 0], [50, 250, 1354, 250], [50, 0, 1354, 0], [50, 0, 1354, 250]]",[]
PX303Fg006_5X4_1X1_0_PX303Fg006_5X4_3X0_1,PX303Fg006_5X4_1X1_PX303Fg006_5X4_3X0,0,8,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 826, 250], [50, 250, 826, 0]]",[]
PX303Fg006_6X3_3X1_0_PX303Fg006_6X3_5X1_0,PX303Fg006_6X3_3X1_PX303Fg006_6X3_5X1,0,9,1,1,0,0,"[[False, 0, 0]]","[[50, 0, 50, 0]]",[]
PX303Fg006_4X4_0X3_0_PX303Fg006_4X4_2X3_0,PX303Fg006_4X4_0X3_PX303Fg006_4X4_2X3,0,12,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_6X4_3X2_1_PX303Fg006_6X4_4X2_0,PX303Fg006_6X4_3X2_PX303Fg006_6X4_4X2,1,13,13,13,10,5,"[[False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2]]","[[843, 400, 50, 400], [843, 450, 50, 400], [843, 450, 50, 450], [843, 500, 50, 450], [843, 500, 50, 500], [843, 550, 50, 500], [843, 550, 50, 550], [843, 600, 50, 550], [843, 600, 50, 600], [843, 650, 50, 600], [843, 650, 50, 650], [843, 700, 50, 650], [843, 700, 50, 700]]",[]
PX303Fg006_4X4_1X0_1_PX303Fg006_4X4_3X0_1,PX303Fg006_4X4_1X0_PX303Fg006_4X4_3X0,0,9,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1330, 250, 1249, 250], [1330, 250, 1249, 0], [1330, 0, 1249, 250], [1330, 0, 1249, 0]]",[]
PX303Fg006_4X3_2X0_1_PX303Fg006_4X3_3X1_1,PX303Fg006_4X3_2X0_PX303Fg006_4X3_3X1,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1146, 250, 1517, 250], [1146, 250, 1517, 0], [1146, 0, 1517, 250], [1146, 0, 1517, 0]]",[]
PX303Fg006_6X4_1X0_1_PX303Fg006_6X4_4X3_0,PX303Fg006_6X4_1X0_PX303Fg006_6X4_4X3,0,4,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[798, 250, 50, 250], [798, 0, 50, 250]]",[]
PX303Fg006_5X4_3X1_0_PX303Fg006_5X4_4X0_1,PX303Fg006_5X4_3X1_PX303Fg006_5X4_4X0,0,4,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 979, 250], [50, 250, 979, 0]]",[]
PX303Fg006_6X4_3X3_0_PX303Fg006_6X4_5X0_1,PX303Fg006_6X4_3X3_PX303Fg006_6X4_5X0,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 709, 250], [50, 250, 709, 0], [50, 0, 709, 250], [50, 0, 709, 0]]",[]
PX303Fg006_6X4_1X3_0_PX303Fg006_6X4_4X1_1,PX303Fg006_6X4_1X3_PX303Fg006_6X4_4X1,0,12,8,8,14,7,"[[False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 1, 0], [False, 1, 0], [False, 1, 1], [False, 1, 1]]","[[50, 250, 814, 250], [50, 250, 814, 0], [50, 0, 814, 250], [50, 0, 814, 0], [212, 250, 814, 250], [212, 250, 814, 0], [212, 0, 814, 250], [212, 0, 814, 0]]",[]
PX303Fg006_5X3_0X2_1_PX303Fg006_5X3_4X2_0,PX303Fg006_5X3_0X2_PX303Fg006_5X3_4X2,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[749, 0, 50, 0], [749, 0, 50, 250], [749, 250, 50, 0], [749, 250, 50, 250]]",[]
PX303Fg006_5X4_1X3_0_PX303Fg006_5X4_4X2_1,PX303Fg006_5X4_1X3_PX303Fg006_5X4_4X2,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 868, 250], [50, 250, 868, 0], [50, 0, 868, 250], [50, 0, 868, 0]]",[]
PX303Fg006_5X4_3X2_1_PX303Fg006_5X4_4X0_0,PX303Fg006_5X4_3X2_PX303Fg006_5X4_4X0,0,12,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[731, 0, 50, 250], [731, 0, 50, 0]]",[]
PX303Fg006_4X3_2X1_0_PX303Fg006_4X3_3X0_1,PX303Fg006_4X3_2X1_PX303Fg006_4X3_3X0,0,6,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1316, 250], [50, 250, 1316, 0], [50, 0, 1316, 250], [50, 0, 1316, 0]]",[]
PX303Fg006_5X3_3X2_1_PX303Fg006_5X3_4X2_1,PX303Fg006_5X3_3X2_PX303Fg006_5X3_4X2,0,55,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[646, 0, 870, 0], [646, 0, 870, 250], [646, 250, 870, 0], [646, 250, 870, 250]]",[]
PX303Fg006_6X3_3X0_0_PX303Fg006_6X3_4X2_1,PX303Fg006_6X3_3X0_PX303Fg006_6X3_4X2,0,6,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 1354, 0], [50, 250, 1354, 250]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_4X0_1,PX303Fg006_6X4_0X0_PX303Fg006_6X4_4X0,0,12,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 781, 250], [50, 250, 781, 0]]",[]
PX303Fg006_5X4_1X1_1_PX303Fg006_5X4_4X3_1,PX303Fg006_5X4_1X1_PX303Fg006_5X4_4X3,0,8,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[716, 250, 781, 250], [716, 250, 781, 0]]",[]
PX303Fg006_5X4_2X3_0_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_2X3_PX303Fg006_5X4_4X1,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1071, 250], [50, 250, 1071, 0], [50, 0, 1071, 250], [50, 0, 1071, 0]]",[]
PX303Fg006_4X3_2X0_1_PX303Fg006_4X3_3X2_0,PX303Fg006_4X3_2X0_PX303Fg006_4X3_3X2,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1146, 250, 50, 250], [1146, 250, 50, 0], [1146, 0, 50, 250], [1146, 0, 50, 0]]",[]
PX303Fg006_5X4_0X1_1_PX303Fg006_5X4_3X0_1,PX303Fg006_5X4_0X1_PX303Fg006_5X4_3X0,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[916, 250, 826, 250], [916, 250, 826, 0], [916, 0, 826, 250], [916, 0, 826, 0]]",[]
PX303Fg006_6X3_0X1_0_PX303Fg006_6X3_1X1_0,PX303Fg006_6X3_0X1_PX303Fg006_6X3_1X1,0,41,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X3_0X0_1_PX303Fg006_5X3_3X0_0,PX303Fg006_5X3_0X0_PX303Fg006_5X3_3X0,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[754, 250, 50, 250], [754, 250, 50, 0], [754, 0, 50, 250], [754, 0, 50, 0]]",[]
PX303Fg006_4X4_2X0_1_PX303Fg006_4X4_3X1_1,PX303Fg006_4X4_2X0_PX303Fg006_4X4_3X1,0,12,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[1261, 250, 1264, 250], [1261, 250, 1264, 0]]",[]
PX303Fg006_6X4_0X1_0_PX303Fg006_6X4_5X2_1,PX303Fg006_6X4_0X1_PX303Fg006_6X4_5X2,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1011, 250], [50, 250, 1011, 0], [50, 0, 1011, 250], [50, 0, 1011, 0]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_3X3_0,PX303Fg006_6X4_0X0_PX303Fg006_6X4_3X3,0,12,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_6X3_1X0_0_PX303Fg006_6X3_5X0_0,PX303Fg006_6X3_1X0_PX303Fg006_6X3_5X0,0,12,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X4_1X1_1_PX303Fg006_5X4_2X1_0,PX303Fg006_5X4_1X1_PX303Fg006_5X4_2X1,1,32,30,30,32,16,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3]]","[[716, 200, 50, 200], [716, 200, 50, 250], [716, 250, 50, 250], [716, 250, 50, 300], [716, 300, 50, 300], [716, 300, 50, 350], [716, 350, 50, 350], [716, 350, 50, 400], [716, 400, 50, 400], [716, 400, 50, 450], [716, 430, 50, 430], [716, 450, 50, 450], [716, 450, 50, 500], [716, 500, 50, 500], [716, 500, 50, 550], [716, 520, 50, 520], [716, 550, 50, 550], [716, 550, 50, 600], [716, 600, 50, 600], [716, 600, 50, 650], [716, 650, 50, 650], [716, 650, 50, 700], [716, 700, 50, 700], [716, 700, 50, 750], [716, 750, 50, 750], [716, 750, 50, 800], [716, 800, 50, 800], [716, 800, 50, 850], [716, 850, 50, 850], [716, 250, 50, 0]]",[]
PX303Fg006_5X4_0X3_0_PX303Fg006_5X4_1X3_1,PX303Fg006_5X4_0X3_PX303Fg006_5X4_1X3,0,52,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 808, 250], [50, 250, 808, 0], [50, 0, 808, 250], [50, 0, 808, 0]]",[]
PX303Fg006_4X3_0X1_1_PX303Fg006_4X3_3X0_1,PX303Fg006_4X3_0X1_PX303Fg006_4X3_3X0,0,4,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[944, 0, 1316, 250], [944, 0, 1316, 0]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_2X2_1,PX303Fg006_5X4_0X0_PX303Fg006_5X4_2X2,0,6,2,2,0,0,"[[False, 0, 0], [False, 1, 0]]","[[891, 250, 1510, 0], [891, 0, 1510, 0]]",[]
PX303Fg006_5X4_1X3_0_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_1X3_PX303Fg006_5X4_4X1,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1071, 250], [50, 250, 1071, 0], [50, 0, 1071, 250], [50, 0, 1071, 0]]",[]
PX303Fg006_5X3_1X1_1_PX303Fg006_5X3_4X2_1,PX303Fg006_5X3_1X1_PX303Fg006_5X3_4X2,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1002, 250, 870, 0], [1002, 250, 870, 250], [1002, 0, 870, 0], [1002, 0, 870, 250]]",[]
PX303Fg006_6X3_1X1_1_PX303Fg006_6X3_4X2_1,PX303Fg006_6X3_1X1_PX303Fg006_6X3_4X2,0,8,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[730, 250, 1354, 0], [730, 250, 1354, 250], [730, 0, 1354, 0], [730, 0, 1354, 250]]",[]
PX303Fg006_5X4_2X0_0_PX303Fg006_5X4_3X0_1,PX303Fg006_5X4_2X0_PX303Fg006_5X4_3X0,0,23,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 826, 250], [50, 0, 826, 0]]",[]
PX303Fg006_6X3_3X2_1_PX303Fg006_6X3_4X1_0,PX303Fg006_6X3_3X2_PX303Fg006_6X3_4X1,0,8,4,4,4,2,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[405, 250, 50, 250], [405, 250, 50, 0], [405, 0, 50, 250], [405, 0, 50, 0]]",[]
