fragmanetAndSide,fragment,class,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
PX303Fg006_6X4_0X1_0_PX303Fg006_6X4_4X0_1,PX303Fg006_6X4_0X1_PX303Fg006_6X4_4X0,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 781, 250], [50, 250, 781, 0], [50, 0, 781, 250], [50, 0, 781, 0]]",[]
PX303Fg006_6X4_1X3_0_PX303Fg006_6X4_3X3_0,PX303Fg006_6X4_1X3_PX303Fg006_6X4_3X3,0,16,8,8,14,7,"[[False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 1, 0], [False, 1, 0], [False, 1, 1], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0], [212, 250, 50, 250], [212, 250, 50, 0], [212, 0, 50, 250], [212, 0, 50, 0]]",[]
PX303Fg006_5X3_1X1_1_PX303Fg006_5X3_4X0_0,PX303Fg006_5X3_1X1_PX303Fg006_5X3_4X0,0,12,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[1002, 250, 50, 250], [1002, 0, 50, 250]]",[]
PX303Fg006_5X4_1X1_1_PX303Fg006_5X4_2X2_1,PX303Fg006_5X4_1X1_PX303Fg006_5X4_2X2,0,4,1,1,0,0,"[[False, 1, 0]]","[[716, 250, 1510, 0]]",[]
PX303Fg006_5X4_1X3_1_PX303Fg006_5X4_4X1_0,PX303Fg006_5X4_1X3_PX303Fg006_5X4_4X1,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[808, 250, 50, 250], [808, 250, 50, 0], [808, 0, 50, 250], [808, 0, 50, 0]]",[]
PX303Fg006_6X4_2X3_1_PX303Fg006_6X4_3X0_0,PX303Fg006_6X4_2X3_PX303Fg006_6X4_3X0,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1105, 250, 50, 250], [1105, 250, 50, 0], [1105, 0, 50, 250], [1105, 0, 50, 0]]",[]
PX303Fg006_6X4_3X3_1_PX303Fg006_6X4_4X1_1,PX303Fg006_6X4_3X3_PX303Fg006_6X4_4X1,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[726, 250, 814, 250], [726, 250, 814, 0], [726, 0, 814, 250], [726, 0, 814, 0]]",[]
PX303Fg006_6X4_4X0_1_PX303Fg006_6X4_5X0_0,PX303Fg006_6X4_4X0_PX303Fg006_6X4_5X0,1,35,23,23,4,2,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2]]","[[781, 0, 50, 0], [781, 100, 50, 100], [781, 130, 50, 130], [781, 250, 50, 0], [781, 150, 50, 150], [781, 170, 50, 170], [781, 0, 50, 250], [781, 180, 50, 180], [781, 200, 50, 200], [781, 220, 50, 220], [781, 250, 50, 250], [781, 270, 50, 270], [781, 300, 50, 300], [781, 350, 50, 350], [781, 400, 50, 400], [781, 430, 50, 430], [781, 450, 50, 450], [781, 50, 50, 50], [781, 500, 50, 500], [781, 520, 50, 520], [781, 550, 50, 550], [781, 600, 50, 600], [781, 80, 50, 80]]",[]
PX303Fg006_4X4_1X1_0_PX303Fg006_4X4_3X3_1,PX303Fg006_4X4_1X1_PX303Fg006_4X4_3X3,0,9,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 1158, 250], [50, 250, 1158, 0]]",[]
PX303Fg006_4X4_0X0_1_PX303Fg006_4X4_1X3_0,PX303Fg006_4X4_0X0_PX303Fg006_4X4_1X3,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1229, 250, 50, 250], [1229, 250, 50, 0], [1229, 0, 50, 250], [1229, 0, 50, 0]]",[]
PX303Fg006_4X4_1X3_0_PX303Fg006_4X4_2X3_1,PX303Fg006_4X4_1X3_PX303Fg006_4X4_2X3,0,53,2,2,2,1,"[[False, 0, 1], [False, 1, 1]]","[[50, 250, 1273, 250], [50, 0, 1273, 250]]",[]
PX303Fg006_5X3_0X2_1_PX303Fg006_5X3_2X2_0,PX303Fg006_5X3_0X2_PX303Fg006_5X3_2X2,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[749, 0, 50, 250], [749, 0, 50, 0], [749, 250, 50, 250], [749, 250, 50, 0]]",[]
PX303Fg006_5X4_2X1_0_PX303Fg006_5X4_4X2_1,PX303Fg006_5X4_2X1_PX303Fg006_5X4_4X2,0,8,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 868, 250], [50, 250, 868, 0], [50, 0, 868, 250], [50, 0, 868, 0]]",[]
PX303Fg006_6X4_1X0_0_PX303Fg006_6X4_5X3_0,PX303Fg006_6X4_1X0_PX303Fg006_6X4_5X3,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_6X4_0X0_1_PX303Fg006_6X4_3X0_1,PX303Fg006_6X4_0X0_PX303Fg006_6X4_3X0,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[649, 250, 907, 250], [649, 250, 907, 0], [649, 0, 907, 250], [649, 0, 907, 0]]",[]
PX303Fg006_5X4_2X1_0_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_2X1_PX303Fg006_5X4_4X1,0,8,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1071, 250], [50, 250, 1071, 0], [50, 0, 1071, 250], [50, 0, 1071, 0]]",[]
PX303Fg006_5X4_2X3_0_PX303Fg006_5X4_4X2_0,PX303Fg006_5X4_2X3_PX303Fg006_5X4_4X2,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_2X0_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_2X0,0,6,2,2,0,0,"[[False, 0, 0], [False, 1, 0]]","[[891, 250, 50, 0], [891, 0, 50, 0]]",[]
PX303Fg006_6X3_2X2_0_PX303Fg006_6X3_5X2_1,PX303Fg006_6X3_2X2_PX303Fg006_6X3_5X2,0,8,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 407, 0], [50, 250, 407, 250], [50, 0, 407, 0], [50, 0, 407, 250]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X1,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[891, 250, 1071, 250], [891, 250, 1071, 0], [891, 0, 1071, 250], [891, 0, 1071, 0]]",[]
PX303Fg006_4X3_0X2_1_PX303Fg006_4X3_2X0_0,PX303Fg006_4X3_0X2_PX303Fg006_4X3_2X0,0,12,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[666, 0, 50, 250], [666, 0, 50, 0]]",[]
PX303Fg006_5X4_0X0_0_PX303Fg006_5X4_1X1_1,PX303Fg006_5X4_0X0_PX303Fg006_5X4_1X1,0,6,1,1,0,0,"[[False, 1, 1]]","[[50, 250, 716, 250]]",[]
PX303Fg006_6X4_2X3_1_PX303Fg006_6X4_4X1_0,PX303Fg006_6X4_2X3_PX303Fg006_6X4_4X1,0,9,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[1105, 250, 50, 250], [1105, 0, 50, 250]]",[]
PX303Fg006_6X3_2X0_1_PX303Fg006_6X3_3X2_0,PX303Fg006_6X3_2X0_PX303Fg006_6X3_3X2,0,8,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[750, 0, 50, 250], [750, 0, 50, 0], [750, 250, 50, 250], [750, 250, 50, 0]]",[]
PX303Fg006_6X4_0X3_1_PX303Fg006_6X4_3X1_1,PX303Fg006_6X4_0X3_PX303Fg006_6X4_3X1,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[573, 250, 978, 250], [573, 250, 978, 0], [573, 0, 978, 250], [573, 0, 978, 0]]",[]
PX303Fg006_6X4_0X1_0_PX303Fg006_6X4_3X0_1,PX303Fg006_6X4_0X1_PX303Fg006_6X4_3X0,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 907, 250], [50, 250, 907, 0], [50, 0, 907, 250], [50, 0, 907, 0]]",[]
PX303Fg006_4X4_2X3_1_PX303Fg006_4X4_3X0_0,PX303Fg006_4X4_2X3_PX303Fg006_4X4_3X0,0,9,1,1,0,0,"[[False, 1, 0]]","[[1273, 250, 50, 0]]",[]
PX303Fg006_6X4_0X0_1_PX303Fg006_6X4_5X3_0,PX303Fg006_6X4_0X0_PX303Fg006_6X4_5X3,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[649, 250, 50, 250], [649, 250, 50, 0], [649, 0, 50, 250], [649, 0, 50, 0]]",[]
PX303Fg006_6X4_2X2_1_PX303Fg006_6X4_3X2_0,PX303Fg006_6X4_2X2_PX303Fg006_6X4_3X2,1,19,19,19,4,2,"[[False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3]]","[[1035, 400, 50, 400], [1035, 400, 50, 450], [1035, 450, 50, 450], [1035, 450, 50, 500], [1035, 500, 50, 500], [1035, 500, 50, 550], [1035, 550, 50, 550], [1035, 550, 50, 600], [1035, 600, 50, 600], [1035, 600, 50, 650], [1035, 650, 50, 650], [1035, 650, 50, 700], [1035, 700, 50, 700], [1035, 700, 50, 750], [1035, 750, 50, 750], [1035, 750, 50, 800], [1035, 800, 50, 800], [1035, 800, 50, 850], [1035, 850, 50, 850]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_3X3_1,PX303Fg006_6X4_0X0_PX303Fg006_6X4_3X3,0,12,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 726, 250], [50, 250, 726, 0]]",[]
PX303Fg006_6X3_0X2_0_PX303Fg006_6X3_3X0_1,PX303Fg006_6X3_0X2_PX303Fg006_6X3_3X0,0,9,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 942, 250], [50, 250, 942, 0], [50, 0, 942, 250], [50, 0, 942, 0]]",[]
PX303Fg006_6X3_2X0_1_PX303Fg006_6X3_5X2_0,PX303Fg006_6X3_2X0_PX303Fg006_6X3_5X2,0,8,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[750, 0, 50, 250], [750, 0, 50, 0], [750, 250, 50, 250], [750, 250, 50, 0]]",[]
PX303Fg006_5X4_0X1_1_PX303Fg006_5X4_3X3_1,PX303Fg006_5X4_0X1_PX303Fg006_5X4_3X3,0,12,2,2,0,0,"[[False, 0, 0], [False, 1, 0]]","[[916, 250, 782, 0], [916, 0, 782, 0]]",[]
PX303Fg006_6X3_0X1_1_PX303Fg006_6X3_5X0_0,PX303Fg006_6X3_0X1_PX303Fg006_6X3_5X0,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[770, 250, 50, 250], [770, 250, 50, 0], [770, 0, 50, 250], [770, 0, 50, 0]]",[]
PX303Fg006_6X3_1X1_1_PX303Fg006_6X3_3X2_1,PX303Fg006_6X3_1X1_PX303Fg006_6X3_3X2,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[730, 250, 405, 250], [730, 250, 405, 0], [730, 0, 405, 250], [730, 0, 405, 0]]",[]
PX303Fg006_5X4_0X0_0_PX303Fg006_5X4_2X2_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_2X2,0,6,1,1,0,0,"[[False, 1, 0]]","[[50, 250, 50, 0]]",[]
PX303Fg006_4X3_0X2_0_PX303Fg006_4X3_1X0_1,PX303Fg006_4X3_0X2_PX303Fg006_4X3_1X0,0,6,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1471, 0], [50, 250, 1471, 250], [50, 0, 1471, 0], [50, 0, 1471, 250]]",[]
PX303Fg006_5X3_0X0_0_PX303Fg006_5X3_1X1_0,PX303Fg006_5X3_0X0_PX303Fg006_5X3_1X1,0,12,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_5X3_1X1_0_PX303Fg006_5X3_4X0_0,PX303Fg006_5X3_1X1_PX303Fg006_5X3_4X0,0,12,2,2,2,1,"[[False, 0, 1], [False, 1, 1]]","[[50, 250, 50, 250], [50, 0, 50, 250]]",[]
PX303Fg006_4X4_1X1_0_PX303Fg006_4X4_3X0_0,PX303Fg006_4X4_1X1_PX303Fg006_4X4_3X0,0,9,1,1,0,0,"[[False, 1, 0]]","[[50, 250, 50, 0]]",[]
PX303Fg006_5X3_0X0_1_PX303Fg006_5X3_2X1_1,PX303Fg006_5X3_0X0_PX303Fg006_5X3_2X1,0,9,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[754, 250, 1585, 250], [754, 0, 1585, 250]]",[]
PX303Fg006_6X4_4X1_1_PX303Fg006_6X4_5X0_1,PX303Fg006_6X4_4X1_PX303Fg006_6X4_5X0,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[814, 250, 709, 250], [814, 250, 709, 0], [814, 0, 709, 250], [814, 0, 709, 0]]",[]
PX303Fg006_6X4_1X0_1_PX303Fg006_6X4_3X3_0,PX303Fg006_6X4_1X0_PX303Fg006_6X4_3X3,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[798, 250, 50, 250], [798, 250, 50, 0], [798, 0, 50, 250], [798, 0, 50, 0]]",[]
PX303Fg006_6X4_0X0_1_PX303Fg006_6X4_3X1_1,PX303Fg006_6X4_0X0_PX303Fg006_6X4_3X1,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[649, 250, 978, 250], [649, 250, 978, 0], [649, 0, 978, 250], [649, 0, 978, 0]]",[]
PX303Fg006_5X3_0X1_0_PX303Fg006_5X3_2X2_0,PX303Fg006_5X3_0X1_PX303Fg006_5X3_2X2,0,12,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_2X2_0,PX303Fg006_5X4_0X3_PX303Fg006_5X4_2X2,0,8,2,2,0,0,"[[False, 0, 0], [False, 1, 0]]","[[808, 250, 50, 0], [808, 0, 50, 0]]",[]
PX303Fg006_4X3_0X1_1_PX303Fg006_4X3_1X2_1,PX303Fg006_4X3_0X1_PX303Fg006_4X3_1X2,0,6,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[944, 0, 1852, 250], [944, 0, 1852, 0]]",[]
PX303Fg006_5X3_2X2_0_PX303Fg006_5X3_3X1_0,PX303Fg006_5X3_2X2_PX303Fg006_5X3_3X1,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X3_1X2_0_PX303Fg006_5X3_4X1_0,PX303Fg006_5X3_1X2_PX303Fg006_5X3_4X1,0,8,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_6X4_0X3_0_PX303Fg006_6X4_5X3_1,PX303Fg006_6X4_0X3_PX303Fg006_6X4_5X3,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 898, 250], [50, 250, 898, 0], [50, 0, 898, 250], [50, 0, 898, 0]]",[]
PX303Fg006_5X4_0X0_0_PX303Fg006_5X4_3X3_1,PX303Fg006_5X4_0X0_PX303Fg006_5X4_3X3,0,9,1,1,0,0,"[[False, 1, 0]]","[[50, 250, 782, 0]]",[]
PX303Fg006_5X3_1X1_0_PX303Fg006_5X3_3X2_1,PX303Fg006_5X3_1X1_PX303Fg006_5X3_3X2,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 646, 0], [50, 250, 646, 250], [50, 0, 646, 0], [50, 0, 646, 250]]",[]
PX303Fg006_4X4_0X3_1_PX303Fg006_4X4_3X1_0,PX303Fg006_4X4_0X3_PX303Fg006_4X4_3X1,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1223, 250, 50, 250], [1223, 250, 50, 0], [1223, 0, 50, 250], [1223, 0, 50, 0]]",[]
PX303Fg006_5X3_0X1_1_PX303Fg006_5X3_3X0_1,PX303Fg006_5X3_0X1_PX303Fg006_5X3_3X0,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[626, 250, 831, 250], [626, 250, 831, 0], [626, 0, 831, 250], [626, 0, 831, 0]]",[]
PX303Fg006_4X4_0X3_0_PX303Fg006_4X4_3X2_1,PX303Fg006_4X4_0X3_PX303Fg006_4X4_3X2,0,12,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1304, 250], [50, 250, 1304, 0], [50, 0, 1304, 250], [50, 0, 1304, 0]]",[]
PX303Fg006_5X3_1X0_1_PX303Fg006_5X3_4X0_0,PX303Fg006_5X3_1X0_PX303Fg006_5X3_4X0,0,9,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[1245, 250, 50, 250], [1245, 0, 50, 250]]",[]
PX303Fg006_6X4_3X2_1_PX303Fg006_6X4_4X1_0,PX303Fg006_6X4_3X2_PX303Fg006_6X4_4X1,0,3,1,1,0,0,"[[False, 0, 1]]","[[843, 0, 50, 250]]",[]
PX303Fg006_6X3_0X1_1_PX303Fg006_6X3_2X1_0,PX303Fg006_6X3_0X1_PX303Fg006_6X3_2X1,0,6,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[770, 250, 50, 250], [770, 250, 50, 0], [770, 0, 50, 250], [770, 0, 50, 0]]",[]
PX303Fg006_4X4_1X1_0_PX303Fg006_4X4_3X2_1,PX303Fg006_4X4_1X1_PX303Fg006_4X4_3X2,0,9,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 1304, 250], [50, 250, 1304, 0]]",[]
PX303Fg006_6X3_0X1_0_PX303Fg006_6X3_1X0_0,PX303Fg006_6X3_0X1_PX303Fg006_6X3_1X0,0,9,1,1,0,0,"[[False, 0, 0]]","[[50, 0, 50, 0]]",[]
PX303Fg006_5X4_3X0_1_PX303Fg006_5X4_4X3_1,PX303Fg006_5X4_3X0_PX303Fg006_5X4_4X3,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[826, 250, 781, 250], [826, 250, 781, 0], [826, 0, 781, 250], [826, 0, 781, 0]]",[]
PX303Fg006_4X4_0X0_1_PX303Fg006_4X4_1X1_1,PX303Fg006_4X4_0X0_PX303Fg006_4X4_1X1,0,9,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1229, 250, 1645, 250], [1229, 250, 1645, 0], [1229, 0, 1645, 250], [1229, 0, 1645, 0]]",[]
PX303Fg006_5X3_2X2_1_PX303Fg006_5X3_3X2_1,PX303Fg006_5X3_2X2_PX303Fg006_5X3_3X2,0,66,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1539, 250, 646, 0], [1539, 250, 646, 250], [1539, 0, 646, 0], [1539, 0, 646, 250]]",[]
PX303Fg006_4X3_0X2_1_PX303Fg006_4X3_3X1_0,PX303Fg006_4X3_0X2_PX303Fg006_4X3_3X1,0,9,1,1,0,0,"[[False, 0, 1]]","[[666, 0, 50, 250]]",[]
PX303Fg006_6X4_4X0_1_PX303Fg006_6X4_5X3_1,PX303Fg006_6X4_4X0_PX303Fg006_6X4_5X3,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[781, 250, 898, 250], [781, 250, 898, 0], [781, 0, 898, 250], [781, 0, 898, 0]]",[]
PX303Fg006_6X3_2X0_1_PX303Fg006_6X3_5X0_1,PX303Fg006_6X3_2X0_PX303Fg006_6X3_5X0,0,8,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[750, 0, 667, 0], [750, 0, 667, 250], [750, 250, 667, 0], [750, 250, 667, 250]]",[]
PX303Fg006_5X3_0X0_1_PX303Fg006_5X3_3X1_1,PX303Fg006_5X3_0X0_PX303Fg006_5X3_3X1,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[754, 250, 653, 0], [754, 250, 653, 250], [754, 0, 653, 0], [754, 0, 653, 250]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_2X2_1,PX303Fg006_5X4_0X3_PX303Fg006_5X4_2X2,0,8,2,2,0,0,"[[False, 0, 0], [False, 1, 0]]","[[808, 250, 1510, 0], [808, 0, 1510, 0]]",[]
PX303Fg006_5X4_0X3_0_PX303Fg006_5X4_4X0_0,PX303Fg006_5X4_0X3_PX303Fg006_5X4_4X0,0,16,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X4_3X2_0_PX303Fg006_5X4_4X2_1,PX303Fg006_5X4_3X2_PX303Fg006_5X4_4X2,0,31,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 868, 250], [50, 250, 868, 0], [50, 0, 868, 250], [50, 0, 868, 0]]",[]
PX303Fg006_5X3_0X2_0_PX303Fg006_5X3_4X0_1,PX303Fg006_5X3_0X2_PX303Fg006_5X3_4X0,0,12,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 1003, 250], [50, 250, 1003, 0], [50, 0, 1003, 250], [50, 0, 1003, 0]]",[]
PX303Fg006_4X3_0X1_0_PX303Fg006_4X3_2X0_1,PX303Fg006_4X3_0X1_PX303Fg006_4X3_2X0,0,8,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 1146, 250], [50, 0, 1146, 0]]",[]
PX303Fg006_6X4_0X1_0_PX303Fg006_6X4_2X3_0,PX303Fg006_6X4_0X1_PX303Fg006_6X4_2X3,0,12,2,2,2,1,"[[False, 0, 1], [False, 1, 1]]","[[50, 250, 50, 250], [50, 0, 50, 250]]",[]
PX303Fg006_6X4_0X1_1_PX303Fg006_6X4_5X3_1,PX303Fg006_6X4_0X1_PX303Fg006_6X4_5X3,0,16,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[528, 250, 898, 250], [528, 250, 898, 0], [528, 0, 898, 250], [528, 0, 898, 0]]",[]
PX303Fg006_6X4_4X0_0_PX303Fg006_6X4_5X0_0,PX303Fg006_6X4_4X0_PX303Fg006_6X4_5X0,0,35,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_6X3_1X0_0_PX303Fg006_6X3_3X2_1,PX303Fg006_6X3_1X0_PX303Fg006_6X3_3X2,0,12,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 405, 250], [50, 0, 405, 0]]",[]
PX303Fg006_5X3_1X0_1_PX303Fg006_5X3_2X2_0,PX303Fg006_5X3_1X0_PX303Fg006_5X3_2X2,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1245, 250, 50, 250], [1245, 250, 50, 0], [1245, 0, 50, 250], [1245, 0, 50, 0]]",[]
PX303Fg006_6X3_0X0_1_PX303Fg006_6X3_3X1_1,PX303Fg006_6X3_0X0_PX303Fg006_6X3_3X1,0,9,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[825, 250, 685, 250], [825, 250, 685, 0], [825, 0, 685, 250], [825, 0, 685, 0]]",[]
PX303Fg006_5X4_1X1_0_PX303Fg006_5X4_4X1_0,PX303Fg006_5X4_1X1_PX303Fg006_5X4_4X1,0,8,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_5X3_1X2_0_PX303Fg006_5X3_3X2_1,PX303Fg006_5X3_1X2_PX303Fg006_5X3_3X2,0,8,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 646, 0], [50, 250, 646, 250], [50, 0, 646, 0], [50, 0, 646, 250]]",[]
PX303Fg006_4X3_0X2_1_PX303Fg006_4X3_1X1_0,PX303Fg006_4X3_0X2_PX303Fg006_4X3_1X1,0,6,1,1,0,0,"[[False, 0, 1]]","[[666, 0, 50, 250]]",[]
PX303Fg006_6X4_2X0_1_PX303Fg006_6X4_5X2_0,PX303Fg006_6X4_2X0_PX303Fg006_6X4_5X2,0,8,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[931, 0, 50, 250], [931, 0, 50, 0], [931, 250, 50, 250], [931, 250, 50, 0]]",[]
PX303Fg006_6X4_4X1_1_PX303Fg006_6X4_5X0_0,PX303Fg006_6X4_4X1_PX303Fg006_6X4_5X0,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[814, 250, 50, 250], [814, 250, 50, 0], [814, 0, 50, 250], [814, 0, 50, 0]]",[]
