File,Model,Gap,Slice_size,Count,Precision,Recall,F-score,True Count,Error Rate,
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/Users/il239838/Development/models/ML595__005_125px_model400x50.ckpt,20,125,5000,0.738716356,0.620521739,0.674480151,2041,0.275,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/Users/il239838/Development/models/ML595__005_125px_model400x50.ckpt,40,125,5000,0.606327257,0.503304348,0.55003326,2041,0.3422,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/Users/il239838/Development/models/ML595__005_125px_model400x50.ckpt,80,125,5000,0.53893583,0.410434783,0.465988745,2041,0.3912,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/Users/il239838/Development/models/ML595__005_125px_model400x50.ckpt,120,125,5000,0.501289214,0.40573913,0.448481353,2041,0.4002,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_125px_model400x50.ckpt,0,125,7000,0.76717103,0.972940923,0.857889734,2482,0.103428571,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_125px_model400x50.ckpt,5,125,5000,0.727019041,0.769859204,0.747826087,2037,0.2142,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_125px_model400x50.ckpt,10,125,5000,0.702252693,0.623153137,0.660342605,2037,0.2638,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_125px_model400x50.ckpt,20,125,5000,0.641682682,0.522336172,0.575891146,2037,0.3182,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_125px_model400x50.ckpt,40,125,5000,0.587228608,0.399617591,0.475589574,2037,0.3622,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_125px_model400x50.ckpt,80,125,5000,0.507780508,0.323309578,0.395072218,2037,0.3986,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_125px_model400x50.ckpt,120,125,5000,0.513498469,0.320702242,0.394821314,2037,0.3844,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_125px_model400x50.ckpt,0,125,7000,0.927374883,0.98846623,0.956946532,2352,0.03,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_125px_model400x50.ckpt,5,125,5000,0.895846511,0.752434921,0.817901829,1940,0.147,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_125px_model400x50.ckpt,10,125,5000,0.892456831,0.521692934,0.658471167,1940,0.2228,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_125px_model400x50.ckpt,20,125,5000,0.833477509,0.341243138,0.484231687,1940,0.2824,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_125px_model400x50.ckpt,40,125,5000,0.75952381,0.282450859,0.411772299,1940,0.3062,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_125px_model400x50.ckpt,80,125,5000,0.578550725,0.176731008,0.270754205,1940,0.3664,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_125px_model400x50.ckpt,120,125,5000,0.652523775,0.157959979,0.254348446,1940,0.3478,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_125px_model400x50.ckpt,0,125,7000,0.72347542,0.993802757,0.837362143,2570,0.122,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_125px_model400x50.ckpt,5,125,5000,0.695388851,0.878608696,0.776334998,2041,0.2078,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_125px_model400x50.ckpt,10,125,5000,0.692331241,0.786608696,0.736465033,2041,0.2358,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_125px_model400x50.ckpt,20,125,5000,0.663722944,0.666608696,0.66516269,2041,0.2808,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_125px_model400x50.ckpt,40,125,5000,0.581935484,0.549043478,0.565011186,2041,0.3318,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_125px_model400x50.ckpt,80,125,5000,0.534319302,0.490086957,0.511248186,2041,0.3726,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_125px_model400x50.ckpt,120,125,5000,0.551102629,0.452,0.496655838,2041,0.366,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_125px_model400x50.ckpt,0,125,7000,0.819774266,0.970082274,0.888617011,2570,0.079428571,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_125px_model400x50.ckpt,5,125,5000,0.845539812,0.736869565,0.787473283,2041,0.1642,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_125px_model400x50.ckpt,10,125,5000,0.773680405,0.55826087,0.648550359,2041,0.2432,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_125px_model400x50.ckpt,20,125,5000,0.777372263,0.444521739,0.565611861,2041,0.2834,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_125px_model400x50.ckpt,40,125,5000,0.641966992,0.331478261,0.437206102,2041,0.3428,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_125px_model400x50.ckpt,80,125,5000,0.596153846,0.280347826,0.381357937,2041,0.3582,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_125px_model400x50.ckpt,120,125,5000,0.619789474,0.256,0.362338462,2041,0.3534,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_125px_model400x50.ckpt,0,125,7000,0.912812438,0.991131531,0.95036115,2570,0.036285714,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_125px_model400x50.ckpt,5,125,5000,0.898801883,0.730608696,0.806024559,2041,0.1574,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_125px_model400x50.ckpt,10,125,5000,0.873343152,0.515652174,0.648441771,2041,0.2352,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_125px_model400x50.ckpt,20,125,5000,0.822128313,0.372173913,0.512390758,2041,0.2912,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_125px_model400x50.ckpt,40,125,5000,0.70156503,0.226086957,0.341970275,2041,0.3478,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_125px_model400x50.ckpt,80,125,5000,0.703658537,0.200695652,0.312313938,2041,0.354,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_125px_model400x50.ckpt,120,125,5000,0.72572402,0.148173913,0.24610052,2041,0.37,772
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_125px_model400x50.ckpt,0,125,7000,0.922371699,0.988994551,0.954522017,2570,0.033428571,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_125px_model400x50.ckpt,5,125,5000,0.873458793,0.70226087,0.778559722,2041,0.1702,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_125px_model400x50.ckpt,10,125,5000,0.846046382,0.526608696,0.649158538,2041,0.2362,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_125px_model400x50.ckpt,20,125,5000,0.819054653,0.38573913,0.524473871,2041,0.2942,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_125px_model400x50.ckpt,40,125,5000,0.734704927,0.236,0.357246281,2041,0.3358,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_125px_model400x50.ckpt,80,125,5000,0.68696187,0.19426087,0.302874187,2041,0.366,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_125px_model400x50.ckpt,120,125,5000,0.545385202,0.124347826,0.202520889,2041,0.394,858
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_125px_model400x50.ckpt,0,125,7000,0.81799895,0.999358906,0.899629683,2570,0.072571429,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_125px_model400x50.ckpt,5,125,5000,0.836989033,0.876,0.856050306,2041,0.1274,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_125px_model400x50.ckpt,10,125,5000,0.809371472,0.748,0.7774765,2041,0.1868,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_125px_model400x50.ckpt,20,125,5000,0.832683877,0.594608696,0.693790584,2041,0.2286,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_125px_model400x50.ckpt,40,125,5000,0.690849134,0.437217391,0.53552029,2041,0.3082,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_125px_model400x50.ckpt,80,125,5000,0.680039139,0.362608696,0.47300363,2041,0.3312,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_125px_model400x50.ckpt,120,125,5000,0.544619905,0.257913043,0.35005311,2041,0.3878,924
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_62px_model400x50.ckpt,0,62,7000,0.93899509,0.996894754,0.967079075,2352,0.026428571,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_62px_model400x50.ckpt,5,62,5000,0.911233808,0.759872499,0.828698339,1940,0.129,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_62px_model400x50.ckpt,10,62,5000,0.856119074,0.550026563,0.669757412,1940,0.2182,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_62px_model400x50.ckpt,20,62,5000,0.831760361,0.358951656,0.501484414,1940,0.2778,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_62px_model400x50.ckpt,40,62,5000,0.81215971,0.316982469,0.455992867,1940,0.2942,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_62px_model400x50.ckpt,80,62,5000,0.670506912,0.206127147,0.315318976,1940,0.3466,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_62px_model400x50.ckpt,120,62,5000,0.674655047,0.16451213,0.26452164,1940,0.3534,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_62px_model400x50.ckpt,0,62,7000,0.915171289,0.995453033,0.953625498,2352,0.037857143,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_62px_model400x50.ckpt,5,62,5000,0.896521739,0.730299274,0.804918513,1940,0.144,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_62px_model400x50.ckpt,10,62,5000,0.838588371,0.513369931,0.636862917,1940,0.2374,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_62px_model400x50.ckpt,20,62,5000,0.825471698,0.340888968,0.482516606,1940,0.2876,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_62px_model400x50.ckpt,40,62,5000,0.725846003,0.262086063,0.385115795,1940,0.3246,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_62px_model400x50.ckpt,80,62,5000,0.631054131,0.156897468,0.251311871,1940,0.3602,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_62px_model400x50.ckpt,120,62,5000,0.592035398,0.118469984,0.197432492,1940,0.3672,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_25px_model400x50.ckpt,0,25,7000,0.911815503,0.995342132,0.951749735,2352,0.042428571,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_25px_model400x50.ckpt,5,25,5000,0.852316944,0.853373473,0.852844881,1940,0.1306,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_25px_model400x50.ckpt,10,25,5000,0.836612489,0.692757216,0.75791921,1940,0.1846,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_25px_model400x50.ckpt,20,25,5000,0.784680338,0.460775633,0.580609171,1940,0.272,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_25px_model400x50.ckpt,40,25,5000,0.735283993,0.37825394,0.499532273,1940,0.292,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_25px_model400x50.ckpt,80,25,5000,0.640106242,0.256065167,0.365798128,1940,0.3426,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/home/ubuntu/models/ML445__001_25px_model400x50.ckpt,120,25,5000,0.648168103,0.213033469,0.320671731,1940,0.3514,445
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_25px_model400x50.ckpt,0,25,7000,0.865766635,0.995674836,0.926187652,2352,0.057142857,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_25px_model400x50.ckpt,5,25,5000,0.856764862,0.860102709,0.858430541,1940,0.1236,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_25px_model400x50.ckpt,10,25,5000,0.779391826,0.712590756,0.744495837,1940,0.207,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_25px_model400x50.ckpt,20,25,5000,0.751395905,0.500442713,0.600765306,1940,0.2712,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_25px_model400x50.ckpt,40,25,5000,0.741071429,0.396847884,0.516895398,1940,0.2904,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_25px_model400x50.ckpt,80,25,5000,0.647058824,0.276607048,0.38754497,1940,0.335,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/home/ubuntu/models/ML475__002_25px_model400x50.ckpt,120,25,5000,0.655268022,0.251106782,0.363077711,1940,0.3416,475
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_25px_model400x50.ckpt,0,25,7000,0.976344322,0.988688034,0.982477408,2352,0.013571429,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_25px_model400x50.ckpt,5,25,5000,0.935014006,0.591110324,0.724313768,1940,0.1858,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_25px_model400x50.ckpt,10,25,5000,0.911940987,0.350274482,0.506141249,1940,0.2712,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_25px_model400x50.ckpt,20,25,5000,0.779674166,0.177970604,0.289792388,1940,0.3396,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_25px_model400x50.ckpt,40,25,5000,0.7886873,0.130865947,0.224483597,1940,0.3492,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_25px_model400x50.ckpt,80,25,5000,0.693009119,0.080750841,0.144647105,1940,0.3648,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/home/ubuntu/models/ML499__003_25px_model400x50.ckpt,120,25,5000,0.625899281,0.061625642,0.112203772,1940,0.3766,499
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_25px_model400x50.ckpt,0,25,7000,0.889526259,0.997449263,0.940401506,2352,0.040428571,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_25px_model400x50.ckpt,0,25,7000,0.916343603,0.996118443,0.954567193,2352,0.037714286,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_25px_model400x50.ckpt,5,25,5000,0.849107836,0.775278909,0.810515598,1940,0.1586,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_25px_model400x50.ckpt,10,25,5000,0.787800888,0.596954135,0.679226274,1940,0.2416,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_25px_model400x50.ckpt,20,25,5000,0.825460368,0.365149637,0.506322897,1940,0.2908,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_25px_model400x50.ckpt,40,25,5000,0.772749157,0.284221711,0.415587778,1940,0.3144,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_25px_model400x50.ckpt,80,25,5000,0.68379961,0.186116522,0.292594655,1940,0.3484,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/home/ubuntu/models/ML540__004_25px_model400x50.ckpt,120,25,5000,0.649528706,0.134230565,0.222483123,1940,0.3662,540
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_25px_model400x50.ckpt,0,25,7000,0.993449539,0.992347788,0.992898358,2352,0.006,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_25px_model400x50.ckpt,5,25,5000,0.984565394,0.429254471,0.597854236,1940,0.2256,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_25px_model400x50.ckpt,10,25,5000,0.870580387,0.231096157,0.365239295,1940,0.3122,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_25px_model400x50.ckpt,20,25,5000,0.87242268,0.119886665,0.21080492,1940,0.3514,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_25px_model400x50.ckpt,40,25,5000,0.78369906,0.088542589,0.15910899,1940,0.3646,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_25px_model400x50.ckpt,80,25,5000,0.664041995,0.04480255,0.083941606,1940,0.3782,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/home/ubuntu/models/ML595__005_25px_model400x50.ckpt,120,25,5000,0.674528302,0.02532318,0.048813791,1940,0.3814,595
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_25px_model400x50.ckpt,0,25,7000,0.964351104,0.993013197,0.978472298,2352,0.014857143,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_25px_model400x50.ckpt,5,25,5000,0.941027267,0.525588808,0.67446881,1940,0.209,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_25px_model400x50.ckpt,10,25,5000,0.881621373,0.338941031,0.489639294,1940,0.2824,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_25px_model400x50.ckpt,20,25,5000,0.91886608,0.166460067,0.28185907,1940,0.3336,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_25px_model400x50.ckpt,40,25,5000,0.807570978,0.136001417,0.232797818,1940,0.35,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_25px_model400x50.ckpt,80,25,5000,0.72425829,0.073490349,0.133440514,1940,0.3696,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/home/ubuntu/models/ML638__006_25px_model400x50.ckpt,120,25,5000,0.621315193,0.048521339,0.090013141,1940,0.3852,638
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_25px_model400x50.ckpt,0,25,7000,0.914323419,0.998890984,0.954738181,2352,0.033428571,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_25px_model400x50.ckpt,0,25,7000,0.971555267,0.996229345,0.983737612,2352,0.011,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_25px_model400x50.ckpt,5,25,5000,0.946835443,0.662298566,0.779410232,1940,0.159,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_25px_model400x50.ckpt,10,25,5000,0.924497333,0.398972906,0.557397328,1940,0.2488,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_25px_model400x50.ckpt,20,25,5000,0.873902634,0.19390827,0.317391304,1940,0.324,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_25px_model400x50.ckpt,40,25,5000,0.789370079,0.142022313,0.240732403,1940,0.345,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_25px_model400x50.ckpt,80,25,5000,0.786355476,0.077563308,0.141199226,1940,0.3634,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/home/ubuntu/models/ML656__007_25px_model400x50.ckpt,120,25,5000,0.677725118,0.050646361,0.094249464,1940,0.3736,656
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_25px_model400x50.ckpt,0,25,7000,0.983450241,0.995120328,0.989250868,2352,0.007,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_25px_model400x50.ckpt,5,25,5000,0.957823567,0.526828404,0.679766937,1940,0.2064,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_25px_model400x50.ckpt,10,25,5000,0.932549505,0.266867363,0.414980036,1940,0.2944,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_25px_model400x50.ckpt,20,25,5000,0.950138504,0.121480432,0.215418433,1940,0.3406,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_25px_model400x50.ckpt,40,25,5000,0.827458256,0.078979989,0.144196573,1940,0.3596,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_25px_model400x50.ckpt,80,25,5000,0.837104072,0.032760758,0.063053851,1940,0.3726,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/home/ubuntu/models/ML706__008_25px_model400x50.ckpt,120,25,5000,0.763157895,0.020541881,0.040006898,1940,0.3786,706
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_25px_model400x50.ckpt,0,25,7000,0.98071744,0.996497373,0.988544438,2362,0.007285714,728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/home/ubuntu/models/ML728__009_25px_model400x50.ckpt,5,25,5000,0.969853837,0.564416091,0.713565588,1949,0.1922,728
