fragmanetAndSide,fragment,class,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
PX303Fg006_4X4_0X1_2_PX303Fg006_4X4_2X2_2,PX303Fg006_4X4_0X1_PX303Fg006_4X4_2X2,0,14,1,0,0,0,"[[False, 3, 0]]","[[500, 891, 500, 50]]",[]
PX303Fg006_5X3_1X2_2_PX303Fg006_5X3_4X0_0,PX303Fg006_5X3_1X2_PX303Fg006_5X3_4X0,0,42,2,0,2,1,"[[False, 4, 0], [False, 4, 3]]","[[500, 1146, 0, 50], [500, 1146, 0, 937]]",[]
PX303Fg006_6X4_0X0_3_PX303Fg006_6X4_3X0_3,PX303Fg006_6X4_0X0_PX303Fg006_6X4_3X0,0,30,2,1,0,0,"[[False, 0, 0], [False, 2, 0]]","[[750, 50, 750, 50], [750, 747, 750, 50]]",[]
PX303Fg006_6X3_0X1_2_PX303Fg006_6X3_3X0_5,PX303Fg006_6X3_0X1_PX303Fg006_6X3_3X0,0,31,2,1,0,0,"[[False, 0, 0], [False, 3, 0]]","[[500, 50, 1250, 50], [500, 796, 1250, 50]]",[]
PX303Fg006_5X4_3X2_3_PX303Fg006_5X4_4X3_1,PX303Fg006_5X4_3X2_PX303Fg006_5X4_4X3,0,10,1,0,0,0,"[[False, 0, 3]]","[[750, 50, 250, 934]]",[]
PX303Fg006_5X4_2X1_0_PX303Fg006_5X4_4X2_2,PX303Fg006_5X4_2X1_PX303Fg006_5X4_4X2,0,20,1,0,0,0,"[[False, 3, 0]]","[[0, 758, 500, 50]]",[]
PX303Fg006_4X3_0X0_2_PX303Fg006_4X3_2X0_1,PX303Fg006_4X3_0X0_PX303Fg006_4X3_2X0,0,36,4,1,2,1,"[[False, 0, 0], [False, 0, 5], [False, 4, 0], [False, 4, 5]]","[[500, 50, 250, 50], [500, 1191, 250, 1434], [500, 50, 250, 1434], [500, 1191, 250, 50]]",[]
PX303Fg006_4X4_1X0_1_PX303Fg006_4X4_3X0_0,PX303Fg006_4X4_1X0_PX303Fg006_4X4_3X0,0,14,1,0,0,0,"[[False, 5, 4]]","[[250, 1437, 0, 1144]]",[]
PX303Fg006_4X4_1X3_1_PX303Fg006_4X4_3X3_0,PX303Fg006_4X4_1X3_PX303Fg006_4X4_3X3,0,25,1,0,0,0,"[[False, 7, 0]]","[[250, 1853, 0, 50]]",[]
PX303Fg006_4X4_0X1_2_PX303Fg006_4X4_1X0_2,PX303Fg006_4X4_0X1_PX303Fg006_4X4_1X0,0,18,1,0,0,0,"[[False, 3, 0]]","[[500, 891, 500, 50]]",[]
PX303Fg006_5X4_1X0_3_PX303Fg006_5X4_4X1_3,PX303Fg006_5X4_1X0_PX303Fg006_5X4_4X1,0,18,1,0,0,0,"[[False, 0, 3]]","[[750, 50, 750, 811]]",[]
PX303Fg006_4X4_0X3_1_PX303Fg006_4X4_3X0_0,PX303Fg006_4X4_0X3_PX303Fg006_4X4_3X0,0,20,2,0,2,1,"[[False, 3, 0], [False, 3, 4]]","[[250, 854, 0, 1144], [250, 854, 0, 50]]",[]
PX303Fg006_6X3_4X2_2_PX303Fg006_6X3_5X1_3,PX303Fg006_6X3_4X2_PX303Fg006_6X3_5X1,0,56,2,0,2,1,"[[False, 3, 0], [False, 3, 2]]","[[500, 806, 750, 636], [500, 806, 750, 50]]",[]
PX303Fg006_6X3_0X1_0_PX303Fg006_6X3_3X0_2,PX303Fg006_6X3_0X1_PX303Fg006_6X3_3X0,0,31,1,0,0,0,"[[False, 3, 0]]","[[0, 796, 500, 50]]",[]
PX303Fg006_6X4_0X0_3_PX303Fg006_6X4_5X1_2,PX303Fg006_6X4_0X0_PX303Fg006_6X4_5X1,0,30,1,0,0,0,"[[False, 2, 3]]","[[750, 747, 500, 861]]",[]
PX303Fg006_4X4_0X1_3_PX303Fg006_4X4_3X1_2,PX303Fg006_4X4_0X1_PX303Fg006_4X4_3X1,0,38,4,1,4,2,"[[False, 0, 0], [False, 0, 3], [False, 3, 0], [False, 3, 3]]","[[750, 891, 500, 50], [750, 891, 500, 988], [750, 50, 500, 50], [750, 50, 500, 988]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_1X3_3,PX303Fg006_5X4_0X0_PX303Fg006_5X4_1X3,0,33,2,1,2,1,"[[False, 0, 0], [False, 3, 0]]","[[250, 50, 750, 50], [250, 867, 750, 50]]",[]
PX303Fg006_6X3_2X2_1_PX303Fg006_6X3_3X0_0,PX303Fg006_6X3_2X2_PX303Fg006_6X3_3X0,0,33,3,2,4,2,"[[False, 0, 0], [False, 1, 0], [False, 1, 3]]","[[250, 412, 0, 50], [250, 412, 0, 815], [250, 50, 0, 50]]",[]
PX303Fg006_6X4_1X1_3_PX303Fg006_6X4_5X0_1,PX303Fg006_6X4_1X1_PX303Fg006_6X4_5X0,0,22,2,1,2,1,"[[False, 0, 0], [False, 6, 0]]","[[750, 1560, 250, 50], [750, 50, 250, 50]]",[]
PX303Fg006_5X4_0X0_2_PX303Fg006_5X4_4X0_2,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X0,0,34,3,1,2,1,"[[False, 0, 0], [False, 3, 0], [False, 3, 3]]","[[500, 867, 500, 50], [500, 50, 500, 50], [500, 867, 500, 859]]",[]
PX303Fg006_4X4_0X1_2_PX303Fg006_4X4_2X1_0,PX303Fg006_4X4_0X1_PX303Fg006_4X4_2X1,0,19,1,0,0,0,"[[False, 3, 0]]","[[500, 891, 0, 50]]",[]
PX303Fg006_6X4_0X3_0_PX303Fg006_6X4_5X3_2,PX303Fg006_6X4_0X3_PX303Fg006_6X4_5X3,0,18,1,0,0,0,"[[False, 0, 4]]","[[0, 50, 500, 1064]]",[]
PX303Fg006_5X3_2X2_1_PX303Fg006_5X3_4X1_3,PX303Fg006_5X3_2X2_PX303Fg006_5X3_4X1,0,54,3,1,4,2,"[[False, 0, 0], [False, 3, 0], [False, 3, 3]]","[[250, 863, 750, 50], [250, 50, 750, 50], [250, 863, 750, 909]]",[]
PX303Fg006_5X3_2X2_3_PX303Fg006_5X3_3X0_4,PX303Fg006_5X3_2X2_PX303Fg006_5X3_3X0,0,17,1,0,0,0,"[[False, 3, 0]]","[[750, 863, 1000, 50]]",[]
PX303Fg006_4X3_1X2_1_PX303Fg006_4X3_2X1_1,PX303Fg006_4X3_1X2_PX303Fg006_4X3_2X1,0,14,1,0,0,0,"[[False, 5, 0]]","[[250, 1402, 250, 50]]",[]
PX303Fg006_4X3_1X1_2_PX303Fg006_4X3_3X2_4,PX303Fg006_4X3_1X1_PX303Fg006_4X3_3X2,0,17,2,0,2,1,"[[False, 5, 0], [False, 5, 4]]","[[500, 1323, 1000, 50], [500, 1323, 1000, 1238]]",[]
PX303Fg006_6X3_1X2_4_PX303Fg006_6X3_4X0_4,PX303Fg006_6X3_1X2_PX303Fg006_6X3_4X0,0,13,2,0,2,1,"[[False, 3, 0], [False, 3, 4]]","[[1000, 982, 1000, 50], [1000, 982, 1000, 1017]]",[]
PX303Fg006_5X4_1X3_3_PX303Fg006_5X4_4X1_0,PX303Fg006_5X4_1X3_PX303Fg006_5X4_4X1,0,30,2,0,2,1,"[[False, 5, 0], [False, 5, 3]]","[[750, 1464, 0, 811], [750, 1464, 0, 50]]",[]
PX303Fg006_6X3_4X2_1_PX303Fg006_6X3_5X2_0,PX303Fg006_6X3_4X2_PX303Fg006_6X3_5X2,1,79,3,2,4,2,"[[False, 3, 0], [False, 3, 0], [False, 3, 0]]","[[250, 806, 0, 50], [330, 806, 80, 50], [420, 806, 170, 50]]",[]
PX303Fg006_6X4_0X0_2_PX303Fg006_6X4_5X3_1,PX303Fg006_6X4_0X0_PX303Fg006_6X4_5X3,0,34,2,0,2,1,"[[False, 0, 4], [False, 2, 4]]","[[500, 747, 250, 1064], [500, 50, 250, 1064]]",[]
PX303Fg006_4X3_0X0_1_PX303Fg006_4X3_2X2_3,PX303Fg006_4X3_0X0_PX303Fg006_4X3_2X2,0,31,2,1,2,1,"[[False, 0, 0], [False, 4, 0]]","[[250, 50, 750, 50], [250, 1191, 750, 50]]",[]
PX303Fg006_4X4_0X3_3_PX303Fg006_4X4_1X0_3,PX303Fg006_4X4_0X3_PX303Fg006_4X4_1X0,0,25,2,1,2,1,"[[False, 0, 0], [False, 3, 0]]","[[750, 854, 750, 50], [750, 50, 750, 50]]",[]
PX303Fg006_5X3_1X2_0_PX303Fg006_5X3_2X2_0,PX303Fg006_5X3_1X2_PX303Fg006_5X3_2X2,1,90,2,1,2,1,"[[False, 4, 0], [False, 4, 0]]","[[80, 1146, 80, 50], [170, 1146, 170, 50]]",[]
PX303Fg006_6X3_4X1_2_PX303Fg006_6X3_5X1_1,PX303Fg006_6X3_4X1_PX303Fg006_6X3_5X1,0,65,5,2,6,3,"[[False, 0, 2], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 2]]","[[500, 50, 250, 636], [500, 895, 250, 50], [500, 895, 250, 636], [580, 895, 330, 50], [670, 895, 420, 50]]",[]
PX303Fg006_6X4_4X0_2_PX303Fg006_6X4_5X1_2,PX303Fg006_6X4_4X0_PX303Fg006_6X4_5X1,0,21,1,0,0,0,"[[False, 2, 3]]","[[500, 749, 500, 861]]",[]
PX303Fg006_6X3_2X2_4_PX303Fg006_6X3_4X2_2,PX303Fg006_6X3_2X2_PX303Fg006_6X3_4X2,0,32,1,1,0,0,"[[False, 1, 0]]","[[1000, 412, 500, 50]]",[]
PX303Fg006_6X4_2X0_1_PX303Fg006_6X4_4X2_3,PX303Fg006_6X4_2X0_PX303Fg006_6X4_4X2,0,7,1,0,0,0,"[[False, 3, 0]]","[[250, 813, 750, 50]]",[]
PX303Fg006_4X4_1X0_1_PX303Fg006_4X4_3X2_3,PX303Fg006_4X4_1X0_PX303Fg006_4X4_3X2,0,15,1,0,0,0,"[[False, 5, 4]]","[[250, 1437, 750, 1028]]",[]
PX303Fg006_6X4_4X1_2_PX303Fg006_6X4_5X1_1,PX303Fg006_6X4_4X1_PX303Fg006_6X4_5X1,0,13,1,0,0,0,"[[False, 0, 3]]","[[500, 50, 250, 861]]",[]
PX303Fg006_5X3_1X2_4_PX303Fg006_5X3_4X1_0,PX303Fg006_5X3_1X2_PX303Fg006_5X3_4X1,0,60,1,0,0,0,"[[False, 4, 0]]","[[1000, 1146, 0, 50]]",[]
PX303Fg006_4X4_1X1_3_PX303Fg006_4X4_3X2_3,PX303Fg006_4X4_1X1_PX303Fg006_4X4_3X2,0,12,1,0,0,0,"[[False, 6, 4]]","[[750, 1679, 750, 1028]]",[]
PX303Fg006_4X4_2X3_2_PX303Fg006_4X4_3X1_0,PX303Fg006_4X4_2X3_PX303Fg006_4X4_3X1,0,27,1,0,0,0,"[[False, 5, 0]]","[[500, 1480, 0, 50]]",[]
PX303Fg006_6X3_3X2_4_PX303Fg006_6X3_4X2_1,PX303Fg006_6X3_3X2_PX303Fg006_6X3_4X2,1,72,3,1,4,2,"[[False, 0, 0], [False, 4, 0], [False, 4, 3]]","[[1000, 1167, 250, 50], [1000, 1167, 250, 806], [1000, 50, 250, 50]]",[]
PX303Fg006_4X3_1X0_2_PX303Fg006_4X3_3X1_0,PX303Fg006_4X3_1X0_PX303Fg006_4X3_3X1,0,41,1,0,0,0,"[[False, 4, 4]]","[[500, 1180, 0, 1111]]",[]
PX303Fg006_5X4_0X3_3_PX303Fg006_5X4_2X0_3,PX303Fg006_5X4_0X3_PX303Fg006_5X4_2X0,0,30,2,1,2,1,"[[False, 0, 0], [False, 2, 0]]","[[750, 675, 750, 50], [750, 50, 750, 50]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_1X3_2,PX303Fg006_5X4_0X0_PX303Fg006_5X4_1X3,0,33,2,1,2,1,"[[False, 0, 0], [False, 3, 0]]","[[250, 867, 500, 50], [250, 50, 500, 50]]",[]
PX303Fg006_6X3_0X1_1_PX303Fg006_6X3_5X2_3,PX303Fg006_6X3_0X1_PX303Fg006_6X3_5X2,0,36,2,0,2,1,"[[False, 3, 0], [False, 3, 2]]","[[250, 796, 750, 50], [250, 796, 750, 606]]",[]
PX303Fg006_6X4_4X0_0_PX303Fg006_6X4_5X1_0,PX303Fg006_6X4_4X0_PX303Fg006_6X4_5X1,0,21,1,0,0,0,"[[False, 2, 3]]","[[0, 749, 0, 861]]",[]
PX303Fg006_6X4_2X0_0_PX303Fg006_6X4_5X2_1,PX303Fg006_6X4_2X0_PX303Fg006_6X4_5X2,0,20,2,0,2,1,"[[False, 3, 0], [False, 3, 3]]","[[0, 813, 250, 50], [0, 813, 250, 896]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_3X3_3,PX303Fg006_6X4_0X0_PX303Fg006_6X4_3X3,0,23,2,0,2,1,"[[False, 2, 0], [False, 2, 6]]","[[0, 747, 750, 50], [0, 747, 750, 1538]]",[]
PX303Fg006_5X3_1X0_2_PX303Fg006_5X3_4X2_3,PX303Fg006_5X3_1X0_PX303Fg006_5X3_4X2,0,32,1,0,0,0,"[[False, 3, 4]]","[[500, 951, 750, 1221]]",[]
PX303Fg006_5X3_0X0_4_PX303Fg006_5X3_1X2_4,PX303Fg006_5X3_0X0_PX303Fg006_5X3_1X2,0,49,3,1,4,2,"[[False, 0, 0], [False, 3, 0], [False, 3, 4]]","[[1000, 973, 1000, 1146], [1000, 973, 1000, 50], [1000, 50, 1000, 50]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_4X3_2,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X3,0,27,2,0,2,1,"[[False, 0, 3], [False, 3, 3]]","[[250, 867, 500, 934], [250, 50, 500, 934]]",[]
PX303Fg006_5X3_1X2_2_PX303Fg006_5X3_2X0_2,PX303Fg006_5X3_1X2_PX303Fg006_5X3_2X0,0,28,1,0,0,0,"[[False, 4, 0]]","[[500, 1146, 500, 50]]",[]
PX303Fg006_6X3_1X0_3_PX303Fg006_6X3_2X2_3,PX303Fg006_6X3_1X0_PX303Fg006_6X3_2X2,0,20,1,0,0,0,"[[False, 3, 1]]","[[750, 773, 750, 412]]",[]
PX303Fg006_5X4_0X0_2_PX303Fg006_5X4_4X0_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X0,0,34,3,0,4,2,"[[False, 0, 3], [False, 3, 0], [False, 3, 3]]","[[500, 867, 0, 859], [500, 867, 0, 50], [500, 50, 0, 859]]",[]
PX303Fg006_5X4_0X0_2_PX303Fg006_5X4_4X0_1,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X0,0,34,4,1,2,1,"[[False, 0, 0], [False, 0, 3], [False, 3, 0], [False, 3, 3]]","[[500, 867, 250, 50], [500, 50, 250, 50], [500, 50, 250, 859], [500, 867, 250, 859]]",[]
PX303Fg006_4X3_0X0_2_PX303Fg006_4X3_2X0_3,PX303Fg006_4X3_0X0_PX303Fg006_4X3_2X0,0,36,4,1,4,2,"[[False, 0, 0], [False, 0, 5], [False, 4, 0], [False, 4, 5]]","[[500, 1191, 750, 1434], [500, 50, 750, 50], [500, 1191, 750, 50], [500, 50, 750, 1434]]",[]
PX303Fg006_5X4_3X2_2_PX303Fg006_5X4_4X2_2,PX303Fg006_5X4_3X2_PX303Fg006_5X4_4X2,0,14,1,1,0,0,"[[False, 0, 0]]","[[500, 50, 500, 50]]",[]
PX303Fg006_6X3_0X0_1_PX303Fg006_6X3_5X2_3,PX303Fg006_6X3_0X0_PX303Fg006_6X3_5X2,0,63,4,1,6,3,"[[False, 0, 0], [False, 0, 2], [False, 2, 0], [False, 2, 2]]","[[250, 50, 750, 606], [250, 706, 750, 606], [250, 50, 750, 50], [250, 706, 750, 50]]",[]
PX303Fg006_5X4_2X0_3_PX303Fg006_5X4_3X2_2,PX303Fg006_5X4_2X0_PX303Fg006_5X4_3X2,0,16,2,1,0,0,"[[False, 0, 0], [False, 4, 0]]","[[750, 50, 500, 50], [750, 1060, 500, 50]]",[]
PX303Fg006_4X4_2X2_3_PX303Fg006_4X4_3X0_1,PX303Fg006_4X4_2X2_PX303Fg006_4X4_3X0,0,6,2,0,2,1,"[[False, 5, 0], [False, 5, 4]]","[[750, 1424, 250, 50], [750, 1424, 250, 1144]]",[]
PX303Fg006_6X4_1X3_1_PX303Fg006_6X4_2X3_3,PX303Fg006_6X4_1X3_PX303Fg006_6X4_2X3,1,35,1,0,0,0,"[[False, 5, 0]]","[[250, 1383, 750, 50]]",[]
PX303Fg006_6X3_1X0_3_PX303Fg006_6X3_2X2_1,PX303Fg006_6X3_1X0_PX303Fg006_6X3_2X2,0,20,3,2,2,1,"[[False, 0, 0], [False, 3, 0], [False, 3, 1]]","[[750, 773, 250, 50], [750, 50, 250, 50], [750, 773, 250, 412]]",[]
PX303Fg006_4X3_0X1_0_PX303Fg006_4X3_3X0_0,PX303Fg006_4X3_0X1_PX303Fg006_4X3_3X0,0,29,1,0,0,0,"[[False, 4, 4]]","[[0, 1185, 0, 1177]]",[]
PX303Fg006_6X3_1X1_2_PX303Fg006_6X3_4X0_2,PX303Fg006_6X3_1X1_PX303Fg006_6X3_4X0,0,13,1,0,0,0,"[[False, 2, 4]]","[[500, 655, 500, 1017]]",[]
PX303Fg006_5X3_3X1_2_PX303Fg006_5X3_4X1_2,PX303Fg006_5X3_3X1_PX303Fg006_5X3_4X1,1,83,5,3,6,3,"[[False, 0, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 3]]","[[500, 1184, 500, 50], [500, 1184, 500, 909], [500, 50, 500, 50], [580, 1184, 580, 50], [670, 1184, 670, 50]]",[]
PX303Fg006_6X4_2X2_2_PX303Fg006_6X4_3X0_2,PX303Fg006_6X4_2X2_PX303Fg006_6X4_3X0,0,8,1,1,0,0,"[[False, 1, 0]]","[[500, 410, 500, 50]]",[]
PX303Fg006_6X3_0X0_0_PX303Fg006_6X3_5X2_2,PX303Fg006_6X3_0X0_PX303Fg006_6X3_5X2,0,63,2,0,2,1,"[[False, 2, 0], [False, 2, 2]]","[[0, 706, 500, 50], [0, 706, 500, 606]]",[]
PX303Fg006_6X4_1X3_1_PX303Fg006_6X4_5X3_2,PX303Fg006_6X4_1X3_PX303Fg006_6X4_5X3,0,17,1,0,0,0,"[[False, 5, 4]]","[[250, 1383, 500, 1064]]",[]
PX303Fg006_5X4_0X3_2_PX303Fg006_5X4_2X0_2,PX303Fg006_5X4_0X3_PX303Fg006_5X4_2X0,0,30,2,1,2,1,"[[False, 0, 0], [False, 2, 0]]","[[500, 675, 500, 50], [500, 50, 500, 50]]",[]
PX303Fg006_6X3_0X1_1_PX303Fg006_6X3_4X2_4,PX303Fg006_6X3_0X1_PX303Fg006_6X3_4X2,0,25,1,0,0,0,"[[False, 3, 0]]","[[250, 796, 1000, 50]]",[]
PX303Fg006_6X4_0X1_0_PX303Fg006_6X4_1X3_2,PX303Fg006_6X4_0X1_PX303Fg006_6X4_1X3,0,21,1,0,0,0,"[[False, 0, 5]]","[[0, 50, 500, 1383]]",[]
PX303Fg006_6X4_1X3_3_PX303Fg006_6X4_2X3_1,PX303Fg006_6X4_1X3_PX303Fg006_6X4_2X3,1,35,1,0,0,0,"[[False, 5, 0]]","[[750, 1383, 250, 50]]",[]
PX303Fg006_4X3_0X2_4_PX303Fg006_4X3_3X2_3,PX303Fg006_4X3_0X2_PX303Fg006_4X3_3X2,0,30,2,0,0,0,"[[False, 0, 4], [False, 4, 4]]","[[1000, 50, 750, 1238], [1000, 1094, 750, 1238]]",[]
PX303Fg006_4X4_0X1_1_PX303Fg006_4X4_1X1_2,PX303Fg006_4X4_0X1_PX303Fg006_4X4_1X1,1,15,3,2,2,1,"[[False, 0, 0], [False, 3, 0], [False, 3, 0]]","[[250, 50, 500, 50], [330, 891, 580, 50], [420, 891, 670, 50]]",[]
PX303Fg006_5X4_0X2_2_PX303Fg006_5X4_3X2_2,PX303Fg006_5X4_0X2_PX303Fg006_5X4_3X2,0,8,2,1,2,1,"[[False, 0, 0], [False, 3, 0]]","[[500, 764, 500, 50], [500, 50, 500, 50]]",[]
PX303Fg006_5X3_0X0_4_PX303Fg006_5X3_4X2_3,PX303Fg006_5X3_0X0_PX303Fg006_5X3_4X2,0,43,2,0,0,0,"[[False, 0, 4], [False, 3, 4]]","[[1000, 50, 750, 1221], [1000, 973, 750, 1221]]",[]
PX303Fg006_6X4_1X1_2_PX303Fg006_6X4_3X0_3,PX303Fg006_6X4_1X1_PX303Fg006_6X4_3X0,0,13,2,1,0,0,"[[False, 0, 0], [False, 6, 0]]","[[500, 50, 750, 50], [500, 1560, 750, 50]]",[]
PX303Fg006_4X3_0X0_3_PX303Fg006_4X3_3X2_4,PX303Fg006_4X3_0X0_PX303Fg006_4X3_3X2,0,25,2,0,2,1,"[[False, 4, 0], [False, 4, 4]]","[[750, 1191, 1000, 50], [750, 1191, 1000, 1238]]",[]
PX303Fg006_6X4_1X2_3_PX303Fg006_6X4_5X3_1,PX303Fg006_6X4_1X2_PX303Fg006_6X4_5X3,0,22,2,0,2,1,"[[False, 5, 0], [False, 5, 4]]","[[750, 1437, 250, 1064], [750, 1437, 250, 50]]",[]
PX303Fg006_4X3_1X0_4_PX303Fg006_4X3_2X1_1,PX303Fg006_4X3_1X0_PX303Fg006_4X3_2X1,0,22,2,1,0,0,"[[False, 0, 0], [False, 4, 0]]","[[1000, 50, 250, 50], [1000, 1180, 250, 50]]",[]
PX303Fg006_6X3_0X0_3_PX303Fg006_6X3_2X0_2,PX303Fg006_6X3_0X0_PX303Fg006_6X3_2X0,0,26,3,1,4,2,"[[False, 0, 0], [False, 2, 0], [False, 2, 3]]","[[750, 706, 500, 917], [750, 706, 500, 50], [750, 50, 500, 50]]",[]
PX303Fg006_6X3_2X2_4_PX303Fg006_6X3_3X2_0,PX303Fg006_6X3_2X2_PX303Fg006_6X3_3X2,1,47,1,1,0,0,"[[False, 1, 0]]","[[1000, 412, 0, 50]]",[]
PX303Fg006_4X4_0X0_1_PX303Fg006_4X4_2X3_1,PX303Fg006_4X4_0X0_PX303Fg006_4X4_2X3,0,19,1,0,0,0,"[[False, 4, 5]]","[[250, 1114, 250, 1480]]",[]
PX303Fg006_6X3_0X2_0_PX303Fg006_6X3_4X1_0,PX303Fg006_6X3_0X2_PX303Fg006_6X3_4X1,0,17,1,0,0,0,"[[False, 3, 0]]","[[0, 864, 0, 50]]",[]
PX303Fg006_6X3_3X2_1_PX303Fg006_6X3_4X2_3,PX303Fg006_6X3_3X2_PX303Fg006_6X3_4X2,0,72,4,1,4,2,"[[False, 0, 0], [False, 0, 3], [False, 4, 0], [False, 4, 3]]","[[250, 1167, 750, 806], [250, 50, 750, 50], [250, 50, 750, 806], [420, 1167, 920, 50]]",[]
PX303Fg006_5X4_3X0_0_PX303Fg006_5X4_4X0_1,PX303Fg006_5X4_3X0_PX303Fg006_5X4_4X0,0,49,4,2,6,3,"[[False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 3]]","[[0, 1052, 250, 859], [0, 1052, 250, 50], [80, 1052, 330, 50], [170, 1052, 420, 50]]",[]
PX303Fg006_6X3_1X1_2_PX303Fg006_6X3_2X1_5,PX303Fg006_6X3_1X1_PX303Fg006_6X3_2X1,0,33,2,1,0,0,"[[False, 0, 0], [False, 2, 0]]","[[500, 50, 1250, 50], [500, 655, 1250, 50]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_4X3_2,PX303Fg006_5X4_0X3_PX303Fg006_5X4_4X3,0,22,2,0,2,1,"[[False, 0, 3], [False, 2, 3]]","[[250, 675, 500, 934], [250, 50, 500, 934]]",[]
PX303Fg006_6X4_3X0_1_PX303Fg006_6X4_5X3_3,PX303Fg006_6X4_3X0_PX303Fg006_6X4_5X3,0,15,1,0,0,0,"[[False, 3, 0]]","[[250, 920, 750, 50]]",[]
PX303Fg006_5X4_0X0_2_PX303Fg006_5X4_1X0_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_1X0,1,55,6,3,6,3,"[[False, 0, 0], [False, 0, 3], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 3]]","[[500, 867, 0, 50], [500, 50, 0, 50], [500, 867, 0, 894], [500, 50, 0, 894], [580, 867, 80, 50], [670, 867, 170, 50]]",[]
PX303Fg006_6X4_1X0_3_PX303Fg006_6X4_4X0_1,PX303Fg006_6X4_1X0_PX303Fg006_6X4_4X0,0,17,2,1,0,0,"[[False, 0, 0], [False, 3, 0]]","[[750, 50, 250, 50], [750, 967, 250, 50]]",[]
PX303Fg006_5X3_3X0_4_PX303Fg006_5X3_4X0_1,PX303Fg006_5X3_3X0_PX303Fg006_5X3_4X0,0,22,2,0,2,1,"[[False, 4, 0], [False, 4, 3]]","[[1000, 1214, 250, 937], [1000, 1214, 250, 50]]",[]
PX303Fg006_6X3_0X1_2_PX303Fg006_6X3_5X1_3,PX303Fg006_6X3_0X1_PX303Fg006_6X3_5X1,0,38,4,1,2,1,"[[False, 0, 0], [False, 0, 2], [False, 3, 0], [False, 3, 2]]","[[500, 50, 750, 50], [500, 796, 750, 636], [500, 50, 750, 636], [500, 796, 750, 50]]",[]
PX303Fg006_6X3_3X0_2_PX303Fg006_6X3_4X0_3,PX303Fg006_6X3_3X0_PX303Fg006_6X3_4X0,1,20,2,0,2,1,"[[False, 3, 0], [False, 3, 4]]","[[500, 815, 750, 50], [500, 815, 750, 1017]]",[]
PX303Fg006_5X4_3X0_1_PX303Fg006_5X4_4X0_0,PX303Fg006_5X4_3X0_PX303Fg006_5X4_4X0,1,49,4,2,6,3,"[[False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 3]]","[[250, 1052, 0, 50], [250, 1052, 0, 859], [330, 1052, 80, 50], [420, 1052, 170, 50]]",[]
PX303Fg006_6X4_3X1_3_PX303Fg006_6X4_4X2_2,PX303Fg006_6X4_3X1_PX303Fg006_6X4_4X2,0,7,1,0,0,0,"[[False, 4, 0]]","[[750, 1025, 500, 50]]",[]
PX303Fg006_5X3_0X2_0_PX303Fg006_5X3_4X0_3,PX303Fg006_5X3_0X2_PX303Fg006_5X3_4X0,0,64,1,0,0,0,"[[False, 2, 3]]","[[0, 738, 750, 937]]",[]
PX303Fg006_6X3_2X1_5_PX303Fg006_6X3_4X2_4,PX303Fg006_6X3_2X1_PX303Fg006_6X3_4X2,0,21,1,1,0,0,"[[False, 0, 0]]","[[1250, 50, 1000, 50]]",[]
PX303Fg006_5X4_1X0_0_PX303Fg006_5X4_2X0_1,PX303Fg006_5X4_1X0_PX303Fg006_5X4_2X0,1,36,4,3,6,3,"[[False, 0, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0]]","[[0, 894, 250, 50], [0, 50, 250, 50], [80, 894, 330, 50], [170, 894, 420, 50]]",[]
PX303Fg006_6X4_1X2_2_PX303Fg006_6X4_2X0_1,PX303Fg006_6X4_1X2_PX303Fg006_6X4_2X0,0,9,2,1,0,0,"[[False, 0, 0], [False, 5, 0]]","[[500, 50, 250, 50], [500, 1437, 250, 50]]",[]
PX303Fg006_5X3_0X1_1_PX303Fg006_5X3_4X2_3,PX303Fg006_5X3_0X1_PX303Fg006_5X3_4X2,0,32,1,0,0,0,"[[False, 3, 4]]","[[250, 864, 750, 1221]]",[]
PX303Fg006_5X4_1X0_1_PX303Fg006_5X4_4X2_2,PX303Fg006_5X4_1X0_PX303Fg006_5X4_4X2,0,20,2,0,2,1,"[[False, 3, 0], [False, 3, 3]]","[[250, 894, 500, 50], [250, 894, 500, 932]]",[]
