fragmanetAndSide,fragment,class,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
PX303Fg006_6X4_0X2_2_PX303Fg006_6X4_3X0_2,PX303Fg006_6X4_0X2_PX303Fg006_6X4_3X0,0,17,2,1,2,1,"[[False, 0, 0], [False, 2, 0]]","[[500, 543, 500, 50], [500, 50, 500, 50]]",[]
PX303Fg006_5X3_0X1_0_PX303Fg006_5X3_4X1_4,PX303Fg006_5X3_0X1_PX303Fg006_5X3_4X1,0,49,2,1,2,1,"[[False, 0, 0], [False, 3, 0]]","[[0, 50, 1000, 50], [0, 864, 1000, 50]]",[]
PX303Fg006_5X3_1X1_2_PX303Fg006_5X3_3X1_4,PX303Fg006_5X3_1X1_PX303Fg006_5X3_3X1,0,8,1,1,0,0,"[[False, 0, 0]]","[[500, 50, 1000, 50]]",[]
PX303Fg006_5X4_3X0_0_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_3X0_PX303Fg006_5X4_4X1,0,24,2,0,2,1,"[[False, 4, 0], [False, 4, 3]]","[[0, 1052, 250, 811], [0, 1052, 250, 50]]",[]
PX303Fg006_4X4_1X2_2_PX303Fg006_4X4_3X1_0,PX303Fg006_4X4_1X2_PX303Fg006_4X4_3X1,0,19,1,0,0,0,"[[False, 7, 0]]","[[500, 1860, 0, 50]]",[]
PX303Fg006_5X3_0X1_2_PX303Fg006_5X3_1X2_1,PX303Fg006_5X3_0X1_PX303Fg006_5X3_1X2,0,42,2,1,0,0,"[[False, 0, 0], [False, 3, 0]]","[[500, 50, 250, 50], [500, 864, 250, 50]]",[]
PX303Fg006_5X3_2X0_2_PX303Fg006_5X3_4X0_1,PX303Fg006_5X3_2X0_PX303Fg006_5X3_4X0,0,36,2,0,2,1,"[[False, 4, 0], [False, 4, 3]]","[[500, 1001, 250, 50], [500, 1001, 250, 937]]",[]
PX303Fg006_6X4_4X1_2_PX303Fg006_6X4_5X0_0,PX303Fg006_6X4_4X1_PX303Fg006_6X4_5X0,0,26,1,1,0,0,"[[False, 0, 0]]","[[500, 50, 0, 50]]",[]
PX303Fg006_5X4_1X1_2_PX303Fg006_5X4_4X0_1,PX303Fg006_5X4_1X1_PX303Fg006_5X4_4X0,0,20,2,0,2,1,"[[False, 4, 0], [False, 4, 3]]","[[500, 1118, 250, 859], [500, 1118, 250, 50]]",[]
PX303Fg006_5X4_0X1_2_PX303Fg006_5X4_1X3_2,PX303Fg006_5X4_0X1_PX303Fg006_5X4_1X3,0,24,1,0,0,0,"[[False, 3, 0]]","[[500, 755, 500, 50]]",[]
PX303Fg006_5X3_2X1_2_PX303Fg006_5X3_3X1_2,PX303Fg006_5X3_2X1_PX303Fg006_5X3_3X1,1,31,1,0,0,0,"[[False, 4, 0]]","[[500, 1031, 500, 50]]",[]
PX303Fg006_6X4_0X0_1_PX303Fg006_6X4_2X2_2,PX303Fg006_6X4_0X0_PX303Fg006_6X4_2X2,0,18,2,1,2,1,"[[False, 0, 1], [False, 2, 1]]","[[250, 747, 500, 410], [250, 50, 500, 410]]",[]
PX303Fg006_6X3_3X2_3_PX303Fg006_6X3_5X0_4,PX303Fg006_6X3_3X2_PX303Fg006_6X3_5X0,0,37,2,0,0,0,"[[False, 0, 2], [False, 4, 2]]","[[750, 50, 1000, 667], [750, 1167, 1000, 667]]",[]
PX303Fg006_4X4_0X0_2_PX303Fg006_4X4_2X2_3,PX303Fg006_4X4_0X0_PX303Fg006_4X4_2X2,0,12,2,1,0,0,"[[False, 0, 0], [False, 4, 0]]","[[500, 50, 750, 50], [500, 1114, 750, 50]]",[]
PX303Fg006_6X4_1X2_3_PX303Fg006_6X4_4X0_2,PX303Fg006_6X4_1X2_PX303Fg006_6X4_4X0,0,20,1,0,0,0,"[[False, 5, 0]]","[[750, 1437, 500, 50]]",[]
PX303Fg006_5X4_0X2_2_PX303Fg006_5X4_2X1_1,PX303Fg006_5X4_0X2_PX303Fg006_5X4_2X1,0,13,3,1,4,2,"[[False, 0, 0], [False, 3, 0], [False, 3, 3]]","[[500, 764, 250, 50], [500, 764, 250, 758], [500, 50, 250, 50]]",[]
PX303Fg006_4X4_0X0_0_PX303Fg006_4X4_2X2_2,PX303Fg006_4X4_0X0_PX303Fg006_4X4_2X2,0,12,1,0,0,0,"[[False, 4, 0]]","[[0, 1114, 500, 50]]",[]
PX303Fg006_6X3_1X0_0_PX303Fg006_6X3_5X1_3,PX303Fg006_6X3_1X0_PX303Fg006_6X3_5X1,0,49,3,1,4,2,"[[False, 0, 0], [False, 3, 0], [False, 3, 2]]","[[0, 50, 750, 50], [0, 773, 750, 50], [0, 773, 750, 636]]",[]
PX303Fg006_6X4_0X3_0_PX303Fg006_6X4_3X0_0,PX303Fg006_6X4_0X3_PX303Fg006_6X4_3X0,0,24,1,1,0,0,"[[False, 0, 0]]","[[0, 50, 0, 50]]",[]
PX303Fg006_4X3_2X1_1_PX303Fg006_4X3_3X2_3,PX303Fg006_4X3_2X1_PX303Fg006_4X3_3X2,0,13,1,0,0,0,"[[False, 5, 4]]","[[250, 1466, 750, 1238]]",[]
PX303Fg006_6X3_0X1_1_PX303Fg006_6X3_2X2_0,PX303Fg006_6X3_0X1_PX303Fg006_6X3_2X2,0,13,1,0,0,0,"[[False, 3, 0]]","[[250, 796, 0, 50]]",[]
PX303Fg006_6X4_0X2_3_PX303Fg006_6X4_5X2_3,PX303Fg006_6X4_0X2_PX303Fg006_6X4_5X2,0,13,3,0,4,2,"[[False, 0, 3], [False, 2, 0], [False, 2, 3]]","[[750, 543, 750, 896], [750, 543, 750, 50], [750, 50, 750, 896]]",[]
PX303Fg006_6X4_1X0_2_PX303Fg006_6X4_4X1_2,PX303Fg006_6X4_1X0_PX303Fg006_6X4_4X1,0,7,1,0,0,0,"[[False, 3, 0]]","[[500, 967, 500, 50]]",[]
PX303Fg006_6X4_0X1_0_PX303Fg006_6X4_1X0_0,PX303Fg006_6X4_0X1_PX303Fg006_6X4_1X0,0,22,1,0,0,0,"[[False, 2, 0]]","[[0, 507, 0, 50]]",[]
PX303Fg006_5X3_0X2_2_PX303Fg006_5X3_1X0_2,PX303Fg006_5X3_0X2_PX303Fg006_5X3_1X0,0,51,2,1,2,1,"[[False, 0, 0], [False, 2, 0]]","[[500, 738, 500, 50], [500, 50, 500, 50]]",[]
PX303Fg006_5X4_0X2_3_PX303Fg006_5X4_3X2_3,PX303Fg006_5X4_0X2_PX303Fg006_5X4_3X2,0,8,1,1,0,0,"[[False, 0, 0]]","[[750, 50, 750, 50]]",[]
PX303Fg006_6X3_4X2_3_PX303Fg006_6X3_5X0_4,PX303Fg006_6X3_4X2_PX303Fg006_6X3_5X0,0,33,2,0,2,1,"[[False, 0, 2], [False, 3, 2]]","[[750, 806, 1000, 667], [750, 50, 1000, 667]]",[]
PX303Fg006_4X3_0X0_4_PX303Fg006_4X3_2X1_1,PX303Fg006_4X3_0X0_PX303Fg006_4X3_2X1,0,27,1,1,0,0,"[[False, 0, 0]]","[[1000, 50, 250, 50]]",[]
PX303Fg006_6X3_1X0_0_PX303Fg006_6X3_3X0_1,PX303Fg006_6X3_1X0_PX303Fg006_6X3_3X0,0,47,3,1,4,2,"[[False, 0, 0], [False, 3, 0], [False, 3, 3]]","[[0, 773, 250, 815], [0, 50, 250, 50], [0, 773, 250, 50]]",[]
PX303Fg006_6X3_1X0_1_PX303Fg006_6X3_2X2_1,PX303Fg006_6X3_1X0_PX303Fg006_6X3_2X2,0,20,2,1,2,1,"[[False, 0, 0], [False, 3, 0]]","[[250, 50, 250, 50], [250, 773, 250, 50]]",[]
PX303Fg006_6X3_2X2_1_PX303Fg006_6X3_4X2_0,PX303Fg006_6X3_2X2_PX303Fg006_6X3_4X2,0,32,2,1,2,1,"[[False, 1, 0], [False, 1, 3]]","[[250, 412, 0, 806], [250, 412, 0, 50]]",[]
PX303Fg006_6X3_1X0_1_PX303Fg006_6X3_5X0_4,PX303Fg006_6X3_1X0_PX303Fg006_6X3_5X0,0,37,2,0,2,1,"[[False, 0, 2], [False, 3, 2]]","[[250, 50, 1000, 667], [250, 773, 1000, 667]]",[]
PX303Fg006_6X4_0X3_0_PX303Fg006_6X4_5X0_1,PX303Fg006_6X4_0X3_PX303Fg006_6X4_5X0,0,30,1,1,0,0,"[[False, 0, 0]]","[[0, 50, 250, 50]]",[]
PX303Fg006_5X3_1X1_2_PX303Fg006_5X3_2X2_2,PX303Fg006_5X3_1X1_PX303Fg006_5X3_2X2,0,10,1,1,0,0,"[[False, 0, 0]]","[[500, 50, 500, 50]]",[]
PX303Fg006_6X4_2X1_2_PX303Fg006_6X4_5X2_1,PX303Fg006_6X4_2X1_PX303Fg006_6X4_5X2,0,18,2,1,2,1,"[[False, 1, 0], [False, 1, 3]]","[[500, 472, 250, 50], [500, 472, 250, 896]]",[]
PX303Fg006_6X4_1X2_0_PX303Fg006_6X4_2X2_2,PX303Fg006_6X4_1X2_PX303Fg006_6X4_2X2,0,11,1,0,0,0,"[[False, 5, 1]]","[[0, 1437, 500, 410]]",[]
PX303Fg006_5X3_1X1_2_PX303Fg006_5X3_3X1_1,PX303Fg006_5X3_1X1_PX303Fg006_5X3_3X1,0,8,1,1,0,0,"[[False, 0, 0]]","[[500, 50, 250, 50]]",[]
PX303Fg006_5X4_0X2_3_PX303Fg006_5X4_1X0_1,PX303Fg006_5X4_0X2_PX303Fg006_5X4_1X0,0,18,2,1,2,1,"[[False, 0, 0], [False, 3, 0]]","[[750, 764, 250, 50], [750, 50, 250, 50]]",[]
PX303Fg006_5X4_0X0_3_PX303Fg006_5X4_4X0_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X0,0,34,2,0,2,1,"[[False, 3, 0], [False, 3, 3]]","[[750, 867, 0, 859], [750, 867, 0, 50]]",[]
PX303Fg006_5X4_2X1_1_PX303Fg006_5X4_4X0_2,PX303Fg006_5X4_2X1_PX303Fg006_5X4_4X0,0,22,3,1,4,2,"[[False, 0, 0], [False, 3, 0], [False, 3, 3]]","[[250, 50, 500, 50], [250, 758, 500, 50], [250, 758, 500, 859]]",[]
PX303Fg006_4X3_0X2_1_PX303Fg006_4X3_1X0_2,PX303Fg006_4X3_0X2_PX303Fg006_4X3_1X0,0,64,2,1,2,1,"[[False, 0, 0], [False, 4, 0]]","[[250, 1094, 500, 50], [250, 50, 500, 50]]",[]
PX303Fg006_5X3_1X2_4_PX303Fg006_5X3_3X1_3,PX303Fg006_5X3_1X2_PX303Fg006_5X3_3X1,0,46,2,0,2,1,"[[False, 4, 0], [False, 4, 4]]","[[1000, 1146, 750, 50], [1000, 1146, 750, 1184]]",[]
PX303Fg006_5X3_0X1_5_PX303Fg006_5X3_1X0_0,PX303Fg006_5X3_0X1_PX303Fg006_5X3_1X0,0,34,3,1,0,0,"[[False, 0, 0], [False, 3, 0], [False, 3, 3]]","[[1250, 50, 0, 50], [1250, 864, 0, 951], [1250, 864, 0, 50]]",[]
PX303Fg006_5X4_2X3_2_PX303Fg006_5X4_4X2_3,PX303Fg006_5X4_2X3_PX303Fg006_5X4_4X2,0,22,3,1,2,1,"[[False, 0, 0], [False, 2, 0], [False, 2, 3]]","[[500, 511, 750, 50], [500, 50, 750, 50], [500, 511, 750, 932]]",[]
PX303Fg006_5X3_2X2_3_PX303Fg006_5X3_4X0_2,PX303Fg006_5X3_2X2_PX303Fg006_5X3_4X0,0,44,3,1,2,1,"[[False, 0, 0], [False, 3, 0], [False, 3, 3]]","[[750, 863, 500, 937], [750, 50, 500, 50], [750, 863, 500, 50]]",[]
PX303Fg006_4X3_0X0_3_PX303Fg006_4X3_1X0_3,PX303Fg006_4X3_0X0_PX303Fg006_4X3_1X0,0,74,2,1,0,0,"[[False, 0, 0], [False, 4, 0]]","[[750, 50, 750, 50], [750, 1191, 750, 50]]",[]
PX303Fg006_6X4_2X1_3_PX303Fg006_6X4_5X2_1,PX303Fg006_6X4_2X1_PX303Fg006_6X4_5X2,0,18,2,1,0,0,"[[False, 1, 0], [False, 1, 3]]","[[750, 472, 250, 50], [750, 472, 250, 896]]",[]
PX303Fg006_5X3_1X1_4_PX303Fg006_5X3_4X0_0,PX303Fg006_5X3_1X1_PX303Fg006_5X3_4X0,0,5,1,0,0,0,"[[False, 3, 0]]","[[1000, 956, 0, 50]]",[]
PX303Fg006_5X4_3X0_2_PX303Fg006_5X4_4X1_2,PX303Fg006_5X4_3X0_PX303Fg006_5X4_4X1,0,24,2,0,2,1,"[[False, 0, 3], [False, 4, 3]]","[[500, 1052, 500, 811], [500, 50, 500, 811]]",[]
PX303Fg006_6X3_0X2_2_PX303Fg006_6X3_1X0_0,PX303Fg006_6X3_0X2_PX303Fg006_6X3_1X0,0,53,2,1,0,0,"[[False, 0, 0], [False, 0, 3]]","[[500, 50, 0, 773], [500, 50, 0, 50]]",[]
PX303Fg006_6X4_0X3_2_PX303Fg006_6X4_4X3_0,PX303Fg006_6X4_0X3_PX303Fg006_6X4_4X3,0,4,1,0,0,0,"[[False, 2, 0]]","[[500, 581, 0, 50]]",[]
PX303Fg006_6X4_1X3_3_PX303Fg006_6X4_5X2_0,PX303Fg006_6X4_1X3_PX303Fg006_6X4_5X2,0,12,1,0,0,0,"[[False, 5, 3]]","[[750, 1383, 0, 896]]",[]
PX303Fg006_6X3_0X2_3_PX303Fg006_6X3_2X1_0,PX303Fg006_6X3_0X2_PX303Fg006_6X3_2X1,0,33,2,1,2,1,"[[False, 0, 0], [False, 3, 0]]","[[750, 864, 0, 50], [750, 50, 0, 50]]",[]
PX303Fg006_5X3_0X2_3_PX303Fg006_5X3_2X0_2,PX303Fg006_5X3_0X2_PX303Fg006_5X3_2X0,0,39,2,1,0,0,"[[False, 0, 0], [False, 2, 0]]","[[750, 50, 500, 50], [750, 738, 500, 50]]",[]
PX303Fg006_6X3_1X2_0_PX303Fg006_6X3_2X1_2,PX303Fg006_6X3_1X2_PX303Fg006_6X3_2X1,0,26,1,1,0,0,"[[False, 0, 0]]","[[0, 50, 500, 50]]",[]
PX303Fg006_4X3_1X0_3_PX303Fg006_4X3_3X1_0,PX303Fg006_4X3_1X0_PX303Fg006_4X3_3X1,0,41,2,0,2,1,"[[False, 4, 0], [False, 4, 4]]","[[750, 1180, 0, 1111], [750, 1180, 0, 50]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_2X3_2,PX303Fg006_6X4_0X0_PX303Fg006_6X4_2X3,0,30,1,0,0,0,"[[False, 2, 0]]","[[0, 747, 500, 50]]",[]
PX303Fg006_4X3_2X2_3_PX303Fg006_4X3_3X2_4,PX303Fg006_4X3_2X2_PX303Fg006_4X3_3X2,0,22,3,1,2,1,"[[False, 0, 0], [False, 5, 0], [False, 5, 4]]","[[750, 1445, 1000, 1238], [750, 50, 1000, 50], [750, 1445, 1000, 50]]",[]
PX303Fg006_6X4_1X3_0_PX303Fg006_6X4_4X1_2,PX303Fg006_6X4_1X3_PX303Fg006_6X4_4X1,0,4,1,0,0,0,"[[False, 5, 0]]","[[0, 1383, 500, 50]]",[]
PX303Fg006_6X4_3X3_1_PX303Fg006_6X4_4X2_2,PX303Fg006_6X4_3X3_PX303Fg006_6X4_4X2,0,11,1,0,0,0,"[[False, 6, 0]]","[[250, 1538, 500, 50]]",[]
PX303Fg006_4X4_0X0_0_PX303Fg006_4X4_2X3_3,PX303Fg006_4X4_0X0_PX303Fg006_4X4_2X3,0,19,1,0,0,0,"[[False, 4, 0]]","[[0, 1114, 750, 50]]",[]
PX303Fg006_4X4_0X0_0_PX303Fg006_4X4_1X3_1,PX303Fg006_4X4_0X0_PX303Fg006_4X4_1X3,0,21,2,0,2,1,"[[False, 4, 0], [False, 4, 7]]","[[0, 1114, 250, 1853], [0, 1114, 250, 50]]",[]
PX303Fg006_5X4_0X3_3_PX303Fg006_5X4_4X0_0,PX303Fg006_5X4_0X3_PX303Fg006_5X4_4X0,0,23,2,0,2,1,"[[False, 2, 0], [False, 2, 3]]","[[750, 675, 0, 50], [750, 675, 0, 859]]",[]
PX303Fg006_5X4_0X1_0_PX303Fg006_5X4_2X0_2,PX303Fg006_5X4_0X1_PX303Fg006_5X4_2X0,0,25,1,1,0,0,"[[False, 0, 0]]","[[0, 50, 500, 50]]",[]
PX303Fg006_6X4_2X2_3_PX303Fg006_6X4_4X2_2,PX303Fg006_6X4_2X2_PX303Fg006_6X4_4X2,0,4,1,1,0,0,"[[False, 1, 0]]","[[750, 410, 500, 50]]",[]
PX303Fg006_5X3_2X2_3_PX303Fg006_5X3_4X1_0,PX303Fg006_5X3_2X2_PX303Fg006_5X3_4X1,0,54,2,1,2,1,"[[False, 0, 0], [False, 3, 0]]","[[750, 863, 0, 50], [750, 50, 0, 50]]",[]
PX303Fg006_5X3_2X1_1_PX303Fg006_5X3_4X2_3,PX303Fg006_5X3_2X1_PX303Fg006_5X3_4X2,0,19,2,0,2,1,"[[False, 0, 4], [False, 4, 4]]","[[250, 1031, 750, 1221], [250, 50, 750, 1221]]",[]
PX303Fg006_4X3_0X1_2_PX303Fg006_4X3_2X0_1,PX303Fg006_4X3_0X1_PX303Fg006_4X3_2X0,0,24,2,1,2,1,"[[False, 0, 0], [False, 4, 0]]","[[500, 1185, 250, 50], [500, 50, 250, 50]]",[]
PX303Fg006_6X4_4X1_1_PX303Fg006_6X4_5X2_1,PX303Fg006_6X4_4X1_PX303Fg006_6X4_5X2,0,9,3,0,4,2,"[[False, 0, 3], [False, 2, 0], [False, 2, 3]]","[[250, 565, 250, 896], [250, 50, 250, 896], [250, 565, 250, 50]]",[]
PX303Fg006_6X4_1X1_1_PX303Fg006_6X4_2X2_3,PX303Fg006_6X4_1X1_PX303Fg006_6X4_2X2,0,8,1,1,0,0,"[[False, 0, 0]]","[[250, 50, 750, 50]]",[]
PX303Fg006_4X3_0X2_2_PX303Fg006_4X3_2X2_4,PX303Fg006_4X3_0X2_PX303Fg006_4X3_2X2,0,38,2,1,0,0,"[[False, 0, 0], [False, 4, 0]]","[[500, 50, 1000, 50], [500, 1094, 1000, 50]]",[]
PX303Fg006_5X3_1X1_2_PX303Fg006_5X3_4X1_3,PX303Fg006_5X3_1X1_PX303Fg006_5X3_4X1,0,6,1,1,0,0,"[[False, 0, 0]]","[[500, 50, 750, 50]]",[]
PX303Fg006_4X3_1X2_1_PX303Fg006_4X3_2X1_4,PX303Fg006_4X3_1X2_PX303Fg006_4X3_2X1,0,14,1,0,0,0,"[[False, 5, 5]]","[[250, 1402, 1000, 1466]]",[]
PX303Fg006_4X4_0X3_0_PX303Fg006_4X4_2X0_3,PX303Fg006_4X4_0X3_PX303Fg006_4X4_2X0,0,24,4,1,6,3,"[[False, 0, 0], [False, 0, 6], [False, 3, 0], [False, 3, 6]]","[[0, 50, 750, 50], [0, 854, 750, 1571], [0, 854, 750, 50], [0, 50, 750, 1571]]",[]
PX303Fg006_5X4_3X0_0_PX303Fg006_5X4_4X2_0,PX303Fg006_5X4_3X0_PX303Fg006_5X4_4X2,0,24,1,0,0,0,"[[False, 4, 3]]","[[0, 1052, 0, 932]]",[]
PX303Fg006_4X4_0X0_3_PX303Fg006_4X4_3X0_1,PX303Fg006_4X4_0X0_PX303Fg006_4X4_3X0,0,27,1,1,0,0,"[[False, 0, 0]]","[[750, 50, 250, 50]]",[]
PX303Fg006_6X4_0X1_0_PX303Fg006_6X4_2X0_0,PX303Fg006_6X4_0X1_PX303Fg006_6X4_2X0,0,13,2,1,2,1,"[[False, 0, 0], [False, 2, 0]]","[[0, 507, 0, 50], [0, 50, 0, 50]]",[]
PX303Fg006_6X3_3X2_4_PX303Fg006_6X3_5X0_0,PX303Fg006_6X3_3X2_PX303Fg006_6X3_5X0,0,37,2,0,2,1,"[[False, 4, 0], [False, 4, 2]]","[[1000, 1167, 0, 50], [1000, 1167, 0, 667]]",[]
PX303Fg006_5X4_0X0_0_PX303Fg006_5X4_2X1_1,PX303Fg006_5X4_0X0_PX303Fg006_5X4_2X1,0,31,2,0,2,1,"[[False, 3, 0], [False, 3, 3]]","[[0, 867, 250, 758], [0, 867, 250, 50]]",[]
PX303Fg006_5X3_2X1_1_PX303Fg006_5X3_3X1_0,PX303Fg006_5X3_2X1_PX303Fg006_5X3_3X1,1,31,3,2,4,2,"[[False, 4, 0], [False, 4, 0], [False, 4, 0]]","[[250, 1031, 0, 50], [330, 1031, 80, 50], [420, 1031, 170, 50]]",[]
PX303Fg006_5X4_0X3_1_PX303Fg006_5X4_1X0_1,PX303Fg006_5X4_0X3_PX303Fg006_5X4_1X0,0,33,2,1,2,1,"[[False, 0, 0], [False, 2, 0]]","[[250, 50, 250, 50], [250, 675, 250, 50]]",[]
PX303Fg006_5X3_2X0_0_PX303Fg006_5X3_3X1_4,PX303Fg006_5X3_2X0_PX303Fg006_5X3_3X1,0,41,2,0,2,1,"[[False, 4, 0], [False, 4, 4]]","[[0, 1001, 1000, 1184], [0, 1001, 1000, 50]]",[]
PX303Fg006_6X3_3X2_2_PX303Fg006_6X3_5X2_3,PX303Fg006_6X3_3X2_PX303Fg006_6X3_5X2,0,55,2,0,2,1,"[[False, 4, 0], [False, 4, 2]]","[[500, 1167, 750, 50], [500, 1167, 750, 606]]",[]
PX303Fg006_4X4_1X3_2_PX303Fg006_4X4_2X3_2,PX303Fg006_4X4_1X3_PX303Fg006_4X4_2X3,1,19,3,1,4,2,"[[False, 0, 0], [False, 7, 0], [False, 7, 5]]","[[500, 1853, 500, 50], [500, 1853, 500, 1480], [500, 50, 500, 50]]",[]
PX303Fg006_6X3_0X0_1_PX303Fg006_6X3_3X0_5,PX303Fg006_6X3_0X0_PX303Fg006_6X3_3X0,0,55,2,1,2,1,"[[False, 0, 0], [False, 2, 0]]","[[250, 50, 1250, 50], [250, 706, 1250, 50]]",[]
PX303Fg006_6X3_4X2_1_PX303Fg006_6X3_5X2_3,PX303Fg006_6X3_4X2_PX303Fg006_6X3_5X2,1,79,4,2,6,3,"[[False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 2]]","[[250, 806, 750, 50], [250, 806, 750, 606], [330, 806, 830, 50], [420, 806, 920, 50]]",[]
PX303Fg006_5X3_3X2_0_PX303Fg006_5X3_4X1_2,PX303Fg006_5X3_3X2_PX303Fg006_5X3_4X1,0,46,1,0,0,0,"[[False, 4, 0]]","[[0, 1038, 500, 50]]",[]
PX303Fg006_6X3_2X2_3_PX303Fg006_6X3_5X0_3,PX303Fg006_6X3_2X2_PX303Fg006_6X3_5X0,0,27,1,0,0,0,"[[False, 1, 2]]","[[750, 412, 750, 667]]",[]
PX303Fg006_5X3_2X2_4_PX303Fg006_5X3_3X1_1,PX303Fg006_5X3_2X2_PX303Fg006_5X3_3X1,0,38,2,1,0,0,"[[False, 0, 0], [False, 3, 0]]","[[1000, 50, 250, 50], [1000, 863, 250, 50]]",[]
PX303Fg006_6X4_1X3_1_PX303Fg006_6X4_2X2_3,PX303Fg006_6X4_1X3_PX303Fg006_6X4_2X2,0,9,1,0,0,0,"[[False, 5, 0]]","[[250, 1383, 750, 50]]",[]
PX303Fg006_5X3_2X0_2_PX303Fg006_5X3_3X1_2,PX303Fg006_5X3_2X0_PX303Fg006_5X3_3X1,0,41,2,0,2,1,"[[False, 4, 0], [False, 4, 4]]","[[500, 1001, 500, 1184], [500, 1001, 500, 50]]",[]
PX303Fg006_6X4_0X3_1_PX303Fg006_6X4_3X1_3,PX303Fg006_6X4_0X3_PX303Fg006_6X4_3X1,0,18,1,1,0,0,"[[False, 0, 0]]","[[250, 50, 750, 50]]",[]
PX303Fg006_6X3_1X1_2_PX303Fg006_6X3_5X2_1,PX303Fg006_6X3_1X1_PX303Fg006_6X3_5X2,0,36,3,1,2,1,"[[False, 0, 0], [False, 2, 0], [False, 2, 2]]","[[500, 50, 250, 50], [500, 655, 250, 50], [500, 655, 250, 606]]",[]
PX303Fg006_4X4_0X0_1_PX303Fg006_4X4_3X2_3,PX303Fg006_4X4_0X0_PX303Fg006_4X4_3X2,0,17,2,0,2,1,"[[False, 0, 4], [False, 4, 4]]","[[250, 1114, 750, 1028], [250, 50, 750, 1028]]",[]
PX303Fg006_4X4_1X2_3_PX303Fg006_4X4_2X0_3,PX303Fg006_4X4_1X2_PX303Fg006_4X4_2X0,0,9,4,1,2,1,"[[False, 0, 0], [False, 0, 6], [False, 7, 0], [False, 7, 6]]","[[750, 50, 750, 1571], [750, 1860, 750, 1571], [750, 50, 750, 50], [750, 1860, 750, 50]]",[]
PX303Fg006_6X4_0X1_0_PX303Fg006_6X4_3X3_2,PX303Fg006_6X4_0X1_PX303Fg006_6X4_3X3,0,14,2,1,2,1,"[[False, 0, 0], [False, 2, 0]]","[[0, 50, 500, 50], [0, 507, 500, 50]]",[]
PX303Fg006_6X4_1X3_1_PX303Fg006_6X4_2X0_1,PX303Fg006_6X4_1X3_PX303Fg006_6X4_2X0,0,9,1,0,0,0,"[[False, 5, 0]]","[[250, 1383, 250, 50]]",[]
PX303Fg006_6X4_1X1_2_PX303Fg006_6X4_3X3_2,PX303Fg006_6X4_1X1_PX303Fg006_6X4_3X3,0,9,2,1,2,1,"[[False, 0, 0], [False, 6, 0]]","[[500, 1560, 500, 50], [500, 50, 500, 50]]",[]
PX303Fg006_4X3_2X0_4_PX303Fg006_4X3_3X0_0,PX303Fg006_4X3_2X0_PX303Fg006_4X3_3X0,0,37,1,0,0,0,"[[False, 5, 4]]","[[1000, 1434, 0, 1177]]",[]
PX303Fg006_6X4_1X0_2_PX303Fg006_6X4_2X0_2,PX303Fg006_6X4_1X0_PX303Fg006_6X4_2X0,0,11,1,0,0,0,"[[False, 3, 3]]","[[500, 967, 500, 813]]",[]
PX303Fg006_4X3_0X0_3_PX303Fg006_4X3_1X0_1,PX303Fg006_4X3_0X0_PX303Fg006_4X3_1X0,0,74,3,1,4,2,"[[False, 0, 0], [False, 4, 0], [False, 4, 4]]","[[750, 1191, 250, 1180], [750, 1191, 250, 50], [750, 50, 250, 50]]",[]
PX303Fg006_6X3_3X1_4_PX303Fg006_6X3_5X0_4,PX303Fg006_6X3_3X1_PX303Fg006_6X3_5X0,0,19,1,0,0,0,"[[False, 4, 2]]","[[1000, 1082, 1000, 667]]",[]
PX303Fg006_5X3_2X1_1_PX303Fg006_5X3_4X0_4,PX303Fg006_5X3_2X1_PX303Fg006_5X3_4X0,0,21,2,0,2,1,"[[False, 0, 3], [False, 4, 3]]","[[250, 1031, 1000, 937], [250, 50, 1000, 937]]",[]
PX303Fg006_6X4_0X2_2_PX303Fg006_6X4_1X2_2,PX303Fg006_6X4_0X2_PX303Fg006_6X4_1X2,0,16,5,3,4,2,"[[False, 0, 0], [False, 0, 5], [False, 2, 0], [False, 2, 0], [False, 2, 0]]","[[500, 50, 500, 1437], [500, 543, 500, 50], [500, 50, 500, 50], [580, 543, 580, 50], [670, 543, 670, 50]]",[]
PX303Fg006_4X4_0X0_1_PX303Fg006_4X4_3X0_3,PX303Fg006_4X4_0X0_PX303Fg006_4X4_3X0,0,27,1,0,0,0,"[[False, 4, 4]]","[[250, 1114, 750, 1144]]",[]
PX303Fg006_4X3_1X2_3_PX303Fg006_4X3_3X0_4,PX303Fg006_4X3_1X2_PX303Fg006_4X3_3X0,0,21,2,1,0,0,"[[False, 0, 0], [False, 0, 4]]","[[750, 50, 1000, 1177], [750, 50, 1000, 50]]",[]
PX303Fg006_6X3_0X2_3_PX303Fg006_6X3_5X0_1,PX303Fg006_6X3_0X2_PX303Fg006_6X3_5X0,0,38,2,1,0,0,"[[False, 0, 0], [False, 3, 0]]","[[750, 50, 250, 50], [750, 864, 250, 50]]",[]
